51, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Wife, Amer-Indian-Eskimo, Male,0,0,60, Dominican-Republic, >50K
43, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Wife, Other, Male,5178,0,40, Outlying-US(Guam-USVI-etc), >50K
46, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, Greece, >50K
30, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Own-child, Asian-Pac-Islander, Female,0,0,40, Ecuador, >50K
30, Private, Some-college, Divorced, Adm-clerical, Not-in-family, Black, Male,0,0,40, France, <=50K
46, Private, Bachelors, Divorced, Other-service, Own-child, White, Female,0,0,40, Vietnam, <=50K
28, Private, Assoc-acdm, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,54, El-Salvador, <=50K
24, Federal-gov, Bachelors, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, Philippines, >50K
47, Federal-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, Other, Female,6593,0,40, United-States, >50K
46, Private, HS-grad, Never-married, Sales, Not-in-family, Amer-Indian-Eskimo, Female,0,0,50, Iran, <=50K
70, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Female,5743,0,40, Dominican-Republic, >50K
20, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Male,0,0,12, Trinadad&Tobago, <=50K
26, Private, HS-grad, Divorced, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,45, Scotland, <=50K
37, Local-gov, HS-grad, Divorced, Machine-op-inspct, Not-in-family, Black, Female,0,0,40, Philippines, <=50K
21, Private, HS-grad, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Laos, <=50K
22, Private, Some-college, Never-married, Adm-clerical, Other-relative, Other, Male,0,0,40, Portugal, <=50K
26, Private, Some-college, Never-married, Prof-specialty, Own-child, Black, Female,0,0,29, Greece, <=50K
31, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,40, England, <=50K
64, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,50, Germany, >50K
44, Private, HS-grad, Divorced, Tech-support, Unmarried, White, Male,0,0,50, Canada, <=50K
36, Private, Masters, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,50, United-States, <=50K
32, Private, Assoc-voc, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, Cambodia, <=50K
36, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,50, United-States, <=50K
35, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,40, Germany, >50K
50, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,78, Mexico, <=50K
23, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, Cuba, <=50K
53, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,45, Outlying-US(Guam-USVI-etc), <=50K
38, Local-gov, Some-college, Never-married, Machine-op-inspct, Unmarried, Amer-Indian-Eskimo, Male,0,0,45, Puerto-Rico, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Female,0,0,5, Portugal, <=50K
44, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Cambodia, >50K
49, Local-gov, Some-college, Divorced, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,50, Jamaica, <=50K
43, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, Trinadad&Tobago, <=50K
19, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, Other, Male,0,0,20, Trinadad&Tobago, <=50K
33, Self-emp-not-inc, Bachelors, Never-married, Handlers-cleaners, Not-in-family, Other, Male,0,0,54, Hungary, <=50K
65, Private, HS-grad, Widowed, Craft-repair, Unmarried, White, Male,0,0,20, Columbia, <=50K
42, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Wife, Other, Female,0,0,40, Scotland, >50K
23, Private, 7th-8th, Never-married, Other-service, Not-in-family, White, Male,0,0,60, Ecuador, <=50K
47, Private, 5th-6th, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,35, Holand-Netherlands, <=50K
29, Private, HS-grad, Divorced, Craft-repair, Husband, Black, Male,0,0,54, Philippines, <=50K
32, Private, Masters, Married-civ-spouse, Protective-serv, Husband, Black, Female,0,0,45, Germany, >50K
25, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Male,0,0,40, Hong, <=50K
49, Private, Masters, Married-civ-spouse, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
31, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,7298,0,40, Outlying-US(Guam-USVI-etc), >50K
44, Local-gov, Some-college, Married-civ-spouse, Adm-clerical, Husband, Other, Female,0,0,45, Scotland, <=50K
46, Private, Some-college, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,60, Honduras, >50K
37, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,40, Thailand, <=50K
58, Self-emp-inc, Some-college, Married-civ-spouse, Priv-house-serv, Husband, Black, Female,0,0,60, Peru, >50K
18, Private, HS-grad, Never-married, Other-service, Own-child, Black, Female,0,0,15, Haiti, <=50K
64, Private, HS-grad, Widowed, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,11, United-States, <=50K
36, Private, Bachelors, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Cambodia, >50K
41, Private, Bachelors, Never-married, Farming-fishing, Not-in-family, Black, Female,0,0,40, South, <=50K
28, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Female,0,0,29, England, <=50K
59, Private, Bachelors, Married-civ-spouse, Prof-specialty, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Hong, <=50K
20, Private, Prof-school, Never-married, Handlers-cleaners, Own-child, Black, Female,0,0,46, France, <=50K
36, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Female,0,0,54, Scotland, <=50K
19, Private, HS-grad, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Male,0,0,29, England, <=50K
65, State-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,40, Trinadad&Tobago, >50K
34, Private, Some-college, Married-civ-spouse, Exec-managerial, Wife, White, Male,0,0,50, Yugoslavia, <=50K
47, Federal-gov, HS-grad, Never-married, Tech-support, Not-in-family, Other, Male,0,0,40, Vietnam, <=50K
62, State-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,4, Nicaragua, <=50K
37, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,35, Canada, <=50K
25, Private, Prof-school, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Male,0,0,35, Honduras, <=50K
27, Private, Masters, Never-married, Exec-managerial, Unmarried, Amer-Indian-Eskimo, Female,11968,0,45, Canada, >50K
43, Private, Masters, Widowed, Machine-op-inspct, Wife, Other, Male,0,0,40, Haiti, <=50K
47, Self-emp-not-inc, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,36, Canada, <=50K
39, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,60, Holand-Netherlands, <=50K
51, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, India, >50K
51, Private, 7th-8th, Divorced, Craft-repair, Not-in-family, White, Female,0,0,40, Peru, <=50K
31, Private, Bachelors, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, Scotland, <=50K
39, Private, Bachelors, Separated, Exec-managerial, Husband, Other, Male,0,0,60, Italy, <=50K
56, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Other, Male,7687,0,50, Guatemala, >50K
55, Private, HS-grad, Widowed, Farming-fishing, Unmarried, Asian-Pac-Islander, Female,0,0,24, Italy, <=50K
27, Private, 11th, Married-civ-spouse, Prof-specialty, Husband, Black, Female,3957,0,40, Columbia, <=50K
35, Private, 11th, Married-civ-spouse, Adm-clerical, Husband, Other, Male,0,0,35, Poland, <=50K
36, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, France, <=50K
55, Private, Some-college, Married-civ-spouse, Prof-specialty, Wife, Amer-Indian-Eskimo, Male,0,0,40, United-States, >50K
55, Private, Bachelors, Married-civ-spouse, Farming-fishing, Wife, White, Male,0,0,60, El-Salvador, >50K
28, Private, Bachelors, Never-married, Other-service, Own-child, Black, Male,0,0,20, Peru, <=50K
47, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,80, United-States, >50K
30, Private, Some-college, Separated, Prof-specialty, Own-child, Asian-Pac-Islander, Male,0,0,24, Thailand, >50K
22, Private, Assoc-acdm, Never-married, Prof-specialty, Own-child, White, Male,0,0,20, Germany, <=50K
53, Self-emp-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,1977,51, Scotland, >50K
36, State-gov, Some-college, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Female,6476,0,29, Puerto-Rico, <=50K
40, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1887,40, United-States, <=50K
22, Private, HS-grad, Never-married, Other-service, Not-in-family, Black, Female,0,0,15, Portugal, <=50K
48, Federal-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,1902,60, Ireland, >50K
59, Private, Some-college, Divorced, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Male,0,0,50, United-States, <=50K
40, Private, Masters, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,45, Cuba, >50K
30, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, Ireland, <=50K
45, Self-emp-not-inc, HS-grad, Divorced, Craft-repair, Unmarried, Other, Female,0,0,60, Trinadad&Tobago, <=50K
33, Private, Some-college, Divorced, Other-service, Not-in-family, White, Female,0,0,40, Taiwan, <=50K
25, Private, Some-college, Widowed, Tech-support, Own-child, Black, Male,0,0,35, France, <=50K
33, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,45, Germany, >50K
31, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
62, Self-emp-not-inc, 7th-8th, Never-married, Other-service, Not-in-family, White, Female,0,0,15, El-Salvador, <=50K
41, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
59, Private, 10th, Married-civ-spouse, Exec-managerial, Husband, Black, Female,0,1887,40, Puerto-Rico, >50K
38, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, Other, Female,0,0,29, Holand-Netherlands, <=50K
31, Self-emp-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, Other, Female,0,0,40, South, <=50K
47, Self-emp-inc, Some-college, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Female,0,0,50, Iran, >50K
39, Private, HS-grad, Divorced, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,45, Cuba, <=50K
28, Private, Bachelors, Never-married, Tech-support, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Poland, <=50K
30, Private, Some-college, Divorced, Exec-managerial, Not-in-family, Black, Female,0,0,40, Iran, <=50K
42, Private, Assoc-acdm, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male,0,0,60, Hungary, <=50K
30, State-gov, Assoc-voc, Never-married, Prof-specialty, Wife, White, Male,0,0,35, El-Salvador, >50K
49, Self-emp-not-inc, Some-college, Divorced, Other-service, Own-child, White, Male,0,0,40, South, <=50K
21, Private, Bachelors, Never-married, Other-service, Own-child, White, Male,0,0,20, Ireland, <=50K
40, Private, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, Asian-Pac-Islander, Female,0,0,40, Mexico, <=50K
38, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, Other, Male,0,0,40, United-States, <=50K
55, Private, HS-grad, Widowed, Other-service, Not-in-family, Other, Male,0,0,35, Hong, <=50K
22, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Other, Male,0,0,40, India, <=50K
43, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Female,0,0,54, Hong, <=50K
26, State-gov, Bachelors, Widowed, Prof-specialty, Own-child, Black, Female,0,0,40, Iran, <=50K
46, Federal-gov, HS-grad, Married-civ-spouse, Prof-specialty, Wife, Asian-Pac-Islander, Female,0,0,40, Honduras, >50K
38, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Greece, <=50K
33, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
30, Self-emp-not-inc, Bachelors, Married-civ-spouse, Other-service, Husband, Amer-Indian-Eskimo, Female,0,0,70, United-States, <=50K
18, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,15, Mexico, <=50K
39, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,24, Greece, <=50K
36, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,65, Honduras, <=50K
54, Private, Some-college, Divorced, Other-service, Not-in-family, White, Male,0,0,10, Cambodia, <=50K
28, Self-emp-not-inc, Some-college, Never-married, Sales, Not-in-family, White, Female,0,0,84, Outlying-US(Guam-USVI-etc), >50K
47, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, China, <=50K
31, Private, Assoc-acdm, Married-civ-spouse, Adm-clerical, Wife, Amer-Indian-Eskimo, Female,0,0,40, Trinadad&Tobago, <=50K
26, Private, Some-college, Never-married, Prof-specialty, Other-relative, White, Female,0,0,15, United-States, <=50K
40, Self-emp-not-inc, Bachelors, Never-married, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Nicaragua, >50K
42, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Asian-Pac-Islander, Male,7687,0,70, Trinadad&Tobago, >50K
57, Private, 10th, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,0,20, Dominican-Republic, >50K
26, Private, Bachelors, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, United-States, <=50K
36, Self-emp-not-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,4237,0,60, Honduras, >50K
30, Federal-gov, Bachelors, Never-married, Tech-support, Not-in-family, Black, Male,0,0,40, Columbia, <=50K
37, Private, Prof-school, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Female,0,0,60, Guatemala, <=50K
33, Private, HS-grad, Married-civ-spouse, Exec-managerial, Own-child, Other, Male,0,0,40, Scotland, <=50K
20, State-gov, Bachelors, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,20, Yugoslavia, >50K
22, Private, Bachelors, Never-married, Other-service, Not-in-family, Black, Female,0,0,35, Cambodia, <=50K
40, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Other, Female,0,0,50, El-Salvador, >50K
22, Private, Some-college, Never-married, Farming-fishing, Own-child, Black, Male,0,0,40, Guatemala, >50K
44, Federal-gov, 10th, Married-civ-spouse, Craft-repair, Wife, White, Female,0,0,40, Canada, <=50K
29, State-gov, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Amer-Indian-Eskimo, Male,0,0,50, Ireland, <=50K
29, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,0,0,40, Mexico, >50K
22, Private, Some-college, Never-married, Machine-op-inspct, Own-child, Asian-Pac-Islander, Male,0,0,40, Philippines, <=50K
73, Private, 10th, Married-civ-spouse, Transport-moving, Husband, White, Female,0,0,40, Taiwan, <=50K
60, Private, Bachelors, Married-civ-spouse, Tech-support, Unmarried, Other, Female,0,0,40, Yugoslavia, <=50K
20, Private, Assoc-acdm, Never-married, Sales, Not-in-family, White, Female,0,0,35, Poland, <=50K
22, Private, HS-grad, Never-married, Other-service, Not-in-family, Other, Male,0,0,29, El-Salvador, <=50K
32, Local-gov, 10th, Never-married, Handlers-cleaners, Not-in-family, Other, Male,0,0,40, Vietnam, <=50K
23, Private, HS-grad, Divorced, Exec-managerial, Unmarried, White, Female,0,0,47, Ireland, <=50K
27, State-gov, 12th, Divorced, Other-service, Not-in-family, Black, Male,0,0,29, China, <=50K
36, State-gov, 11th, Widowed, Adm-clerical, Not-in-family, Other, Female,0,0,29, China, <=50K
46, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Female,7298,0,40, Columbia, >50K
24, Private, Some-college, Never-married, Other-service, Not-in-family, Black, Female,0,0,36, United-States, <=50K
24, Private, HS-grad, Never-married, Craft-repair, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, India, <=50K
50, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, Black, Female,0,0,40, Outlying-US(Guam-USVI-etc), >50K
68, Private, Assoc-voc, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,21529,0,40, Guatemala, >50K
46, State-gov, Masters, Never-married, Other-service, Not-in-family, White, Male,0,0,20, Japan, <=50K
31, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,45, Trinadad&Tobago, >50K
55, Private, Some-college, Widowed, Adm-clerical, Unmarried, Asian-Pac-Islander, Male,4645,0,20, India, <=50K
58, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,1705,40, Trinadad&Tobago, <=50K
36, Self-emp-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, Black, Female,0,0,80, Dominican-Republic, <=50K
33, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Other-service, Own-child, Amer-Indian-Eskimo, Male,0,0,20, Mexico, <=50K
25, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,40, Italy, <=50K
53, State-gov, Assoc-voc, Divorced, Sales, Own-child, Asian-Pac-Islander, Male,0,0,40, Ecuador, <=50K
24, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Black, Male,0,0,64, Thailand, <=50K
22, Private, Some-college, Never-married, Exec-managerial, Husband, Other, Male,0,0,40, Jamaica, <=50K
37, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Hong, <=50K
19, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,20, El-Salvador, <=50K
38, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, Honduras, >50K
30, Private, Some-college, Never-married, Other-service, Not-in-family, Black, Female,0,0,45, Mexico, <=50K
46, Private, Masters, Divorced, Handlers-cleaners, Not-in-family, White, Female,0,0,40, Cuba, <=50K
59, Private, Some-college, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,40, Japan, <=50K
35, Self-emp-not-inc, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Amer-Indian-Eskimo, Male,0,0,40, South, <=50K
31, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
23, Private, HS-grad, Never-married, Tech-support, Own-child, Other, Female,0,0,40, United-States, <=50K
21, Private, Bachelors, Never-married, Other-service, Not-in-family, Black, Female,0,0,40, Mexico, <=50K
23, Private, HS-grad, Never-married, Exec-managerial, Other-relative, White, Female,0,0,40, Italy, <=50K
32, Private, HS-grad, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Thailand, <=50K
37, Private, Bachelors, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Female,15024,0,50, Columbia, >50K
46, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,40, Haiti, <=50K
21, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Germany, <=50K
90, State-gov, HS-grad, Divorced, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,7298,0,40, Puerto-Rico, <=50K
34, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,54, Guatemala, >50K
23, Private, Some-college, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,29, United-States, >50K
30, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, England, <=50K
26, Private, Assoc-acdm, Never-married, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,0,0,50, Poland, <=50K
63, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, Cuba, <=50K
37, Private, HS-grad, Divorced, Adm-clerical, Husband, Black, Male,15023,0,40, Holand-Netherlands, <=50K
20, Private, 9th, Never-married, Handlers-cleaners, Own-child, Other, Female,0,0,8, United-States, <=50K
31, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, Other, Female,0,0,40, Cambodia, <=50K
19, State-gov, HS-grad, Never-married, Craft-repair, Own-child, White, Female,0,0,25, Cuba, <=50K
31, Private, HS-grad, Divorced, Craft-repair, Unmarried, Black, Male,0,0,20, Yugoslavia, <=50K
37, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,40, India, <=50K
37, Private, Assoc-acdm, Divorced, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Female,0,0,40, South, <=50K
27, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Amer-Indian-Eskimo, Male,0,0,40, Puerto-Rico, <=50K
47, Private, 10th, Divorced, Sales, Not-in-family, White, Male,4089,0,60, Poland, <=50K
21, Private, HS-grad, Never-married, Craft-repair, Wife, Other, Male,0,1669,40, South, <=50K
26, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,40, Japan, <=50K
46, Self-emp-inc, Some-college, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,40, Scotland, >50K
63, Self-emp-inc, Assoc-voc, Married-civ-spouse, Sales, Husband, Black, Male,0,0,50, Outlying-US(Guam-USVI-etc), >50K
37, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Female,7298,0,40, India, >50K
20, Private, Bachelors, Never-married, Exec-managerial, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Cuba, <=50K
33, Private, HS-grad, Married-civ-spouse, Sales, Other-relative, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
34, Private, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, Amer-Indian-Eskimo, Male,0,0,50, Hungary, >50K
38, Self-emp-not-inc, Assoc-voc, Never-married, Exec-managerial, Not-in-family, Other, Male,0,0,84, Dominican-Republic, <=50K
25, Private, Some-college, Never-married, Tech-support, Own-child, White, Male,0,0,40, United-States, <=50K
48, Local-gov, HS-grad, Divorced, Exec-managerial, Not-in-family, Black, Male,0,0,40, England, <=50K
42, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,0,40, France, <=50K
51, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, Honduras, >50K
51, State-gov, Some-college, Widowed, Other-service, Wife, White, Male,0,1559,40, Jamaica, <=50K
51, Private, HS-grad, Married-civ-spouse, Sales, Husband, Black, Male,0,0,40, Poland, <=50K
38, Private, Bachelors, Never-married, Prof-specialty, Own-child, White, Female,15024,0,34, El-Salvador, >50K
48, Private, Prof-school, Married-civ-spouse, Exec-managerial, Wife, White, Male,0,0,45, Columbia, >50K
49, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Japan, >50K
40, Local-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, Poland, <=50K
30, Private, Prof-school, Married-civ-spouse, Sales, Husband, White, Female,0,0,45, Honduras, <=50K
55, Federal-gov, Some-college, Married-civ-spouse, Tech-support, Husband, Other, Female,0,0,40, Japan, >50K
40, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, Canada, <=50K
60, Private, HS-grad, Married-civ-spouse, Sales, Wife, White, Female,3103,0,29, Philippines, >50K
38, State-gov, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,40, Vietnam, >50K
56, Private, HS-grad, Divorced, Machine-op-inspct, Unmarried, White, Female,0,0,29, Philippines, <=50K
43, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Asian-Pac-Islander, Female,0,0,40, Scotland, <=50K
29, Federal-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Other, Female,0,0,40, Honduras, <=50K
24, Private, Some-college, Never-married, Adm-clerical, Own-child, Black, Female,5704,0,29, Laos, <=50K
23, Private, 10th, Never-married, Protective-serv, Not-in-family, Black, Male,0,0,34, United-States, <=50K
60, Private, HS-grad, Widowed, Priv-house-serv, Not-in-family, White, Male,0,0,29, Philippines, <=50K
30, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Male,0,0,45, Portugal, <=50K
36, Private, Assoc-voc, Married-civ-spouse, Handlers-cleaners, Husband, Other, Female,0,0,45, Taiwan, >50K
45, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Female,4710,0,54, United-States, <=50K
23, Private, Some-college, Married-civ-spouse, Adm-clerical, Own-child, Asian-Pac-Islander, Male,0,0,40, Puerto-Rico, <=50K
56, Private, Assoc-voc, Married-civ-spouse, Adm-clerical, Husband, Other, Male,0,0,50, Japan, >50K
32, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,50, South, <=50K
34, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,60, Scotland, <=50K
29, Private, Bachelors, Never-married, Sales, Not-in-family, Other, Male,0,0,40, Portugal, <=50K
31, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Other, Male,0,0,40, Yugoslavia, <=50K
51, Private, Masters, Divorced, Exec-managerial, Wife, White, Female,0,0,40, Portugal, <=50K
17, Private, 12th, Never-married, Other-service, Own-child, Black, Male,0,1595,15, Philippines, <=50K
60, Private, 11th, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,45, Cuba, >50K
31, Private, HS-grad, Separated, Tech-support, Unmarried, Amer-Indian-Eskimo, Male,3289,0,40, Italy, <=50K
45, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Female,0,0,40, Thailand, <=50K
39, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,0,40, Taiwan, <=50K
29, State-gov, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,40, Thailand, <=50K
34, Federal-gov, HS-grad, Divorced, Transport-moving, Unmarried, Asian-Pac-Islander, Male,0,0,40, Guatemala, <=50K
28, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,80, Jamaica, <=50K
51, Private, Some-college, Married-civ-spouse, Prof-specialty, Wife, Other, Female,0,0,40, Scotland, <=50K
47, Local-gov, Masters, Married-civ-spouse, Exec-managerial, Husband, Black, Female,7298,0,40, Germany, >50K
90, Self-emp-not-inc, 1st-4th, Widowed, Tech-support, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Philippines, <=50K
64, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, Other, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
