21, Private, HS-grad, Married-civ-spouse, Adm-clerical, Unmarried, Asian-Pac-Islander, Male,0,0,50, United-States, <=50K
26, Private, HS-grad, Never-married, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
40, Local-gov, 11th, Never-married, Prof-specialty, Husband, White, Male,0,0,53, South, <=50K
18, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,15, United-States, <=50K
35, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
36, Private, Bachelors, Divorced, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
45, Private, 10th, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
44, Self-emp-not-inc, Some-college, Divorced, Prof-specialty, Husband, White, Female,0,0,60, United-States, >50K
41, Private, Assoc-voc, Divorced, Prof-specialty, Husband, White, Female,0,0,40, United-States, <=50K
23, Private, HS-grad, Never-married, Machine-op-inspct, Unmarried, White, Male,0,0,40, United-States, <=50K
23, Private, Some-college, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
44, Private, 5th-6th, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,40, Vietnam, <=50K
49, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,99999,0,40, United-States, >50K
37, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,38, United-States, <=50K
37, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, <=50K
29, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Own-child, Black, Male,0,0,45, United-States, <=50K
57, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
45, Self-emp-not-inc, Doctorate, Married-civ-spouse, Adm-clerical, Wife, White, Male,0,0,40, United-States, <=50K
45, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, Black, Female,0,0,40, United-States, <=50K
34, Self-emp-not-inc, 7th-8th, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
65, Self-emp-not-inc, Bachelors, Divorced, Other-service, Not-in-family, Black, Male,0,0,20, United-States, <=50K
31, Private, Bachelors, Married-civ-spouse, Sales, Unmarried, White, Male,0,0,40, United-States, >50K
38, Private, 11th, Never-married, Prof-specialty, Husband, White, Female,0,0,40, United-States, <=50K
20, Private, Some-college, Never-married, Sales, Husband, White, Male,0,0,50, United-States, <=50K
25, Private, Bachelors, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
40, Private, HS-grad, Married-civ-spouse, Exec-managerial, Unmarried, White, Male,0,0,40, United-States, <=50K
67, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,38, United-States, <=50K
22, Local-gov, 5th-6th, Divorced, Sales, Not-in-family, White, Female,0,0,40, Mexico, <=50K
34, Private, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,1910,40, United-States, >50K
35, Private, Masters, Never-married, Prof-specialty, Husband, Black, Male,0,0,35, United-States, <=50K
33, Local-gov, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
37, Local-gov, HS-grad, Never-married, Handlers-cleaners, Unmarried, White, Female,0,0,20, United-States, <=50K
64, Self-emp-inc, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,8614,0,60, United-States, >50K
27, Private, HS-grad, Separated, Prof-specialty, Other-relative, White, Female,0,0,40, United-States, <=50K
50, Private, Assoc-acdm, Divorced, Exec-managerial, Wife, Black, Male,0,0,8, United-States, <=50K
48, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,45, United-States, >50K
55, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,40, United-States, <=50K
24, Private, HS-grad, Married-civ-spouse, Farming-fishing, Not-in-family, White, Male,0,0,54, United-States, <=50K
49, Private, HS-grad, Divorced, Handlers-cleaners, Not-in-family, White, Female,0,0,40, United-States, >50K
35, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,50, United-States, <=50K
20, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
27, Private, Some-college, Never-married, Adm-clerical, Husband, White, Female,0,0,40, United-States, <=50K
31, Private, 10th, Never-married, Exec-managerial, Wife, White, Female,0,0,40, United-States, <=50K
59, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,50, United-States, >50K
25, Private, Some-college, Never-married, Prof-specialty, Husband, White, Female,0,0,40, United-States, <=50K
52, Private, Assoc-acdm, Divorced, Exec-managerial, Husband, Black, Female,0,0,40, United-States, >50K
31, Private, Assoc-voc, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
60, Private, HS-grad, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,10, United-States, <=50K
63, Private, HS-grad, Widowed, Machine-op-inspct, Not-in-family, White, Male,0,0,25, England, >50K
27, Private, Assoc-voc, Never-married, Craft-repair, Own-child, White, Male,0,0,50, United-States, >50K
41, Self-emp-inc, Some-college, Divorced, Adm-clerical, Husband, White, Female,3428,0,35, United-States, <=50K
50, Self-emp-not-inc, Doctorate, Married-civ-spouse, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
29, Private, 7th-8th, Married-civ-spouse, Prof-specialty, Husband, Black, Female,0,0,35, United-States, <=50K
40, Local-gov, Assoc-acdm, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
23, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
57, Private, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, >50K
31, Private, 12th, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, United-States, <=50K
47, Private, 1st-4th, Married-civ-spouse, Transport-moving, Unmarried, White, Female,0,0,35, South, <=50K
52, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Female,0,0,80, United-States, >50K
24, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,1401,13, United-States, <=50K
35, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
39, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States, >50K
47, Private, 10th, Married-civ-spouse, Adm-clerical, Unmarried, Black, Male,0,0,38, United-States, <=50K
30, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,3103,0,40, Yugoslavia, >50K
42, Self-emp-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1977,60, United-States, >50K
44, Federal-gov, Some-college, Divorced, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
40, Private, Some-college, Divorced, Machine-op-inspct, Husband, White, Male,0,0,48, United-States, >50K
23, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
36, Self-emp-inc, Bachelors, Married-civ-spouse, Tech-support, Not-in-family, White, Male,0,0,45, United-States, <=50K
39, Private, Bachelors, Divorced, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,40, Mexico, <=50K
38, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
25, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Transport-moving, Other-relative, White, Female,0,0,60, United-States, >50K
21, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K
23, State-gov, Some-college, Never-married, Craft-repair, Not-in-family, Black, Female,0,0,30, Taiwan, >50K
22, Private, HS-grad, Never-married, Machine-op-inspct, Wife, White, Male,0,0,40, United-States, <=50K
19, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,15, United-States, <=50K
41, Self-emp-inc, Some-college, Never-married, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
28, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K
38, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,54, United-States, >50K
30, Private, Bachelors, Married-civ-spouse, Tech-support, Not-in-family, White, Female,0,0,40, United-States, <=50K
25, Private, HS-grad, Never-married, Tech-support, Own-child, White, Female,0,0,40, United-States, <=50K
30, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States, >50K
20, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, Amer-Indian-Eskimo, Male,0,0,30, United-States, >50K
34, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,50, United-States, <=50K
60, Private, 7th-8th, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, China, >50K
36, Private, HS-grad, Divorced, Sales, Husband, White, Male,0,0,40, United-States, <=50K
25, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
37, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Unmarried, White, Male,0,0,40, United-States, <=50K
29, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Own-child, White, Male,0,0,40, United-States, <=50K
26, Private, 10th, Never-married, Other-service, Own-child, White, Female,0,0,2, United-States, <=50K
21, Federal-gov, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
50, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,99, United-States, <=50K
62, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Female,0,0,87, United-States, <=50K
46, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Other, Female,0,1977,40, United-States, >50K
46, Self-emp-not-inc, Doctorate, Never-married, Craft-repair, Husband, White, Male,0,0,60, England, >50K
21, State-gov, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,20, United-States, >50K
31, State-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,1897,40, United-States, <=50K
27, Private, Some-college, Never-married, Other-service, Not-in-family, White, Male,0,0,50, United-States, >50K
57, Private, HS-grad, Divorced, Adm-clerical, Other-relative, White, Male,0,0,40, Jamaica, <=50K
22, Private, Some-college, Never-married, Exec-managerial, Own-child, White, Male,0,0,35, United-States, <=50K
29, Private, HS-grad, Never-married, Sales, Unmarried, White, Male,0,0,35, United-States, <=50K
37, Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Unmarried, White, Female,0,0,40, United-States, <=50K
62, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
44, Private, Masters, Married-civ-spouse, Sales, Wife, White, Male,0,0,40, United-States, <=50K
43, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, >50K
29, Private, Prof-school, Never-married, Craft-repair, Husband, White, Female,0,0,40, United-States, <=50K
49, Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Wife, White, Female,0,0,40, United-States, >50K
21, Private, Assoc-voc, Never-married, Craft-repair, Own-child, White, Female,0,0,38, United-States, <=50K
40, Private, Bachelors, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
21, Private, Bachelors, Never-married, Machine-op-inspct, Husband, White, Male,0,0,54, United-States, <=50K
43, Private, Assoc-voc, Never-married, Transport-moving, Unmarried, White, Male,0,0,50, Mexico, >50K
40, Private, Masters, Married-civ-spouse, Exec-managerial, Own-child, White, Male,0,0,48, United-States, <=50K
34, Private, 9th, Never-married, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
60, Private, HS-grad, Divorced, Prof-specialty, Unmarried, White, Female,0,0,24, United-States, <=50K
63, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,14665,0,40, United-States, <=50K
61, Private, Some-college, Widowed, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K
38, Private, Bachelors, Married-civ-spouse, Craft-repair, Other-relative, White, Male,0,0,45, United-States, <=50K
37, Private, HS-grad, Never-married, Sales, Not-in-family, White, Female,0,0,25, United-States, <=50K
33, Private, 11th, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States, >50K
35, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, United-States, <=50K
51, Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Unmarried, White, Male,0,0,35, United-States, <=50K
30, Private, Some-college, Married-civ-spouse, Adm-clerical, Wife, White, Male,0,0,40, United-States, <=50K
56, Private, Prof-school, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States, >50K
20, Private, 1st-4th, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,30, United-States, <=50K
44, Private, 10th, Never-married, Craft-repair, Not-in-family, White, Female,0,0,38, United-States, <=50K
34, Local-gov, Masters, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,50, United-States, <=50K
24, Private, Some-college, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, United-States, <=50K
31, Private, Preschool, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
42, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
35, Private, Some-college, Divorced, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
46, Local-gov, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,46, United-States, >50K
41, Private, HS-grad, Married-civ-spouse, Exec-managerial, Unmarried, White, Male,0,0,40, United-States, <=50K
41, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,35, United-States, <=50K
89, Self-emp-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,3103,0,50, United-States, <=50K
23, Private, Bachelors, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, China, >50K
25, Private, HS-grad, Never-married, Other-service, Unmarried, White, Male,0,0,40, United-States, >50K
43, Local-gov, HS-grad, Never-married, Craft-repair, Husband, White, Female,0,0,40, United-States, <=50K
22, Private, Bachelors, Never-married, Craft-repair, Husband, White, Female,0,0,44, United-States, <=50K
47, Self-emp-not-inc, HS-grad, Married-civ-spouse, Other-service, Not-in-family, Black, Male,0,0,40, United-States, <=50K
37, Federal-gov, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,50, United-States, <=50K
49, State-gov, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
30, Private, Preschool, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,45, United-States, <=50K
40, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,35, United-States, >50K
43, State-gov, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,40, United-States, <=50K
21, Private, HS-grad, Never-married, Other-service, Other-relative, White, Female,0,0,40, United-States, <=50K
35, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
48, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, United-States, <=50K
64, Private, Some-college, Divorced, Other-service, Wife, White, Male,0,0,35, United-States, <=50K
44, Local-gov, Bachelors, Divorced, Sales, Wife, White, Male,0,1977,40, United-States, <=50K
34, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,7532,0,60, United-States, >50K
37, Private, HS-grad, Never-married, Sales, Husband, Black, Male,0,0,40, United-States, <=50K
58, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, United-States, >50K
23, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,60, United-States, <=50K
38, Local-gov, Assoc-voc, Divorced, Prof-specialty, Husband, Black, Male,0,0,48, United-States, >50K
47, Self-emp-not-inc, Bachelors, Divorced, Exec-managerial, Husband, White, Male,15024,0,54, United-States, >50K
51, Private, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, White, Male,0,0,40, United-States, >50K
33, Private, Bachelors, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,30, United-States, <=50K
43, Self-emp-not-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, United-States, <=50K
25, Private, 10th, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,35, United-States, <=50K
48, Private, 12th, Married-civ-spouse, Tech-support, Wife, White, Male,0,0,60, United-States, <=50K
43, Private, HS-grad, Widowed, Other-service, Not-in-family, White, Male,0,0,37, United-States, >50K
20, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
49, State-gov, 7th-8th, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
61, Federal-gov, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,7298,0,40, United-States, <=50K
33, Private, HS-grad, Never-married, Prof-specialty, Wife, White, Male,0,0,40, United-States, <=50K
35, Private, Prof-school, Never-married, Craft-repair, Own-child, White, Male,0,0,54, United-States, <=50K
31, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
44, Private, Some-college, Separated, Sales, Not-in-family, White, Male,0,0,50, United-States, >50K
39, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
57, State-gov, 1st-4th, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, England, <=50K
37, State-gov, 5th-6th, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,30, United-States, <=50K
37, Private, Bachelors, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,32, United-States, >50K
17, State-gov, 10th, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,16, United-States, <=50K
23, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States, <=50K
60, Private, Bachelors, Widowed, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
52, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,54, United-States, >50K
65, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
42, Private, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,0,0,17, United-States, <=50K
22, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,65, United-States, <=50K
34, Private, HS-grad, Divorced, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
36, Private, Doctorate, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
38, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1977,54, United-States, >50K
37, Self-emp-not-inc, HS-grad, Never-married, Transport-moving, Wife, White, Male,0,0,50, United-States, >50K
20, Private, Bachelors, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, United-States, <=50K
25, Private, Some-college, Never-married, Handlers-cleaners, Husband, White, Female,0,0,40, United-States, <=50K
39, Private, Bachelors, Never-married, Exec-managerial, Unmarried, White, Female,0,0,36, United-States, <=50K
29, Private, HS-grad, Married-civ-spouse, Other-service, Own-child, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
31, Private, Some-college, Divorced, Exec-managerial, Husband, White, Female,0,0,43, United-States, <=50K
59, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,43, United-States, <=50K
24, Private, Bachelors, Married-civ-spouse, Farming-fishing, Own-child, White, Male,0,1848,40, United-States, <=50K
36, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, >50K
35, Federal-gov, Assoc-acdm, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, >50K
46, Self-emp-inc, Some-college, Married-civ-spouse, Sales, Husband, White, Female,0,0,44, United-States, >50K
50, Self-emp-inc, Masters, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,7298,0,99, United-States, <=50K
42, Private, Some-college, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,60, United-States, <=50K
22, Private, Bachelors, Never-married, Sales, Own-child, White, Female,0,0,20, United-States, >50K
17, Self-emp-not-inc, 10th, Never-married, Handlers-cleaners, Own-child, Amer-Indian-Eskimo, Male,0,0,30, United-States, <=50K
23, Private, HS-grad, Never-married, Farming-fishing, Not-in-family, White, Female,0,0,50, United-States, <=50K
19, Private, Some-college, Never-married, Adm-clerical, Husband, White, Female,0,0,30, United-States, <=50K
60, State-gov, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
24, Private, Masters, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
62, Self-emp-inc, Masters, Widowed, Prof-specialty, Unmarried, White, Female,20808,0,20, United-States, <=50K
38, Local-gov, Assoc-acdm, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
44, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, El-Salvador, <=50K
34, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, >50K
45, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,4069,0,40, United-States, >50K
24, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,4904,0,40, United-States, >50K
46, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
36, Private, 7th-8th, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, <=50K
27, Private, Bachelors, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
61, Federal-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,1902,30, Cuba, >50K
45, Private, 7th-8th, Married-civ-spouse, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,0,0,50, United-States, <=50K
32, Private, Some-college, Married-civ-spouse, Prof-specialty, Unmarried, Asian-Pac-Islander, Male,0,1902,45, Columbia, <=50K
20, Self-emp-not-inc, HS-grad, Married-civ-spouse, Handlers-cleaners, Unmarried, White, Male,0,0,40, United-States, <=50K
43, Private, 11th, Married-civ-spouse, Protective-serv, Husband, Black, Male,0,0,43, United-States, <=50K
36, Private, 5th-6th, Married-civ-spouse, Other-service, Husband, White, Female,0,0,40, United-States, <=50K
44, Private, HS-grad, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
46, Private, Assoc-voc, Divorced, Tech-support, Own-child, Black, Female,0,0,25, United-States, <=50K
23, Private, Assoc-voc, Never-married, Handlers-cleaners, Own-child, Black, Male,0,0,38, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,1902,30, Guatemala, <=50K
38, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,45, Canada, <=50K
20, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,35, United-States, <=50K
40, Private, Bachelors, Married-civ-spouse, Other-service, Not-in-family, White, Female,0,0,40, Germany, <=50K
24, Private, Bachelors, Never-married, Sales, Unmarried, Black, Male,0,0,20, United-States, <=50K
20, Private, Bachelors, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,6, United-States, <=50K
23, Private, 12th, Never-married, Transport-moving, Unmarried, White, Male,0,0,40, United-States, <=50K
55, Private, Bachelors, Divorced, Handlers-cleaners, Husband, White, Male,0,1977,40, United-States, >50K
34, Without-pay, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,50, United-States, <=50K
50, Private, Assoc-acdm, Married-civ-spouse, Sales, Husband, White, Female,0,1977,20, United-States, <=50K
45, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,0,50, United-States, <=50K
35, Private, Some-college, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
25, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,30, United-States, <=50K
33, Local-gov, HS-grad, Never-married, Craft-repair, Not-in-family, White, Female,0,0,33, United-States, <=50K
45, Private, 10th, Married-civ-spouse, Farming-fishing, Not-in-family, White, Male,0,0,60, United-States, >50K
47, Private, Some-college, Married-civ-spouse, Priv-house-serv, Not-in-family, Black, Male,0,0,40, United-States, <=50K
52, Private, 5th-6th, Married-civ-spouse, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Female,0,0,20, Iran, <=50K
45, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,50, United-States, <=50K
29, Private, 11th, Married-civ-spouse, Farming-fishing, Not-in-family, White, Male,5178,0,40, United-States, <=50K
49, Private, Preschool, Married-spouse-absent, Prof-specialty, Wife, White, Male,0,0,40, United-States, <=50K
38, Federal-gov, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, <=50K
23, Private, HS-grad, Never-married, Farming-fishing, Husband, White, Male,0,0,50, United-States, <=50K
48, Private, Bachelors, Married-civ-spouse, Exec-managerial, Unmarried, White, Male,0,0,65, Philippines, <=50K
40, Federal-gov, HS-grad, Never-married, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
39, Local-gov, Bachelors, Never-married, Craft-repair, Unmarried, White, Female,0,0,24, United-States, <=50K
34, Private, 5th-6th, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, India, <=50K
31, Private, HS-grad, Never-married, Sales, Not-in-family, Black, Male,0,0,40, Puerto-Rico, <=50K
37, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Unmarried, White, Male,0,0,40, United-States, >50K
67, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Female,0,0,30, United-States, <=50K
61, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Protective-serv, Husband, Black, Female,0,0,30, United-States, >50K
40, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,35, United-States, <=50K
58, Private, HS-grad, Widowed, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, >50K
23, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,30, United-States, <=50K
29, Private, Some-college, Separated, Craft-repair, Husband, White, Male,0,0,35, United-States, <=50K
42, Private, Doctorate, Married-civ-spouse, Craft-repair, Unmarried, White, Female,0,0,48, United-States, <=50K
37, Self-emp-not-inc, HS-grad, Divorced, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
61, Local-gov, Masters, Married-civ-spouse, Protective-serv, Husband, White, Male,0,1977,40, United-States, <=50K
60, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,70, United-States, >50K
41, Private, Assoc-acdm, Married-spouse-absent, Sales, Husband, White, Male,0,0,48, Mexico, >50K
52, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Female,0,0,55, United-States, >50K
24, Private, Some-college, Never-married, Other-service, Unmarried, White, Male,0,0,40, United-States, <=50K
30, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
18, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, Asian-Pac-Islander, Female,0,0,20, United-States, <=50K
26, Private, HS-grad, Separated, Exec-managerial, Husband, White, Male,0,0,54, United-States, <=50K
