42, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Unmarried, Amer-Indian-Eskimo, Male,0,1977,60, Dominican-Republic, >50K
41, Private, HS-grad, Divorced, Transport-moving, Not-in-family, White, Male,0,0,50, United-States, <=50K
28, Private, Masters, Never-married, Prof-specialty, Husband, White, Male,8614,0,40, Poland, <=50K
18, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,40, Haiti, <=50K
46, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Female,0,0,50, Laos, >50K
20, Self-emp-not-inc, HS-grad, Never-married, Handlers-cleaners, Own-child, Asian-Pac-Islander, Male,0,0,40, Iran, <=50K
40, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,60, Dominican-Republic, >50K
45, Local-gov, HS-grad, Divorced, Tech-support, Not-in-family, White, Male,0,0,32, Outlying-US(Guam-USVI-etc), <=50K
34, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,32, Mexico, <=50K
40, Local-gov, Some-college, Married-civ-spouse, Sales, Unmarried, White, Female,0,0,40, Canada, >50K
35, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Cambodia, <=50K
41, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male,5178,0,40, Puerto-Rico, >50K
20, Local-gov, HS-grad, Never-married, Machine-op-inspct, Not-in-family, Other, Male,0,0,40, Hong, <=50K
24, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, Yugoslavia, <=50K
28, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Male,0,0,40, Yugoslavia, <=50K
50, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, Other, Female,0,0,45, Laos, >50K
55, Private, HS-grad, Separated, Other-service, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Japan, <=50K
25, Private, HS-grad, Never-married, Transport-moving, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Thailand, <=50K
59, State-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,50, United-States, <=50K
29, Private, Some-college, Separated, Craft-repair, Own-child, Black, Female,0,0,40, Columbia, <=50K
38, Private, Some-college, Married-civ-spouse, Sales, Husband, Other, Female,4362,0,40, Germany, <=50K
43, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Mexico, >50K
39, Local-gov, Bachelors, Never-married, Farming-fishing, Not-in-family, Amer-Indian-Eskimo, Female,0,0,50, Haiti, <=50K
43, Private, Assoc-acdm, Never-married, Sales, Not-in-family, Black, Male,0,0,45, Hungary, <=50K
23, State-gov, HS-grad, Separated, Handlers-cleaners, Other-relative, White, Female,0,0,40, Poland, <=50K
40, Local-gov, Bachelors, Married-civ-spouse, Sales, Husband, White, Female,0,0,40, Cambodia, >50K
45, State-gov, Bachelors, Never-married, Prof-specialty, Unmarried, White, Male,0,0,50, Honduras, <=50K
44, Local-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, Columbia, >50K
27, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Black, Male,0,0,40, Columbia, <=50K
46, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, Black, Female,0,0,40, Taiwan, <=50K
18, Private, 11th, Never-married, Other-service, Own-child, Asian-Pac-Islander, Male,0,0,10, Puerto-Rico, <=50K
65, Private, HS-grad, Widowed, Exec-managerial, Unmarried, Amer-Indian-Eskimo, Female,0,0,27, Mexico, <=50K
39, Local-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, England, <=50K
28, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Philippines, >50K
38, Private, HS-grad, Divorced, Machine-op-inspct, Unmarried, Other, Male,0,0,40, Ecuador, <=50K
47, Private, Assoc-acdm, Divorced, Craft-repair, Unmarried, Black, Male,0,0,45, Cambodia, <=50K
23, Private, Some-college, Married-civ-spouse, Protective-serv, Wife, Amer-Indian-Eskimo, Male,0,0,30, Ecuador, <=50K
44, Private, Masters, Married-civ-spouse, Machine-op-inspct, Wife, Amer-Indian-Eskimo, Female,0,0,40, China, >50K
45, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Amer-Indian-Eskimo, Female,0,0,60, Jamaica, <=50K
31, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Laos, <=50K
24, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,60, Italy, <=50K
32, Federal-gov, Bachelors, Married-civ-spouse, Sales, Husband, Other, Female,0,0,55, United-States, <=50K
22, Federal-gov, Some-college, Never-married, Other-service, Not-in-family, White, Male,0,0,40, Trinadad&Tobago, <=50K
74, Self-emp-not-inc, Masters, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,37, United-States, <=50K
23, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,35, United-States, <=50K
35, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Female,0,0,40, Hong, <=50K
55, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Philippines, >50K
19, Private, Some-college, Never-married, Sales, Own-child, Black, Male,0,0,30, Trinadad&Tobago, <=50K
50, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,50, Outlying-US(Guam-USVI-etc), >50K
23, Private, Some-college, Never-married, Sales, Own-child, Black, Female,0,0,20, England, <=50K
42, Private, Some-college, Divorced, Transport-moving, Unmarried, White, Female,0,0,40, England, <=50K
43, Self-emp-inc, 11th, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,60, Ireland, <=50K
53, Private, HS-grad, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Female,0,0,40, Japan, <=50K
29, Local-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Ireland, <=50K
23, Private, Some-college, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Cuba, <=50K
43, Federal-gov, Some-college, Separated, Prof-specialty, Husband, White, Male,0,0,36, Italy, <=50K
33, Self-emp-inc, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,54, Ecuador, <=50K
19, Private, HS-grad, Never-married, Protective-serv, Own-child, Black, Male,0,0,45, Outlying-US(Guam-USVI-etc), <=50K
59, Local-gov, Some-college, Widowed, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, South, <=50K
41, Local-gov, Some-college, Separated, Sales, Wife, Other, Male,0,0,40, Guatemala, >50K
44, Without-pay, Bachelors, Divorced, Sales, Not-in-family, Amer-Indian-Eskimo, Male,0,0,50, Thailand, <=50K
31, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,54, China, >50K
45, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Columbia, >50K
53, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Female,0,0,40, United-States, <=50K
40, State-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Female,0,0,30, Trinadad&Tobago, <=50K
30, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,50, Cuba, <=50K
27, Private, Some-college, Never-married, Sales, Unmarried, Black, Male,0,0,15, El-Salvador, <=50K
48, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,7687,0,70, Philippines, >50K
39, Self-emp-inc, 7th-8th, Married-civ-spouse, Prof-specialty, Wife, Other, Female,0,0,40, Puerto-Rico, <=50K
27, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Black, Female,0,0,40, Hungary, <=50K
34, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,50, United-States, <=50K
28, Private, Some-college, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,55, Thailand, >50K
42, State-gov, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, El-Salvador, <=50K
38, Local-gov, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male,15024,0,40, Canada, >50K
20, Private, Bachelors, Never-married, Adm-clerical, Own-child, White, Male,0,0,20, Japan, <=50K
35, State-gov, 10th, Divorced, Prof-specialty, Not-in-family, Other, Male,0,0,40, Ireland, <=50K
28, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, Jamaica, <=50K
31, Private, Bachelors, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
34, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, Black, Female,0,0,60, Nicaragua, <=50K
34, Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, Black, Male,0,0,40, Cambodia, >50K
45, Private, Bachelors, Married-civ-spouse, Exec-managerial, Unmarried, White, Male,0,0,40, China, >50K
36, Federal-gov, Assoc-voc, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Male,0,0,60, Germany, >50K
26, Self-emp-not-inc, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,40, Mexico, <=50K
48, Private, Assoc-voc, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,60, Philippines, >50K
40, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Germany, <=50K
27, Private, Some-college, Divorced, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,3036,0,40, Scotland, <=50K
37, Private, Some-college, Divorced, Transport-moving, Not-in-family, Amer-Indian-Eskimo, Male,0,0,60, England, <=50K
20, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, India, <=50K
25, Private, Some-college, Married-civ-spouse, Other-service, Husband, Other, Male,0,0,40, Honduras, >50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Female,0,0,40, Poland, <=50K
24, Private, Masters, Married-civ-spouse, Craft-repair, Own-child, Black, Male,0,0,45, Canada, <=50K
52, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Female,0,0,36, United-States, <=50K
33, Private, Some-college, Divorced, Other-service, Unmarried, Black, Male,0,0,35, Nicaragua, <=50K
22, Private, Bachelors, Never-married, Farming-fishing, Not-in-family, Other, Male,0,0,40, Scotland, <=50K
20, State-gov, HS-grad, Never-married, Sales, Husband, White, Female,0,0,32, United-States, <=50K
36, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,40, United-States, >50K
52, Self-emp-not-inc, Some-college, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,0,0,36, England, <=50K
43, Local-gov, Some-college, Married-civ-spouse, Prof-specialty, Wife, Asian-Pac-Islander, Female,0,0,40, Yugoslavia, >50K
27, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,60, Portugal, >50K
43, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, Vietnam, <=50K
37, Local-gov, Bachelors, Never-married, Exec-managerial, Not-in-family, Other, Female,0,2422,48, United-States, >50K
56, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,60, Thailand, >50K
37, Private, Some-college, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Female,0,0,40, South, <=50K
35, Private, HS-grad, Married-civ-spouse, Protective-serv, Own-child, Amer-Indian-Eskimo, Male,0,1578,40, Portugal, <=50K
20, Private, Some-college, Never-married, Sales, Own-child, Asian-Pac-Islander, Male,0,0,20, Hungary, <=50K
41, Private, HS-grad, Divorced, Other-service, Unmarried, Black, Female,0,0,40, Honduras, <=50K
37, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,55, India, <=50K
24, Private, HS-grad, Widowed, Adm-clerical, Own-child, White, Male,0,0,35, Iran, <=50K
39, Private, Some-college, Divorced, Adm-clerical, Own-child, White, Female,0,0,40, Taiwan, <=50K
45, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,47, Taiwan, >50K
39, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,40, China, <=50K
19, Private, HS-grad, Never-married, Adm-clerical, Own-child, Black, Female,0,0,30, Dominican-Republic, <=50K
54, Private, Bachelors, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,0,0,40, England, <=50K
38, Self-emp-not-inc, Some-college, Married-civ-spouse, Farming-fishing, Husband, Other, Female,0,0,65, Portugal, <=50K
29, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Other, Female,0,0,40, India, <=50K
50, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Unmarried, Amer-Indian-Eskimo, Female,0,0,35, Ireland, <=50K
44, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,15024,0,45, Haiti, <=50K
63, Private, Some-college, Divorced, Adm-clerical, Own-child, Asian-Pac-Islander, Female,0,0,40, Iran, <=50K
33, Local-gov, HS-grad, Divorced, Other-service, Unmarried, White, Male,0,0,35, Taiwan, <=50K
51, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,0,45, England, >50K
56, State-gov, HS-grad, Divorced, Machine-op-inspct, Not-in-family, Amer-Indian-Eskimo, Male,0,0,47, Cuba, <=50K
56, Private, Masters, Married-civ-spouse, Sales, Husband, White, Female,0,0,50, Thailand, <=50K
34, Private, Bachelors, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,50, Columbia, <=50K
49, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Jamaica, <=50K
41, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,4064,0,40, Honduras, >50K
41, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Other, Male,0,0,40, Cuba, <=50K
43, Local-gov, Some-college, Divorced, Transport-moving, Not-in-family, Other, Male,0,0,56, Germany, <=50K
36, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Puerto-Rico, >50K
36, Private, Some-college, Separated, Machine-op-inspct, Not-in-family, Black, Female,0,0,40, Greece, <=50K
17, Private, 10th, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Female,0,0,35, Cambodia, <=50K
48, Local-gov, Bachelors, Divorced, Prof-specialty, Not-in-family, Other, Female,0,0,40, Puerto-Rico, <=50K
42, Private, Masters, Married-civ-spouse, Exec-managerial, Own-child, White, Male,0,0,40, Yugoslavia, <=50K
20, Federal-gov, 11th, Never-married, Other-service, Own-child, White, Male,0,0,20, Poland, <=50K
29, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Other, Male,0,0,40, Honduras, <=50K
21, Private, Some-college, Never-married, Handlers-cleaners, Wife, Black, Male,0,0,40, United-States, <=50K
26, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Italy, <=50K
33, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,79, China, >50K
23, Private, HS-grad, Never-married, Exec-managerial, Own-child, Black, Female,0,0,40, Trinadad&Tobago, <=50K
30, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Female,0,0,40, United-States, >50K
41, State-gov, Some-college, Separated, Adm-clerical, Unmarried, White, Female,0,0,25, Italy, <=50K
71, State-gov, Masters, Married-civ-spouse, Protective-serv, Husband, Asian-Pac-Islander, Male,0,0,40, Taiwan, <=50K
30, Private, HS-grad, Divorced, Protective-serv, Unmarried, White, Male,0,0,40, Jamaica, <=50K
58, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Japan, <=50K
41, Private, Bachelors, Divorced, Exec-managerial, Not-in-family, Other, Female,0,0,40, Dominican-Republic, <=50K
24, Private, Some-college, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
23, Private, Some-college, Never-married, Transport-moving, Own-child, White, Male,0,0,40, United-States, <=50K
30, Local-gov, HS-grad, Never-married, Other-service, Unmarried, Other, Female,0,0,20, United-States, <=50K
34, Private, Bachelors, Never-married, Sales, Not-in-family, White, Male,0,0,60, Cuba, <=50K
27, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,60, United-States, <=50K
45, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Italy, <=50K
33, State-gov, Assoc-voc, Married-civ-spouse, Prof-specialty, Wife, Amer-Indian-Eskimo, Male,0,0,40, Honduras, >50K
33, Local-gov, HS-grad, Married-civ-spouse, Prof-specialty, Unmarried, Asian-Pac-Islander, Male,0,1890,40, Cuba, >50K
45, Local-gov, 7th-8th, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, Columbia, >50K
35, Private, Some-college, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,0,0,45, Philippines, <=50K
20, Private, Masters, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,10, Dominican-Republic, <=50K
42, State-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,1977,54, Cuba, >50K
41, Self-emp-not-inc, Bachelors, Divorced, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,50, Honduras, >50K
53, Local-gov, Bachelors, Never-married, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,0,0,45, Guatemala, <=50K
65, Private, 10th, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,50, Haiti, <=50K
33, Private, Bachelors, Never-married, Adm-clerical, Husband, Other, Male,12331,0,35, Guatemala, >50K
26, Private, Bachelors, Married-civ-spouse, Prof-specialty, Own-child, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
69, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,3921,0,40, United-States, <=50K
44, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Other, Female,0,0,45, United-States, >50K
43, Private, Bachelors, Married-civ-spouse, Protective-serv, Husband, Black, Male,0,0,40, Cambodia, >50K
45, Self-emp-not-inc, Bachelors, Never-married, Transport-moving, Husband, Amer-Indian-Eskimo, Female,0,0,80, Germany, >50K
19, Private, Bachelors, Never-married, Handlers-cleaners, Husband, White, Female,0,0,40, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, Mexico, <=50K
33, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Scotland, >50K
65, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Male,6360,0,36, Nicaragua, >50K
45, Local-gov, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
37, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
27, Private, Some-college, Divorced, Other-service, Unmarried, White, Male,0,0,28, Honduras, <=50K
40, Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, Other, Female,0,0,40, Peru, >50K
28, Self-emp-not-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Vietnam, <=50K
38, Private, Assoc-voc, Married-civ-spouse, Transport-moving, Own-child, White, Female,0,0,40, Laos, <=50K
23, Private, HS-grad, Never-married, Machine-op-inspct, Other-relative, Amer-Indian-Eskimo, Male,0,0,40, Cambodia, <=50K
29, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,1887,50, India, >50K
39, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, Other, Male,0,0,50, Outlying-US(Guam-USVI-etc), >50K
32, Local-gov, 10th, Married-civ-spouse, Sales, Wife, Asian-Pac-Islander, Female,0,0,45, Outlying-US(Guam-USVI-etc), <=50K
30, Self-emp-not-inc, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, Peru, <=50K
45, Private, Bachelors, Separated, Farming-fishing, Unmarried, White, Male,0,0,40, Germany, >50K
53, Private, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Female,0,0,40, Haiti, <=50K
25, Private, Some-college, Divorced, Sales, Unmarried, Amer-Indian-Eskimo, Female,0,0,45, Peru, <=50K
54, State-gov, Bachelors, Married-civ-spouse, Machine-op-inspct, Own-child, Asian-Pac-Islander, Male,0,0,40, France, <=50K
26, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, Yugoslavia, <=50K
54, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,60, Guatemala, <=50K
30, State-gov, HS-grad, Never-married, Craft-repair, Not-in-family, Other, Female,5077,0,40, Cambodia, <=50K
41, Local-gov, Some-college, Divorced, Exec-managerial, Unmarried, Asian-Pac-Islander, Female,0,0,40, Cambodia, <=50K
32, Self-emp-not-inc, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,45, Jamaica, <=50K
46, Private, Masters, Married-civ-spouse, Machine-op-inspct, Husband, Other, Female,0,1977,50, Philippines, >50K
26, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, El-Salvador, <=50K
38, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, Amer-Indian-Eskimo, Male,0,0,45, Cuba, <=50K
48, Self-emp-not-inc, Masters, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Male,0,0,60, Japan, <=50K
49, Private, Bachelors, Divorced, Tech-support, Wife, Amer-Indian-Eskimo, Female,304,0,36, South, <=50K
37, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Other, Female,0,0,40, Trinadad&Tobago, >50K
27, Private, HS-grad, Never-married, Craft-repair, Own-child, Other, Male,0,0,55, Trinadad&Tobago, <=50K
28, Private, Bachelors, Never-married, Sales, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Thailand, <=50K
29, State-gov, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Female,0,0,54, Japan, <=50K
22, Private, HS-grad, Never-married, Sales, Not-in-family, Amer-Indian-Eskimo, Female,0,0,25, Canada, <=50K
26, State-gov, Masters, Never-married, Exec-managerial, Not-in-family, Black, Male,0,0,54, Iran, <=50K
48, Self-emp-not-inc, Bachelors, Separated, Tech-support, Husband, Amer-Indian-Eskimo, Male,0,0,50, Scotland, >50K
50, Private, HS-grad, Divorced, Other-service, Unmarried, White, Male,0,0,35, United-States, <=50K
35, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,38, Germany, <=50K
50, Private, Some-college, Widowed, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
24, Local-gov, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, Columbia, <=50K
29, Self-emp-inc, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,45, Nicaragua, >50K
22, Private, Some-college, Never-married, Exec-managerial, Own-child, Amer-Indian-Eskimo, Female,0,0,26, England, <=50K
45, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Hungary, <=50K
33, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,40, Mexico, <=50K
20, Self-emp-not-inc, Some-college, Never-married, Handlers-cleaners, Own-child, Other, Male,0,0,20, United-States, <=50K
40, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Female,0,0,40, Nicaragua, >50K
42, Federal-gov, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,50, United-States, <=50K
38, Private, Bachelors, Married-civ-spouse, Adm-clerical, Unmarried, White, Male,0,0,40, Laos, >50K
24, Private, Some-college, Never-married, Tech-support, Not-in-family, White, Female,0,0,45, Yugoslavia, <=50K
21, Private, Some-college, Never-married, Farming-fishing, Not-in-family, Amer-Indian-Eskimo, Female,0,0,20, United-States, <=50K
26, Private, Some-college, Never-married, Craft-repair, Own-child, White, Male,0,0,40, Canada, <=50K
31, Private, HS-grad, Married-civ-spouse, Tech-support, Own-child, White, Male,0,0,35, Hong, <=50K
60, Local-gov, HS-grad, Married-civ-spouse, Tech-support, Husband, Asian-Pac-Islander, Male,3935,0,40, United-States, <=50K
50, Federal-gov, 10th, Divorced, Other-service, Unmarried, Black, Male,0,0,32, Honduras, >50K
38, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,7298,0,58, England, >50K
51, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Other, Female,15024,0,57, Ecuador, >50K
63, Private, 10th, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,37, United-States, <=50K
44, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, Columbia, <=50K
47, State-gov, Some-college, Divorced, Exec-managerial, Unmarried, Amer-Indian-Eskimo, Male,0,0,36, United-States, <=50K
23, Private, Some-college, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Poland, <=50K
57, Private, Masters, Separated, Other-service, Unmarried, White, Female,0,0,40, Laos, <=50K
33, Local-gov, HS-grad, Divorced, Other-service, Not-in-family, Black, Male,0,0,40, Philippines, <=50K
31, Federal-gov, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, Mexico, <=50K
39, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Other, Male,15024,0,50, United-States, >50K
22, Private, Bachelors, Never-married, Other-service, Own-child, White, Male,0,0,35, Germany, <=50K
34, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, Scotland, >50K
28, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,55, Cuba, <=50K
28, Self-emp-inc, Bachelors, Never-married, Sales, Husband, Black, Male,0,1902,58, United-States, <=50K
60, Local-gov, HS-grad, Widowed, Sales, Not-in-family, Other, Female,0,0,40, Cuba, <=50K
40, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
36, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,0,60, Outlying-US(Guam-USVI-etc), >50K
30, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, Jamaica, <=50K
32, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, Thailand, <=50K
61, State-gov, HS-grad, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,40, Ireland, <=50K
39, Federal-gov, Some-college, Married-civ-spouse, Exec-managerial, Wife, Amer-Indian-Eskimo, Female,0,0,50, Puerto-Rico, >50K
44, Private, Some-college, Divorced, Sales, Not-in-family, White, Female,0,0,40, Cuba, <=50K
36, Private, HS-grad, Married-civ-spouse, Craft-repair, Other-relative, Black, Female,0,0,50, United-States, <=50K
27, State-gov, Bachelors, Married-civ-spouse, Craft-repair, Own-child, White, Female,0,0,45, Ireland, <=50K
25, Self-emp-not-inc, Bachelors, Never-married, Exec-managerial, Husband, Black, Female,0,0,45, Japan, <=50K
66, Self-emp-not-inc, Bachelors, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Male,0,0,20, Puerto-Rico, <=50K
