21, Private, HS-grad, Married-spouse-absent, Craft-repair, Unmarried, Amer-Indian-Eskimo, Male,0,0,50, Dominican-Republic, <=50K
40, Private, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, Amer-Indian-Eskimo, Male,0,0,48, Cuba, <=50K
25, Local-gov, 11th, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,40, Honduras, >50K
37, Private, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Canada, <=50K
40, Private, Some-college, Married-civ-spouse, Tech-support, Husband, Amer-Indian-Eskimo, Female,0,1932,45, Cuba, >50K
46, Private, HS-grad, Never-married, Tech-support, Not-in-family, Black, Male,0,0,40, Scotland, <=50K
46, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Scotland, <=50K
30, Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, Black, Female,0,0,45, Trinadad&Tobago, <=50K
43, Private, Some-college, Widowed, Prof-specialty, Not-in-family, White, Male,0,2388,35, Philippines, >50K
65, Private, HS-grad, Widowed, Farming-fishing, Husband, White, Male,0,0,48, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,50, Outlying-US(Guam-USVI-etc), >50K
42, Local-gov, HS-grad, Never-married, Machine-op-inspct, Husband, White, Female,0,0,40, India, <=50K
63, Self-emp-not-inc, HS-grad, Divorced, Transport-moving, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Germany, <=50K
24, Private, Some-college, Never-married, Transport-moving, Not-in-family, White, Male,0,0,8, El-Salvador, <=50K
22, Private, Bachelors, Never-married, Other-service, Own-child, White, Female,0,0,50, Hungary, <=50K
23, Private, HS-grad, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,24, Vietnam, <=50K
22, Private, Some-college, Never-married, Transport-moving, Not-in-family, Asian-Pac-Islander, Male,0,0,20, Portugal, <=50K
44, Private, HS-grad, Separated, Transport-moving, Husband, Black, Female,0,0,50, Germany, >50K
38, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
25, Private, HS-grad, Divorced, Farming-fishing, Husband, Black, Female,0,0,40, Scotland, <=50K
27, Private, Doctorate, Married-civ-spouse, Other-service, Not-in-family, White, Female,0,0,99, South, <=50K
38, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, Other, Male,0,0,40, India, >50K
25, Private, Bachelors, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,1845,50, Ecuador, <=50K
18, Private, 10th, Never-married, Prof-specialty, Own-child, Asian-Pac-Islander, Female,0,0,20, Cambodia, <=50K
39, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Female,0,0,50, Yugoslavia, >50K
19, Private, Some-college, Never-married, Other-service, Not-in-family, Other, Female,0,0,40, United-States, <=50K
53, Private, Some-college, Divorced, Prof-specialty, Not-in-family, Black, Female,0,0,40, El-Salvador, <=50K
56, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,40, United-States, <=50K
22, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,30, Mexico, <=50K
35, Private, Bachelors, Married-civ-spouse, Exec-managerial, Wife, Amer-Indian-Eskimo, Female,7687,0,50, Honduras, >50K
52, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Germany, >50K
47, Self-emp-inc, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Female,0,0,50, Dominican-Republic, >50K
50, Private, Some-college, Widowed, Sales, Unmarried, Asian-Pac-Islander, Male,0,0,50, Vietnam, <=50K
18, Private, Some-college, Never-married, Other-service, Own-child, Black, Male,0,0,25, Peru, <=50K
54, Private, Some-college, Divorced, Handlers-cleaners, Unmarried, Asian-Pac-Islander, Female,0,0,35, Canada, <=50K
34, Private, Some-college, Never-married, Machine-op-inspct, Wife, Amer-Indian-Eskimo, Male,0,0,20, Dominican-Republic, <=50K
38, State-gov, HS-grad, Married-civ-spouse, Sales, Husband, Other, Male,0,0,20, Greece, >50K
40, State-gov, HS-grad, Divorced, Exec-managerial, Not-in-family, Black, Male,0,0,45, Honduras, <=50K
66, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,40, Guatemala, >50K
20, Private, Assoc-voc, Never-married, Exec-managerial, Not-in-family, Other, Male,0,0,50, Vietnam, <=50K
48, Local-gov, 5th-6th, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
39, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, Greece, >50K
30, Self-emp-not-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, >50K
27, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, Trinadad&Tobago, <=50K
37, State-gov, 11th, Married-civ-spouse, Craft-repair, Unmarried, Amer-Indian-Eskimo, Female,0,0,50, Germany, >50K
54, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
55, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,1910,40, Ecuador, >50K
43, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,45, Puerto-Rico, >50K
29, Private, Assoc-acdm, Never-married, Machine-op-inspct, Not-in-family, Amer-Indian-Eskimo, Female,0,0,50, Portugal, <=50K
47, Local-gov, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, Poland, >50K
51, Private, Bachelors, Widowed, Adm-clerical, Not-in-family, Black, Female,0,0,40, South, <=50K
21, Private, HS-grad, Never-married, Sales, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
35, Private, 10th, Divorced, Other-service, Not-in-family, White, Male,0,0,40, South, <=50K
26, Private, Bachelors, Never-married, Sales, Not-in-family, White, Female,0,0,40, Italy, <=50K
22, Private, HS-grad, Never-married, Adm-clerical, Own-child, Other, Female,0,0,40, Hungary, >50K
57, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,40, Guatemala, <=50K
44, Private, Bachelors, Married-civ-spouse, Exec-managerial, Wife, Other, Male,0,0,30, England, <=50K
39, Private, Some-college, Divorced, Exec-managerial, Unmarried, White, Male,0,0,56, Scotland, <=50K
32, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,45, Honduras, <=50K
31, Local-gov, Assoc-acdm, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, Yugoslavia, >50K
24, Private, Assoc-acdm, Never-married, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,0,0,20, Peru, <=50K
50, Private, Some-college, Divorced, Craft-repair, Unmarried, Black, Female,0,0,40, Japan, <=50K
45, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Female,0,0,60, Peru, >50K
28, Local-gov, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1672,60, Japan, >50K
39, Local-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,1874,54, Thailand, >50K
20, Local-gov, HS-grad, Never-married, Adm-clerical, Own-child, White, Male,0,0,35, Columbia, <=50K
60, Local-gov, HS-grad, Married-civ-spouse, Prof-specialty, Own-child, White, Male,0,0,35, Cambodia, >50K
31, Self-emp-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, Dominican-Republic, <=50K
44, Self-emp-not-inc, Bachelors, Married-civ-spouse, Other-service, Wife, Asian-Pac-Islander, Male,0,0,20, Thailand, <=50K
62, Self-emp-not-inc, 7th-8th, Widowed, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, Japan, <=50K
36, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,60, Trinadad&Tobago, >50K
38, Private, Bachelors, Divorced, Other-service, Unmarried, Other, Female,0,0,40, Nicaragua, <=50K
26, Private, HS-grad, Never-married, Craft-repair, Unmarried, White, Male,0,0,40, Canada, <=50K
18, Private, Some-college, Never-married, Handlers-cleaners, Own-child, Asian-Pac-Islander, Male,0,0,20, Jamaica, <=50K
27, Private, Some-college, Separated, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,54, Columbia, <=50K
32, Private, 11th, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,60, Nicaragua, >50K
52, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,35, Portugal, <=50K
44, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,40, South, >50K
44, Private, 7th-8th, Divorced, Sales, Unmarried, Black, Male,0,0,15, Germany, <=50K
60, Federal-gov, HS-grad, Separated, Other-service, Husband, White, Male,0,0,35, Puerto-Rico, <=50K
52, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,70, Canada, <=50K
36, Federal-gov, Bachelors, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,40, Mexico, <=50K
50, Self-emp-not-inc, HS-grad, Widowed, Transport-moving, Unmarried, Black, Female,0,0,40, Italy, <=50K
28, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Female,0,0,40, Philippines, <=50K
38, Private, Bachelors, Married-spouse-absent, Adm-clerical, Unmarried, White, Female,0,0,40, Mexico, <=50K
34, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,7298,0,45, Puerto-Rico, >50K
60, Private, Some-college, Divorced, Machine-op-inspct, Husband, Other, Female,0,0,50, England, <=50K
32, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, Taiwan, >50K
44, Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, Other, Male,0,0,40, Cuba, <=50K
29, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Female,7298,0,44, Yugoslavia, >50K
50, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,15, El-Salvador, <=50K
44, Private, 11th, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,40, Cuba, >50K
42, Private, HS-grad, Divorced, Tech-support, Unmarried, White, Male,0,0,40, Poland, <=50K
24, Private, HS-grad, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, Honduras, <=50K
31, Private, 11th, Married-civ-spouse, Exec-managerial, Husband, Black, Female,7298,0,54, Japan, >50K
34, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,0,54, Peru, <=50K
22, Private, Bachelors, Never-married, Craft-repair, Own-child, Other, Female,0,0,20, Philippines, <=50K
58, Private, Masters, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,40, India, <=50K
40, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, Black, Male,0,0,50, Jamaica, <=50K
33, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,65, Poland, <=50K
37, Private, Some-college, Separated, Prof-specialty, Husband, Black, Male,0,0,45, Italy, >50K
37, Federal-gov, Assoc-acdm, Separated, Adm-clerical, Not-in-family, Other, Female,0,0,40, Scotland, <=50K
80, Self-emp-inc, 5th-6th, Widowed, Adm-clerical, Not-in-family, Black, Female,0,0,15, Greece, <=50K
22, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,20, Germany, <=50K
34, Federal-gov, Bachelors, Divorced, Craft-repair, Not-in-family, White, Female,0,0,54, United-States, <=50K
61, Private, Some-college, Widowed, Craft-repair, Not-in-family, Black, Male,0,0,25, Philippines, <=50K
40, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Female,0,0,50, India, >50K
23, Private, Bachelors, Never-married, Prof-specialty, Own-child, White, Male,0,0,44, Cuba, <=50K
39, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, Haiti, <=50K
42, Private, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,50, Germany, >50K
22, Private, Some-college, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
29, Private, Prof-school, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, Jamaica, >50K
39, State-gov, 11th, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,40, El-Salvador, >50K
25, Private, Assoc-acdm, Never-married, Other-service, Unmarried, White, Male,0,0,40, Scotland, <=50K
24, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,44, South, <=50K
55, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, India, >50K
33, Private, HS-grad, Married-civ-spouse, Armed-Forces, Wife, Amer-Indian-Eskimo, Male,0,1977,40, Italy, <=50K
56, Self-emp-not-inc, Prof-school, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,60, Cambodia, >50K
52, Self-emp-inc, Prof-school, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,0,65, Haiti, >50K
48, Private, Bachelors, Divorced, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Female,0,0,45, Vietnam, <=50K
35, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,15024,0,45, South, >50K
51, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, Taiwan, <=50K
18, Private, 9th, Never-married, Exec-managerial, Own-child, Amer-Indian-Eskimo, Male,0,0,40, China, >50K
36, Private, HS-grad, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,32, El-Salvador, <=50K
47, Private, Masters, Married-civ-spouse, Sales, Husband, Black, Female,0,0,40, England, >50K
42, Self-emp-not-inc, Bachelors, Married-civ-spouse, Machine-op-inspct, Wife, Black, Female,15024,0,30, Columbia, >50K
58, Local-gov, Doctorate, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,45, Guatemala, >50K
42, Local-gov, Bachelors, Separated, Machine-op-inspct, Not-in-family, Black, Female,0,0,40, Ireland, <=50K
30, Private, Bachelors, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
32, Self-emp-not-inc, Bachelors, Separated, Craft-repair, Husband, Black, Female,0,0,50, Laos, <=50K
25, Private, HS-grad, Never-married, Handlers-cleaners, Unmarried, Asian-Pac-Islander, Female,0,0,37, Ecuador, <=50K
34, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,54, France, >50K
44, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Guatemala, >50K
23, Private, 11th, Never-married, Other-service, Not-in-family, Other, Male,0,0,40, Vietnam, <=50K
24, Local-gov, Some-college, Divorced, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Iran, <=50K
61, Local-gov, HS-grad, Widowed, Sales, Not-in-family, Other, Female,0,0,25, United-States, <=50K
40, Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, Asian-Pac-Islander, Male,15024,0,50, Thailand, >50K
29, Self-emp-inc, 11th, Never-married, Craft-repair, Unmarried, White, Male,0,0,54, Haiti, <=50K
25, Private, Some-college, Married-civ-spouse, Adm-clerical, Own-child, White, Male,0,0,35, Ireland, <=50K
50, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,75, Ecuador, >50K
25, Private, 1st-4th, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Poland, <=50K
50, State-gov, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Amer-Indian-Eskimo, Male,7298,0,40, Mexico, <=50K
40, Private, Bachelors, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Female,0,0,40, China, >50K
57, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Female,0,0,50, Peru, <=50K
35, Private, Some-college, Divorced, Exec-managerial, Own-child, Asian-Pac-Islander, Female,0,0,40, Philippines, <=50K
34, Private, Some-college, Divorced, Handlers-cleaners, Unmarried, Black, Female,0,0,50, China, <=50K
36, Self-emp-not-inc, Some-college, Divorced, Craft-repair, Not-in-family, Black, Male,0,0,40, Peru, <=50K
20, Private, HS-grad, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Male,0,1820,25, Cuba, <=50K
42, Private, 10th, Married-civ-spouse, Sales, Not-in-family, Asian-Pac-Islander, Male,7687,0,50, United-States, >50K
25, Private, HS-grad, Never-married, Tech-support, Not-in-family, Black, Male,0,0,60, Ireland, <=50K
63, Private, HS-grad, Divorced, Machine-op-inspct, Unmarried, White, Male,0,0,40, Haiti, <=50K
20, Private, HS-grad, Never-married, Other-service, Own-child, Asian-Pac-Islander, Male,0,0,40, Honduras, <=50K
21, Local-gov, Some-college, Never-married, Other-service, Not-in-family, White, Male,0,0,25, Germany, <=50K
74, Self-emp-not-inc, HS-grad, Widowed, Prof-specialty, Not-in-family, White, Female,0,0,30, Canada, <=50K
24, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, Asian-Pac-Islander, Male,0,0,45, Germany, <=50K
42, Private, 10th, Divorced, Machine-op-inspct, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Haiti, <=50K
38, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Iran, <=50K
47, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, Other, Female,0,0,40, Puerto-Rico, <=50K
40, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,50, Laos, >50K
37, Self-emp-not-inc, Bachelors, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Female,0,0,84, Nicaragua, <=50K
55, Private, HS-grad, Widowed, Sales, Unmarried, Asian-Pac-Islander, Male,0,0,40, Nicaragua, <=50K
38, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Amer-Indian-Eskimo, Male,0,0,40, Haiti, >50K
37, Private, Some-college, Never-married, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Male,0,0,99, Mexico, <=50K
21, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,35, Italy, <=50K
35, State-gov, HS-grad, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,48, Nicaragua, <=50K
23, Private, Some-college, Divorced, Adm-clerical, Unmarried, Other, Female,0,0,40, United-States, <=50K
35, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Female,0,0,48, England, <=50K
24, Local-gov, Some-college, Married-civ-spouse, Machine-op-inspct, Own-child, Asian-Pac-Islander, Female,0,0,65, Japan, <=50K
45, Self-emp-not-inc, Bachelors, Divorced, Craft-repair, Not-in-family, White, Female,0,0,60, El-Salvador, <=50K
49, Private, HS-grad, Married-spouse-absent, Prof-specialty, Unmarried, Other, Female,0,0,40, Jamaica, <=50K
61, Private, HS-grad, Separated, Prof-specialty, Husband, Other, Female,0,0,40, United-States, <=50K
24, Private, Bachelors, Never-married, Other-service, Unmarried, Black, Female,0,0,20, Honduras, <=50K
26, Private, Some-college, Never-married, Other-service, Not-in-family, White, Male,0,0,50, Scotland, <=50K
37, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,7298,0,40, Mexico, >50K
52, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,1887,40, Greece, >50K
24, Private, Some-college, Never-married, Other-service, Unmarried, Asian-Pac-Islander, Male,0,0,30, Puerto-Rico, <=50K
38, Federal-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Black, Female,0,0,40, Jamaica, <=50K
45, Local-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, United-States, >50K
21, Private, HS-grad, Married-civ-spouse, Other-service, Wife, Black, Male,4958,0,30, Poland, >50K
25, Private, HS-grad, Married-civ-spouse, Transport-moving, Own-child, White, Female,0,0,60, Nicaragua, <=50K
30, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,43, Canada, >50K
21, Private, Some-college, Never-married, Handlers-cleaners, Unmarried, White, Female,0,0,35, Ireland, <=50K
68, Federal-gov, Bachelors, Married-civ-spouse, Adm-clerical, Not-in-family, Black, Male,3103,0,40, Poland, <=50K
29, Private, HS-grad, Never-married, Tech-support, Own-child, Other, Female,0,0,38, Puerto-Rico, <=50K
47, Private, Bachelors, Never-married, Craft-repair, Not-in-family, Other, Female,0,0,40, Scotland, <=50K
22, Private, Some-college, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Female,0,0,6, Honduras, <=50K
35, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,40, India, <=50K
47, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,0,40, Cambodia, <=50K
36, Federal-gov, Assoc-voc, Divorced, Prof-specialty, Not-in-family, Black, Female,0,0,50, Trinadad&Tobago, <=50K
21, Private, HS-grad, Never-married, Sales, Other-relative, Amer-Indian-Eskimo, Female,0,0,10, South, <=50K
57, Self-emp-not-inc, Some-college, Never-married, Prof-specialty, Not-in-family, Other, Male,0,0,54, Jamaica, <=50K
35, Local-gov, Assoc-acdm, Married-civ-spouse, Sales, Husband, Other, Male,0,0,40, United-States, <=50K
41, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,54, Puerto-Rico, >50K
25, Private, 9th, Never-married, Handlers-cleaners, Own-child, Asian-Pac-Islander, Female,0,0,40, Puerto-Rico, <=50K
51, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Female,0,0,45, Greece, >50K
51, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,54, El-Salvador, <=50K
28, Private, Assoc-voc, Divorced, Priv-house-serv, Unmarried, White, Female,0,0,30, Honduras, <=50K
33, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Male,0,0,50, France, <=50K
25, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Wife, Black, Male,0,0,40, China, <=50K
34, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,47, United-States, <=50K
34, Local-gov, HS-grad, Married-civ-spouse, Sales, Husband, Black, Male,0,1977,45, El-Salvador, <=50K
46, Private, Assoc-acdm, Widowed, Other-service, Not-in-family, Amer-Indian-Eskimo, Male,0,0,32, United-States, <=50K
46, Private, Bachelors, Married-civ-spouse, Craft-repair, Wife, White, Female,0,0,35, Portugal, <=50K
40, Local-gov, HS-grad, Separated, Sales, Husband, Other, Female,0,0,40, Dominican-Republic, <=50K
62, Local-gov, Some-college, Widowed, Transport-moving, Not-in-family, Other, Male,0,0,20, Guatemala, <=50K
39, Private, Bachelors, Married-spouse-absent, Exec-managerial, Not-in-family, Other, Female,13876,0,50, Portugal, <=50K
59, Private, Bachelors, Married-civ-spouse, Exec-managerial, Wife, Black, Male,0,1887,60, Poland, >50K
44, Private, 9th, Never-married, Prof-specialty, Not-in-family, Black, Male,11290,0,40, Jamaica, <=50K
47, Private, HS-grad, Divorced, Exec-managerial, Husband, White, Male,0,0,40, El-Salvador, <=50K
41, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, Other, Female,0,0,58, South, >50K
26, Private, Some-college, Never-married, Other-service, Not-in-family, Black, Female,0,0,40, South, <=50K
58, Self-emp-not-inc, Some-college, Widowed, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Hong, <=50K
57, Local-gov, Masters, Separated, Prof-specialty, Not-in-family, Black, Female,0,1977,45, France, <=50K
31, Private, Bachelors, Married-civ-spouse, Prof-specialty, Own-child, Black, Female,0,0,40, Cuba, <=50K
49, Private, Bachelors, Married-civ-spouse, Other-service, Husband, Amer-Indian-Eskimo, Male,0,0,40, Haiti, <=50K
40, State-gov, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, Italy, <=50K
26, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, Scotland, <=50K
39, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,0,60, Scotland, >50K
27, Local-gov, Some-college, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,9, Jamaica, <=50K
51, Private, 12th, Divorced, Prof-specialty, Not-in-family, White, Male,99999,0,35, Jamaica, >50K
17, Private, 11th, Never-married, Sales, Own-child, Other, Male,0,0,20, United-States, <=50K
28, Private, Some-college, Never-married, Prof-specialty, Own-child, Amer-Indian-Eskimo, Female,0,0,35, United-States, <=50K
55, Private, 11th, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,40, Portugal, >50K
24, Private, Some-college, Married-civ-spouse, Craft-repair, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Cambodia, <=50K
29, Private, Doctorate, Never-married, Prof-specialty, Not-in-family, Other, Female,0,0,40, Germany, <=50K
38, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, Asian-Pac-Islander, Female,0,0,40, United-States, >50K
29, Federal-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, Other, Female,0,0,40, Yugoslavia, <=50K
30, Private, HS-grad, Never-married, Handlers-cleaners, Unmarried, Asian-Pac-Islander, Female,0,0,40, India, <=50K
29, Private, 10th, Never-married, Exec-managerial, Own-child, Other, Female,0,0,40, Guatemala, <=50K
62, Self-emp-not-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,97, Ireland, <=50K
48, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, China, <=50K
28, Private, Some-college, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
27, Private, Bachelors, Married-civ-spouse, Sales, Unmarried, White, Female,0,0,48, Mexico, <=50K
61, Private, Some-college, Married-civ-spouse, Prof-specialty, Unmarried, White, Male,0,0,18, Germany, <=50K
53, Private, 10th, Divorced, Exec-managerial, Unmarried, Asian-Pac-Islander, Female,0,0,10, Dominican-Republic, <=50K
27, Private, Bachelors, Separated, Transport-moving, Not-in-family, White, Male,0,0,40, Poland, <=50K
25, Private, HS-grad, Separated, Handlers-cleaners, Unmarried, White, Female,0,0,40, United-States, <=50K
40, Self-emp-inc, HS-grad, Married-civ-spouse, Handlers-cleaners, Unmarried, White, Male,0,0,40, Greece, >50K
53, Federal-gov, Bachelors, Widowed, Sales, Husband, Asian-Pac-Islander, Female,0,0,40, Honduras, <=50K
41, Private, Some-college, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,2175,0,40, Italy, <=50K
45, Local-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,0,60, Philippines, <=50K
34, State-gov, Some-college, Never-married, Other-service, Not-in-family, Other, Female,0,0,40, Philippines, <=50K
