36, Private, HS-grad, Divorced, Craft-repair, Wife, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
46, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, <=50K
44, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999,0,46, United-States, >50K
21, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,25, United-States, <=50K
65, Self-emp-inc, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,7298,0,35, United-States, >50K
36, Self-emp-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, India, <=50K
36, Private, Bachelors, Divorced, Transport-moving, Wife, White, Male,0,0,38, United-States, <=50K
45, Local-gov, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,54, United-States, >50K
26, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,1593,50, United-States, <=50K
34, Private, Masters, Never-married, Prof-specialty, Not-in-family, White, Female,5178,0,45, England, >50K
33, Self-emp-not-inc, Bachelors, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K
45, Local-gov, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1881,60, Vietnam, >50K
20, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,40, United-States, <=50K
51, Self-emp-not-inc, Masters, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,70, United-States, >50K
50, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1660,45, United-States, >50K
70, Private, 9th, Married-civ-spouse, Exec-managerial, Husband, White, Male,10523,0,12, United-States, >50K
46, Private, HS-grad, Divorced, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
26, Private, Some-college, Never-married, Handlers-cleaners, Unmarried, White, Female,0,0,44, United-States, <=50K
45, Private, HS-grad, Divorced, Other-service, Wife, White, Female,0,0,30, Germany, <=50K
41, Private, HS-grad, Divorced, Craft-repair, Unmarried, White, Male,0,0,54, United-States, <=50K
37, Private, Some-college, Divorced, Exec-managerial, Wife, White, Female,7298,0,45, United-States, >50K
34, Self-emp-not-inc, Bachelors, Never-married, Exec-managerial, Husband, White, Male,0,0,60, Mexico, >50K
47, Private, HS-grad, Divorced, Other-service, Husband, White, Male,5178,0,20, United-States, <=50K
52, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
39, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1883,40, United-States, >50K
42, Private, HS-grad, Divorced, Sales, Not-in-family, Black, Female,0,0,40, United-States, <=50K
59, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
37, Private, Assoc-voc, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,45, United-States, >50K
22, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
59, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
25, Private, Masters, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
27, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, >50K
30, Local-gov, Some-college, Never-married, Tech-support, Not-in-family, Black, Male,0,0,40, United-States, <=50K
33, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
27, Local-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,48, United-States, <=50K
25, Private, Bachelors, Never-married, Prof-specialty, Wife, Black, Female,0,0,40, United-States, <=50K
31, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
37, Private, Doctorate, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
19, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
20, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Own-child, White, Male,0,0,35, United-States, <=50K
75, Private, HS-grad, Married-civ-spouse, Priv-house-serv, Husband, White, Male,2932,0,20, United-States, <=50K
34, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,3891,0,43, United-States, >50K
24, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,10, United-States, <=50K
19, Private, 11th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,60, United-States, <=50K
38, Private, HS-grad, Never-married, Protective-serv, Not-in-family, White, Female,0,0,50, United-States, <=50K
58, Private, Masters, Widowed, Adm-clerical, Not-in-family, White, Female,5178,0,40, Germany, <=50K
62, Private, Bachelors, Divorced, Machine-op-inspct, Husband, White, Male,0,0,35, United-States, <=50K
54, Private, 7th-8th, Married-civ-spouse, Sales, Husband, White, Male,0,0,38, United-States, <=50K
45, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
36, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,3389,0,40, United-States, >50K
33, Self-emp-inc, Some-college, Never-married, Transport-moving, Not-in-family, Black, Female,0,0,40, United-States, <=50K
20, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
48, Self-emp-not-inc, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, >50K
51, Self-emp-not-inc, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,25, United-States, <=50K
77, Private, 7th-8th, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
36, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,15023,0,40, United-States, >50K
30, Private, Prof-school, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,20, Mexico, >50K
27, Private, 9th, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
42, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
35, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,38, United-States, <=50K
25, State-gov, Bachelors, Never-married, Other-service, Not-in-family, White, Female,0,0,20, United-States, <=50K
44, Private, Assoc-voc, Married-civ-spouse, Transport-moving, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
47, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, United-States, <=50K
26, Self-emp-not-inc, Some-college, Divorced, Sales, Own-child, White, Female,0,0,35, United-States, <=50K
42, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, <=50K
37, Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,1887,35, United-States, >50K
33, Private, 7th-8th, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
50, Self-emp-inc, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,7687,0,40, United-States, >50K
58, Self-emp-not-inc, 1st-4th, Divorced, Exec-managerial, Own-child, White, Female,0,0,40, United-States, <=50K
46, Local-gov, HS-grad, Never-married, Sales, Unmarried, White, Female,0,0,38, United-States, <=50K
32, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
21, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,37, United-States, <=50K
29, Private, Bachelors, Never-married, Tech-support, Not-in-family, White, Female,0,0,40, United-States, <=50K
65, Local-gov, HS-grad, Widowed, Other-service, Not-in-family, White, Female,0,0,15, United-States, <=50K
39, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
25, Private, Bachelors, Never-married, Adm-clerical, Own-child, White, Female,0,0,30, United-States, <=50K
47, Self-emp-not-inc, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, Columbia, >50K
22, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female,14083,0,40, United-States, >50K
41, Private, Masters, Married-civ-spouse, Prof-specialty, Not-in-family, Black, Female,0,0,40, United-States, <=50K
43, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
45, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
28, Private, Masters, Never-married, Other-service, Own-child, White, Female,0,0,15, United-States, <=50K
23, Private, Some-college, Never-married, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
27, Private, Bachelors, Divorced, Other-service, Not-in-family, White, Male,0,0,44, United-States, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Male,0,0,20, United-States, <=50K
55, Private, 7th-8th, Married-civ-spouse, Farming-fishing, Husband, White, Male,7687,0,50, United-States, >50K
48, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,15024,0,50, United-States, >50K
77, Self-emp-inc, Some-college, Widowed, Prof-specialty, Not-in-family, White, Female,0,0,20, United-States, >50K
25, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,35, United-States, <=50K
44, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,45, Canada, >50K
37, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
19, Private, Some-college, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
34, Private, Some-college, Divorced, Craft-repair, Unmarried, White, Male,0,0,50, United-States, <=50K
26, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
47, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,44, Philippines, >50K
34, Self-emp-not-inc, HS-grad, Divorced, Sales, Unmarried, Black, Female,0,0,40, United-States, <=50K
44, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, >50K
36, Private, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,30, United-States, >50K
29, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,35, United-States, <=50K
51, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, <=50K
33, Self-emp-not-inc, Some-college, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,45, United-States, <=50K
61, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, >50K
38, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,37, United-States, >50K
36, Private, 7th-8th, Never-married, Craft-repair, Other-relative, White, Female,0,0,35, United-States, <=50K
22, Private, HS-grad, Separated, Farming-fishing, Husband, White, Male,0,0,16, United-States, <=50K
30, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,45, United-States, <=50K
41, Local-gov, Bachelors, Never-married, Prof-specialty, Wife, White, Female,0,0,40, United-States, <=50K
39, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, Japan, <=50K
34, Private, Assoc-acdm, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
30, Federal-gov, Assoc-acdm, Never-married, Sales, Unmarried, White, Female,0,0,35, Mexico, <=50K
37, Private, HS-grad, Divorced, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
25, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,25, United-States, <=50K
38, Private, 11th, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,15, United-States, <=50K
21, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,35, United-States, <=50K
19, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,30, England, <=50K
25, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
21, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,40, United-States, <=50K
51, Private, Assoc-voc, Divorced, Other-service, Not-in-family, White, Female,0,0,38, United-States, <=50K
45, Self-emp-not-inc, Some-college, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,77, United-States, <=50K
28, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
26, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,36, United-States, >50K
22, Private, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, White, Male,0,0,40, Germany, <=50K
29, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,15, United-States, <=50K
25, Private, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,60, United-States, <=50K
21, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,20, United-States, <=50K
33, Private, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,1895,50, United-States, >50K
28, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Female,0,0,40, United-States, <=50K
46, Private, HS-grad, Never-married, Farming-fishing, Not-in-family, White, Female,0,0,54, United-States, <=50K
52, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,60, Italy, <=50K
50, Private, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,60, Greece, >50K
19, Private, 11th, Never-married, Sales, Not-in-family, White, Male,0,0,55, United-States, <=50K
55, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
21, Private, Some-college, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,1668,25, United-States, <=50K
42, Federal-gov, HS-grad, Divorced, Sales, Unmarried, White, Male,0,0,48, United-States, <=50K
33, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, Trinadad&Tobago, >50K
36, Private, Some-college, Divorced, Other-service, Unmarried, Black, Female,0,0,36, United-States, <=50K
26, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
24, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,20, United-States, <=50K
36, Private, Some-college, Divorced, Protective-serv, Not-in-family, Asian-Pac-Islander, Male,0,0,50, United-States, <=50K
61, Self-emp-not-inc, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,1728,40, United-States, >50K
69, Private, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,8, United-States, <=50K
20, Private, HS-grad, Never-married, Sales, Own-child, White, Female,0,0,40, United-States, <=50K
41, Private, Some-college, Never-married, Machine-op-inspct, Wife, White, Female,0,0,35, United-States, <=50K
44, Federal-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,44, United-States, <=50K
57, Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,25, United-States, <=50K
56, Private, Assoc-voc, Separated, Prof-specialty, Wife, White, Female,0,0,40, United-States, <=50K
40, Local-gov, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,45, Italy, <=50K
42, Federal-gov, HS-grad, Never-married, Sales, Husband, White, Male,0,0,40, United-States, >50K
19, Private, HS-grad, Never-married, Protective-serv, Husband, White, Female,0,0,20, United-States, <=50K
23, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,20, United-States, <=50K
47, Private, HS-grad, Divorced, Machine-op-inspct, Unmarried, White, Female,0,0,30, United-States, <=50K
41, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1977,65, United-States, >50K
43, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,45, United-States, <=50K
33, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Thailand, <=50K
20, State-gov, Some-college, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, Philippines, <=50K
37, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,15024,0,50, United-States, >50K
55, Self-emp-not-inc, HS-grad, Divorced, Sales, Husband, White, Male,3037,0,50, United-States, >50K
31, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,93, United-States, >50K
29, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,80, United-States, <=50K
34, Private, HS-grad, Never-married, Other-service, Unmarried, White, Female,0,0,25, Mexico, <=50K
45, Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,0,0,50, United-States, <=50K
60, Federal-gov, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
39, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,50, Mexico, >50K
61, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Husband, White, Male,7687,0,40, United-States, >50K
30, Self-emp-not-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
27, Private, Masters, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,20, United-States, <=50K
27, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
54, Private, Some-college, Divorced, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
57, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, <=50K
23, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
30, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, <=50K
37, Self-emp-not-inc, HS-grad, Divorced, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
62, Self-emp-inc, Bachelors, Married-civ-spouse, Protective-serv, Not-in-family, White, Female,0,0,30, Poland, >50K
47, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,7687,0,40, United-States, >50K
29, Private, Assoc-voc, Never-married, Protective-serv, Husband, White, Male,0,0,40, United-States, <=50K
29, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Male,0,0,45, United-States, <=50K
41, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,7687,0,45, United-States, >50K
35, Local-gov, Bachelors, Never-married, Prof-specialty, Wife, White, Male,8740,0,40, United-States, >50K
60, Private, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Female,0,0,40, United-States, >50K
47, Private, Some-college, Divorced, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,50, United-States, <=50K
58, Private, 5th-6th, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
41, Without-pay, Assoc-voc, Divorced, Craft-repair, Own-child, White, Female,5013,0,20, United-States, <=50K
36, Private, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,50, United-States, >50K
45, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,60, United-States, >50K
35, Private, HS-grad, Married-spouse-absent, Farming-fishing, Husband, White, Male,0,0,42, United-States, <=50K
22, Private, Bachelors, Never-married, Adm-clerical, Own-child, Black, Female,0,0,40, United-States, <=50K
29, Private, Assoc-acdm, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,60, United-States, <=50K
32, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, <=50K
23, Self-emp-not-inc, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,20, United-States, <=50K
25, Private, Assoc-acdm, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
50, Private, HS-grad, Separated, Adm-clerical, Not-in-family, Black, Female,0,0,40, Greece, <=50K
38, Self-emp-inc, 9th, Married-civ-spouse, Craft-repair, Husband, White, Male,7083,0,50, United-States, >50K
50, Self-emp-not-inc, HS-grad, Divorced, Sales, Not-in-family, White, Male,0,0,76, United-States, <=50K
21, Local-gov, HS-grad, Never-married, Craft-repair, Not-in-family, White, Female,0,1773,30, United-States, <=50K
61, Private, HS-grad, Widowed, Sales, Unmarried, White, Male,0,1848,50, United-States, <=50K
48, Private, Assoc-voc, Married-civ-spouse, Sales, Husband, Black, Male,0,0,54, United-States, <=50K
26, Private, Bachelors, Never-married, Adm-clerical, Unmarried, White, Male,0,0,40, United-States, <=50K
61, Private, Masters, Divorced, Other-service, Not-in-family, White, Female,0,0,40, Puerto-Rico, <=50K
30, Private, Some-college, Never-married, Craft-repair, Own-child, White, Female,0,0,36, United-States, <=50K
52, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, <=50K
40, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,54, United-States, >50K
43, Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,44, United-States, <=50K
33, Self-emp-not-inc, HS-grad, Divorced, Protective-serv, Wife, White, Male,0,0,50, United-States, <=50K
41, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Wife, Black, Male,0,0,35, United-States, <=50K
43, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
41, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
28, Federal-gov, HS-grad, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,30, United-States, <=50K
42, State-gov, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,7298,0,40, United-States, >50K
30, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
22, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,40, United-States, <=50K
19, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,35, United-States, <=50K
41, Private, Bachelors, Never-married, Sales, Husband, White, Male,0,0,50, United-States, <=50K
37, Self-emp-not-inc, Doctorate, Married-civ-spouse, Sales, Husband, White, Male,0,0,71, United-States, <=50K
37, Private, 9th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
41, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
38, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,50, United-States, >50K
22, Private, HS-grad, Separated, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
52, Federal-gov, Masters, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
57, Federal-gov, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
47, Self-emp-not-inc, Some-college, Never-married, Prof-specialty, Unmarried, White, Female,0,0,45, United-States, <=50K
38, Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,54, United-States, <=50K
36, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
20, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,35, United-States, <=50K
29, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Own-child, Amer-Indian-Eskimo, Male,0,0,38, United-States, >50K
31, Self-emp-not-inc, HS-grad, Divorced, Other-service, Other-relative, White, Male,0,0,45, United-States, <=50K
47, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,3468,0,40, Mexico, <=50K
47, Local-gov, HS-grad, Separated, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
25, Private, Bachelors, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K
62, Private, HS-grad, Divorced, Farming-fishing, Not-in-family, White, Female,0,1623,50, United-States, <=50K
43, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
45, Self-emp-not-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
25, Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Male,7687,0,40, United-States, >50K
53, Local-gov, Bachelors, Separated, Adm-clerical, Not-in-family, White, Female,0,0,54, United-States, <=50K
59, Self-emp-not-inc, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,11, United-States, <=50K
45, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
47, Private, Some-college, Divorced, Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K
18, Private, 12th, Married-civ-spouse, Prof-specialty, Own-child, White, Male,573,0,20, United-States, <=50K
66, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,26790,0,40, United-States, >50K
27, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
24, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,15, United-States, <=50K
62, Self-emp-not-inc, HS-grad, Separated, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
62, Local-gov, 7th-8th, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
24, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,48, United-States, <=50K
89, Self-emp-not-inc, Some-college, Widowed, Farming-fishing, Not-in-family, White, Female,15024,0,70, United-States, >50K
32, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
26, Private, 1st-4th, Never-married, Adm-clerical, Own-child, White, Female,0,1488,15, United-States, <=50K
36, Self-emp-inc, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States, <=50K
32, Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,40, United-States, >50K
59, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
49, Self-emp-inc, Masters, Never-married, Sales, Husband, White, Female,99999,0,78, United-States, >50K
41, Private, HS-grad, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
50, Local-gov, Bachelors, Divorced, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
45, Private, Assoc-voc, Never-married, Sales, Wife, White, Male,0,0,40, United-States, <=50K
40, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,3714,0,48, United-States, >50K
39, Private, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, El-Salvador, <=50K
24, Private, HS-grad, Never-married, Other-service, Unmarried, White, Male,0,0,40, United-States, <=50K
29, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States, <=50K
73, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,20, United-States, <=50K
56, Private, HS-grad, Divorced, Craft-repair, Unmarried, White, Female,0,0,40, United-States, <=50K
45, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, United-States, >50K
18, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,25, United-States, <=50K
49, Self-emp-not-inc, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,30, United-States, >50K
23, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K
35, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
24, Private, HS-grad, Never-married, Sales, Not-in-family, White, Female,2847,0,40, United-States, <=50K
40, Private, Bachelors, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,35, United-States, <=50K
