28, Private, Some-college, Divorced, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,45, Taiwan, <=50K
26, Local-gov, Assoc-acdm, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
22, Private, HS-grad, Never-married, Exec-managerial, Own-child, Black, Female,0,0,30, United-States, <=50K
39, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
38, Private, HS-grad, Divorced, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
25, Self-emp-inc, HS-grad, Separated, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
23, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Black, Male,0,0,40, United-States, <=50K
27, State-gov, Some-college, Separated, Sales, Not-in-family, Black, Female,0,0,30, Guatemala, <=50K
20, Private, Some-college, Never-married, Other-service, Wife, Black, Female,0,0,10, United-States, <=50K
53, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
26, Private, HS-grad, Divorced, Handlers-cleaners, Not-in-family, White, Female,0,0,40, United-States, <=50K
38, Local-gov, Bachelors, Never-married, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, >50K
60, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,44, United-States, >50K
39, Self-emp-not-inc, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,54, United-States, >50K
21, Private, 10th, Never-married, Other-service, Own-child, Black, Female,0,0,20, United-States, <=50K
58, Local-gov, HS-grad, Separated, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
26, State-gov, Assoc-voc, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,35, United-States, <=50K
20, Private, Bachelors, Never-married, Sales, Other-relative, White, Female,0,0,40, United-States, <=50K
28, State-gov, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,2174,0,40, United-States, <=50K
24, Private, 11th, Divorced, Prof-specialty, Other-relative, White, Female,0,0,40, United-States, <=50K
25, Private, HS-grad, Never-married, Craft-repair, Wife, White, Male,0,0,50, United-States, <=50K
52, Private, Some-college, Separated, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
21, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,20, Mexico, <=50K
56, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, <=50K
45, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
36, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,4458,0,40, United-States, >50K
34, State-gov, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
29, Private, Some-college, Divorced, Sales, Unmarried, White, Female,0,0,40, United-States, <=50K
50, Self-emp-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,50, Iran, >50K
26, Private, Bachelors, Never-married, Prof-specialty, Wife, White, Male,8959,0,45, United-States, >50K
46, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, White, Male,0,1744,50, United-States, >50K
49, Private, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,0,40, Mexico, <=50K
38, Private, HS-grad, Never-married, Craft-repair, Husband, Black, Male,0,0,45, United-States, <=50K
17, Self-emp-not-inc, 11th, Never-married, Adm-clerical, Own-child, Black, Female,0,0,8, United-States, <=50K
26, Private, HS-grad, Never-married, Exec-managerial, Unmarried, Black, Female,0,0,40, Jamaica, <=50K
47, Self-emp-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,54, United-States, >50K
59, State-gov, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
19, Private, HS-grad, Never-married, Sales, Own-child, White, Female,0,0,40, United-States, <=50K
18, State-gov, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K
17, Private, 10th, Never-married, Sales, Own-child, White, Male,0,0,16, United-States, <=50K
25, Private, HS-grad, Never-married, Handlers-cleaners, Unmarried, Asian-Pac-Islander, Female,0,0,23, United-States, <=50K
35, Local-gov, HS-grad, Married-spouse-absent, Transport-moving, Husband, White, Male,0,0,50, United-States, <=50K
28, Local-gov, HS-grad, Never-married, Adm-clerical, Husband, Asian-Pac-Islander, Male,0,0,50, Peru, <=50K
46, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, Laos, >50K
44, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
51, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
67, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,54, United-States, >50K
25, Private, Bachelors, Never-married, Exec-managerial, Own-child, White, Female,0,0,40, United-States, <=50K
28, Private, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,50, United-States, <=50K
63, Local-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1902,60, United-States, <=50K
30, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,10, United-States, <=50K
32, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Own-child, White, Male,0,0,40, Mexico, >50K
39, Self-emp-inc, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,7298,0,54, United-States, >50K
44, Self-emp-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, >50K
60, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,3103,0,45, Dominican-Republic, >50K
55, Private, Bachelors, Married-civ-spouse, Craft-repair, Wife, White, Male,15024,0,40, United-States, >50K
19, Private, Some-college, Never-married, Sales, Own-child, Black, Female,0,0,16, United-States, <=50K
43, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,50, United-States, <=50K
38, Self-emp-not-inc, Bachelors, Married-civ-spouse, Tech-support, Own-child, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
23, Local-gov, Some-college, Married-civ-spouse, Sales, Husband, White, Female,0,0,40, United-States, >50K
27, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, Asian-Pac-Islander, Male,0,0,39, United-States, <=50K
47, Self-emp-not-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
35, Private, Some-college, Divorced, Other-service, Unmarried, Black, Female,0,0,40, United-States, <=50K
30, Private, Bachelors, Divorced, Sales, Unmarried, White, Female,0,0,45, Vietnam, <=50K
19, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,25, Dominican-Republic, <=50K
46, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,30, United-States, <=50K
23, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,50, United-States, <=50K
34, Private, HS-grad, Never-married, Sales, Unmarried, White, Female,0,0,20, United-States, <=50K
23, Private, HS-grad, Married-civ-spouse, Exec-managerial, Other-relative, White, Male,0,0,40, United-States, <=50K
33, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,40, Mexico, <=50K
58, Private, HS-grad, Married-spouse-absent, Adm-clerical, Own-child, Black, Female,0,0,16, United-States, <=50K
28, Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, Mexico, <=50K
33, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
46, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,70, United-States, >50K
36, Federal-gov, Bachelors, Married-civ-spouse, Sales, Own-child, White, Male,0,0,35, United-States, <=50K
45, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
39, Local-gov, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
75, Local-gov, 7th-8th, Divorced, Other-service, Not-in-family, White, Female,0,0,12, United-States, <=50K
46, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, South, >50K
49, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
30, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, United-States, <=50K
28, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,35, United-States, <=50K
54, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,54, United-States, <=50K
44, Federal-gov, Bachelors, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
19, Private, Some-college, Never-married, Exec-managerial, Own-child, White, Male,0,1730,20, Puerto-Rico, <=50K
25, Private, HS-grad, Never-married, Handlers-cleaners, Other-relative, White, Male,0,0,40, United-States, <=50K
48, Self-emp-inc, HS-grad, Separated, Craft-repair, Husband, Black, Female,0,0,40, United-States, <=50K
34, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
25, State-gov, HS-grad, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
49, Private, HS-grad, Divorced, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
33, Local-gov, Bachelors, Never-married, Prof-specialty, Wife, White, Female,0,0,40, United-States, >50K
32, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,54, United-States, <=50K
73, State-gov, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,17, United-States, <=50K
52, Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
28, Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
23, Private, HS-grad, Divorced, Handlers-cleaners, Not-in-family, White, Female,0,0,16, United-States, <=50K
42, Local-gov, Some-college, Widowed, Sales, Unmarried, White, Female,0,0,25, United-States, <=50K
39, Private, Bachelors, Never-married, Exec-managerial, Husband, White, Female,0,0,40, United-States, <=50K
28, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,35, Mexico, <=50K
55, Local-gov, HS-grad, Widowed, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
20, Local-gov, Some-college, Divorced, Sales, Own-child, White, Female,0,0,35, United-States, <=50K
41, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, >50K
43, Self-emp-not-inc, Some-college, Never-married, Prof-specialty, Wife, White, Male,0,0,40, United-States, >50K
49, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,40, United-States, >50K
31, Private, Some-college, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,99, United-States, <=50K
28, Private, HS-grad, Never-married, Handlers-cleaners, Husband, White, Male,0,0,45, United-States, <=50K
36, Private, Bachelors, Never-married, Prof-specialty, Wife, White, Female,0,0,50, United-States, <=50K
41, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Black, Male,0,0,40, United-States, <=50K
33, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
52, Local-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,53, United-States, <=50K
41, State-gov, HS-grad, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,40, United-States, <=50K
33, Private, Some-college, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,65, United-States, <=50K
26, Local-gov, Some-college, Divorced, Prof-specialty, Wife, White, Female,0,0,40, United-States, <=50K
41, Private, Some-college, Divorced, Exec-managerial, Unmarried, White, Female,0,0,50, United-States, <=50K
47, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,35, United-States, <=50K
79, Private, 7th-8th, Widowed, Adm-clerical, Unmarried, White, Female,0,0,35, United-States, <=50K
40, Local-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
41, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Male,2287,0,50, United-States, <=50K
31, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
33, Self-emp-not-inc, Masters, Never-married, Transport-moving, Husband, White, Male,0,0,40, Mexico, <=50K
27, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
45, State-gov, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
56, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
35, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,35, United-States, <=50K
30, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Own-child, White, Male,0,0,10, United-States, <=50K
42, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K
30, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,4077,0,40, United-States, >50K
62, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,91, United-States, >50K
29, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,15024,0,64, United-States, >50K
30, Local-gov, HS-grad, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
30, Private, Some-college, Divorced, Adm-clerical, Not-in-family, Black, Male,0,0,40, India, <=50K
35, Private, HS-grad, Separated, Sales, Not-in-family, White, Female,0,0,40, Jamaica, <=50K
45, Local-gov, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,50, United-States, >50K
53, Private, Assoc-acdm, Divorced, Transport-moving, Not-in-family, White, Female,0,0,40, Iran, <=50K
24, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, <=50K
46, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
19, Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,35, Puerto-Rico, <=50K
48, Private, Doctorate, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,42, United-States, <=50K
25, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
25, Local-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, Black, Male,0,0,40, United-States, <=50K
37, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,30, United-States, <=50K
34, State-gov, HS-grad, Divorced, Sales, Unmarried, White, Female,0,0,32, United-States, <=50K
40, Self-emp-inc, Some-college, Never-married, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
20, Private, Some-college, Never-married, Adm-clerical, Own-child, Other, Female,0,0,36, United-States, <=50K
41, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
31, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,4386,0,50, United-States, <=50K
24, Private, Bachelors, Never-married, Sales, Own-child, White, Female,0,0,40, United-States, <=50K
49, Private, Some-college, Separated, Other-service, Not-in-family, White, Female,0,0,40, Jamaica, <=50K
19, Private, Some-college, Never-married, Craft-repair, Other-relative, White, Male,0,0,45, Taiwan, <=50K
46, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Wife, White, Male,0,0,40, United-States, >50K
30, State-gov, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
18, State-gov, Some-college, Never-married, Handlers-cleaners, Other-relative, White, Male,0,0,20, Honduras, <=50K
30, Self-emp-not-inc, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
40, Local-gov, Masters, Never-married, Exec-managerial, Husband, White, Female,0,0,40, United-States, >50K
43, Local-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
63, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
44, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Black, Male,0,0,40, United-States, <=50K
58, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,9765,0,50, United-States, >50K
57, Private, HS-grad, Divorced, Farming-fishing, Unmarried, White, Female,0,0,40, Puerto-Rico, <=50K
29, Local-gov, Bachelors, Never-married, Sales, Not-in-family, White, Female,0,0,50, United-States, <=50K
38, Self-emp-not-inc, 5th-6th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
34, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, Ecuador, >50K
46, Private, HS-grad, Married-civ-spouse, Prof-specialty, Unmarried, White, Male,0,2057,50, United-States, <=50K
22, Private, HS-grad, Never-married, Sales, Unmarried, White, Male,0,0,40, United-States, <=50K
50, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, United-States, >50K
46, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
37, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, <=50K
35, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, >50K
47, Private, HS-grad, Divorced, Farming-fishing, Unmarried, White, Female,0,0,40, Mexico, <=50K
24, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,65, United-States, <=50K
64, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, <=50K
29, Self-emp-not-inc, Masters, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,54, United-States, <=50K
48, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,6891,0,40, United-States, >50K
32, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
54, Self-emp-not-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
47, Self-emp-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,7687,0,60, United-States, >50K
32, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
33, Private, HS-grad, Never-married, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K
39, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, Dominican-Republic, <=50K
23, Private, Some-college, Never-married, Machine-op-inspct, Other-relative, White, Male,0,0,40, Ecuador, <=50K
63, Local-gov, HS-grad, Divorced, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
27, Private, Some-college, Divorced, Machine-op-inspct, Unmarried, Black, Female,0,0,45, United-States, <=50K
47, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,45, United-States, <=50K
43, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, Mexico, <=50K
61, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,3103,0,40, United-States, <=50K
58, Private, 1st-4th, Divorced, Handlers-cleaners, Unmarried, White, Male,0,0,40, Thailand, >50K
47, State-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,48, Jamaica, >50K
59, Private, Bachelors, Divorced, Machine-op-inspct, Wife, White, Male,0,0,40, United-States, <=50K
42, Private, Assoc-voc, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
47, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States, <=50K
36, Private, HS-grad, Never-married, Exec-managerial, Wife, White, Female,0,0,40, United-States, <=50K
51, State-gov, HS-grad, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, <=50K
20, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,48, Mexico, <=50K
35, Private, HS-grad, Never-married, Other-service, Unmarried, Black, Female,0,0,40, United-States, <=50K
41, Local-gov, Some-college, Divorced, Transport-moving, Husband, White, Male,0,0,30, United-States, <=50K
28, Self-emp-not-inc, Some-college, Never-married, Handlers-cleaners, Not-in-family, Black, Female,0,0,40, United-States, <=50K
23, Private, HS-grad, Divorced, Sales, Unmarried, White, Male,0,0,35, United-States, <=50K
23, Local-gov, Some-college, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
43, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
45, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,40, United-States, <=50K
60, Local-gov, 9th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,35, United-States, >50K
45, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
39, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, Peru, <=50K
19, Private, Bachelors, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
29, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
45, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, Black, Female,0,0,54, United-States, <=50K
28, Self-emp-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
54, Local-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, Guatemala, >50K
49, Private, Prof-school, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,30, United-States, <=50K
30, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
61, Self-emp-inc, 10th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
40, State-gov, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,1902,40, United-States, <=50K
23, State-gov, Assoc-acdm, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,30, United-States, >50K
55, Local-gov, 9th, Divorced, Machine-op-inspct, Unmarried, White, Female,0,0,40, United-States, <=50K
26, Private, HS-grad, Never-married, Transport-moving, Not-in-family, White, Male,0,0,30, United-States, <=50K
26, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,20, United-States, <=50K
53, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,0,0,15, United-States, <=50K
58, Private, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
17, Private, 10th, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
31, Private, HS-grad, Never-married, Craft-repair, Own-child, Black, Male,0,0,40, Columbia, <=50K
32, Local-gov, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
17, Private, 10th, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,20, United-States, <=50K
53, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,4880,0,40, United-States, >50K
47, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Mexico, <=50K
36, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,45, United-States, <=50K
60, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,7298,0,40, United-States, >50K
30, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
44, Private, HS-grad, Divorced, Adm-clerical, Other-relative, Black, Male,0,0,40, Mexico, <=50K
32, Local-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
17, Private, 11th, Never-married, Handlers-cleaners, Own-child, Amer-Indian-Eskimo, Male,0,1672,20, United-States, <=50K
49, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Guatemala, <=50K
39, State-gov, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K
36, Federal-gov, 10th, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
45, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
33, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
37, Private, HS-grad, Never-married, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
44, State-gov, Some-college, Never-married, Transport-moving, Not-in-family, White, Male,0,0,25, Outlying-US(Guam-USVI-etc), <=50K
19, Local-gov, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
39, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
24, Private, Bachelors, Never-married, Exec-managerial, Own-child, Black, Female,0,0,40, United-States, <=50K
59, Local-gov, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States, >50K
19, Private, Bachelors, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K
36, Private, HS-grad, Widowed, Prof-specialty, Husband, White, Male,0,0,40, Nicaragua, >50K
29, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,3103,0,70, Greece, >50K
34, Private, HS-grad, Never-married, Adm-clerical, Own-child, Black, Female,0,0,40, United-States, <=50K
36, Local-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,54, United-States, <=50K
55, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, Germany, <=50K
34, Private, Some-college, Never-married, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
24, Private, Bachelors, Never-married, Prof-specialty, Wife, Asian-Pac-Islander, Female,0,0,20, United-States, <=50K
26, Local-gov, Some-college, Never-married, Adm-clerical, Not-in-family, Black, Male,0,0,42, Mexico, <=50K
24, Private, HS-grad, Never-married, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
36, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
33, Private, HS-grad, Never-married, Farming-fishing, Own-child, White, Male,0,0,50, United-States, <=50K
29, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Mexico, <=50K
90, Private, 9th, Widowed, Farming-fishing, Husband, White, Female,0,0,35, China, <=50K
30, Self-emp-not-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,45, United-States, <=50K
37, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, United-States, >50K
28, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Not-in-family, White, Female,0,0,40, Columbia, <=50K
23, Private, Some-college, Married-civ-spouse, Tech-support, Husband, Other, Male,0,0,40, United-States, <=50K
32, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
22, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Male,0,0,12, United-States, <=50K
34, Private, Some-college, Never-married, Craft-repair, Husband, White, Male,0,1671,40, United-States, <=50K
36, Private, Some-college, Widowed, Farming-fishing, Not-in-family, White, Female,0,0,40, Jamaica, <=50K
36, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,35, United-States, <=50K
42, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,3133,0,45, United-States, >50K
53, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,35, United-States, <=50K
