24, Private, HS-grad, Married-civ-spouse, Craft-repair, Wife, Asian-Pac-Islander, Male,0,0,35, Thailand, <=50K
44, Local-gov, 11th, Divorced, Other-service, Not-in-family, White, Female,0,0,35, United-States, <=50K
61, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Female,0,0,35, United-States, <=50K
36, Private, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
37, Local-gov, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,0,0,16, United-States, <=50K
33, Self-emp-inc, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
35, Private, Bachelors, Divorced, Prof-specialty, Unmarried, Black, Female,0,0,50, United-States, <=50K
46, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
19, State-gov, Bachelors, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,30, United-States, <=50K
41, Private, Assoc-voc, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, United-States, >50K
90, Self-emp-not-inc, Doctorate, Widowed, Farming-fishing, Not-in-family, White, Male,0,0,38, United-States, <=50K
21, Private, Some-college, Never-married, Other-service, Unmarried, White, Female,0,0,20, United-States, <=50K
44, State-gov, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,60, United-States, <=50K
28, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
18, State-gov, Some-college, Never-married, Craft-repair, Not-in-family, White, Male,0,0,20, United-States, <=50K
32, State-gov, Assoc-voc, Never-married, Machine-op-inspct, Husband, White, Male,0,0,40, Dominican-Republic, <=50K
49, Self-emp-not-inc, Some-college, Married-spouse-absent, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
29, Private, Bachelors, Divorced, Sales, Not-in-family, White, Male,0,0,50, United-States, <=50K
21, Local-gov, HS-grad, Never-married, Adm-clerical, Own-child, Other, Male,0,0,30, United-States, <=50K
53, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,1977,50, United-States, >50K
30, Private, HS-grad, Divorced, Adm-clerical, Own-child, Black, Male,0,0,40, United-States, <=50K
19, Self-emp-inc, 11th, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,15, Dominican-Republic, <=50K
29, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,45, United-States, <=50K
32, Private, Some-college, Divorced, Sales, Not-in-family, White, Male,0,0,50, United-States, <=50K
71, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, United-States, >50K
25, Private, 5th-6th, Never-married, Tech-support, Own-child, White, Male,0,0,40, United-States, <=50K
21, State-gov, Some-college, Never-married, Tech-support, Not-in-family, White, Female,0,0,40, United-States, <=50K
26, Private, 1st-4th, Divorced, Other-service, Unmarried, White, Female,0,0,25, United-States, <=50K
30, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
59, Local-gov, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Female,27567,0,45, United-States, <=50K
32, Private, 7th-8th, Never-married, Other-service, Own-child, Black, Female,0,0,40, United-States, <=50K
44, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
19, Self-emp-not-inc, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
34, Private, HS-grad, Married-civ-spouse, Craft-repair, Other-relative, White, Male,0,0,40, United-States, <=50K
41, Private, Some-college, Separated, Machine-op-inspct, Not-in-family, White, Male,0,0,35, United-States, <=50K
39, State-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,2435,41, United-States, <=50K
42, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,45, United-States, <=50K
25, Local-gov, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
20, State-gov, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
29, Private, Bachelors, Never-married, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
35, Private, HS-grad, Never-married, Sales, Wife, White, Female,0,0,30, United-States, <=50K
22, Private, HS-grad, Never-married, Farming-fishing, Own-child, White, Male,0,0,50, United-States, <=50K
90, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, United-States, <=50K
22, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, >50K
19, Private, Some-college, Never-married, Exec-managerial, Own-child, White, Male,0,0,20, United-States, <=50K
30, Private, Bachelors, Never-married, Adm-clerical, Own-child, White, Female,0,0,35, Mexico, <=50K
45, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, China, <=50K
32, Local-gov, HS-grad, Separated, Adm-clerical, Not-in-family, Black, Female,0,0,50, United-States, <=50K
40, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Italy, >50K
18, Self-emp-inc, Some-college, Married-civ-spouse, Handlers-cleaners, Wife, White, Male,0,0,40, United-States, <=50K
42, Private, 5th-6th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,30, United-States, <=50K
44, Local-gov, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,50, United-States, <=50K
65, Self-emp-not-inc, Some-college, Divorced, Tech-support, Not-in-family, White, Female,0,0,40, United-States, <=50K
33, Private, Some-college, Never-married, Other-service, Not-in-family, Black, Female,0,0,40, United-States, <=50K
44, Federal-gov, HS-grad, Married-spouse-absent, Craft-repair, Not-in-family, White, Female,0,0,50, United-States, <=50K
50, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,2453,0,40, United-States, <=50K
56, Private, HS-grad, Divorced, Other-service, Wife, White, Female,0,0,40, United-States, <=50K
29, Private, HS-grad, Separated, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
41, Private, HS-grad, Never-married, Prof-specialty, Husband, White, Male,0,0,40, Mexico, <=50K
40, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, <=50K
51, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K
27, Local-gov, Some-college, Never-married, Sales, Other-relative, White, Male,0,0,30, United-States, <=50K
25, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, Black, Male,0,0,40, United-States, <=50K
24, Private, Some-college, Married-civ-spouse, Exec-managerial, Own-child, White, Male,0,0,45, United-States, <=50K
25, Private, Some-college, Never-married, Other-service, Own-child, Black, Female,0,0,40, United-States, <=50K
25, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Own-child, White, Male,0,0,40, United-States, <=50K
33, Local-gov, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,30, United-States, <=50K
19, Private, 11th, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
19, Private, Some-college, Never-married, Sales, Not-in-family, White, Female,0,0,30, United-States, <=50K
32, Private, Some-college, Never-married, Other-service, Other-relative, White, Male,0,0,40, United-States, <=50K
52, Federal-gov, Assoc-acdm, Divorced, Prof-specialty, Unmarried, White, Male,0,0,40, United-States, <=50K
58, Self-emp-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,1902,50, United-States, >50K
55, Private, HS-grad, Divorced, Prof-specialty, Wife, White, Female,0,0,45, United-States, >50K
23, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,30, United-States, <=50K
63, Self-emp-not-inc, HS-grad, Widowed, Adm-clerical, Unmarried, White, Female,0,0,21, United-States, <=50K
25, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,35, United-States, <=50K
33, State-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
17, Private, 11th, Never-married, Sales, Own-child, White, Male,0,0,20, United-States, <=50K
22, Local-gov, 12th, Never-married, Craft-repair, Other-relative, White, Male,0,0,30, England, <=50K
61, Self-emp-not-inc, HS-grad, Widowed, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
57, Local-gov, Assoc-voc, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,35, United-States, <=50K
17, Private, 11th, Never-married, Sales, Own-child, White, Male,0,0,20, United-States, <=50K
30, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,45, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,50, United-States, >50K
38, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
41, Private, 5th-6th, Widowed, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
37, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,7298,0,40, United-States, >50K
59, Self-emp-inc, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,40, United-States, >50K
31, Private, Some-college, Never-married, Other-service, Unmarried, White, Male,0,0,35, Greece, <=50K
41, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
28, Federal-gov, HS-grad, Divorced, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
23, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,30, United-States, <=50K
34, Local-gov, Assoc-acdm, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Male,0,0,20, United-States, <=50K
56, Private, Some-college, Divorced, Prof-specialty, Wife, White, Female,0,0,50, United-States, <=50K
60, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,20, United-States, <=50K
32, Private, Some-college, Separated, Exec-managerial, Not-in-family, White, Female,4070,0,35, United-States, <=50K
45, Federal-gov, Doctorate, Married-civ-spouse, Sales, Husband, White, Male,7687,0,40, United-States, >50K
28, State-gov, 5th-6th, Never-married, Adm-clerical, Unmarried, White, Female,0,0,4, Dominican-Republic, <=50K
67, Federal-gov, HS-grad, Widowed, Other-service, Not-in-family, White, Male,0,0,20, United-States, <=50K
24, Private, 11th, Married-civ-spouse, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
55, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
38, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,50, United-States, <=50K
49, Private, Assoc-voc, Divorced, Craft-repair, Wife, White, Female,0,0,40, United-States, <=50K
51, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,36, United-States, <=50K
35, Private, Masters, Never-married, Other-service, Not-in-family, White, Male,0,0,45, United-States, <=50K
38, Local-gov, Bachelors, Never-married, Sales, Unmarried, Other, Female,0,0,35, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
22, Private, HS-grad, Never-married, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
58, Private, 7th-8th, Divorced, Tech-support, Not-in-family, Black, Female,0,0,40, United-States, <=50K
27, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
39, Private, HS-grad, Married-civ-spouse, Sales, Unmarried, White, Male,0,0,30, United-States, <=50K
45, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, France, <=50K
23, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
26, Private, Some-college, Married-civ-spouse, Other-service, Own-child, White, Male,0,0,20, United-States, <=50K
36, Private, Assoc-acdm, Separated, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
44, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
31, Local-gov, Some-college, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,45, Poland, <=50K
55, Federal-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, Peru, <=50K
45, Private, Masters, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, >50K
33, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
36, State-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
62, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
33, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, <=50K
31, Federal-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Mexico, <=50K
37, State-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
43, State-gov, HS-grad, Married-civ-spouse, Exec-managerial, Wife, White, Male,15024,0,45, United-States, >50K
22, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,35, United-States, <=50K
33, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, <=50K
37, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, United-States, <=50K
20, Private, 11th, Married-civ-spouse, Handlers-cleaners, Own-child, White, Male,0,0,24, United-States, <=50K
39, Private, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, >50K
27, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,50, Canada, <=50K
25, Local-gov, Assoc-acdm, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, United-States, <=50K
29, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1902,40, United-States, >50K
34, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States, <=50K
46, State-gov, Some-college, Divorced, Other-service, Unmarried, White, Female,0,0,35, United-States, <=50K
58, Local-gov, 10th, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
56, Local-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,54, United-States, >50K
46, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,0,2397,49, United-States, >50K
31, Local-gov, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
33, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
26, Local-gov, HS-grad, Never-married, Exec-managerial, Own-child, White, Male,0,0,50, United-States, <=50K
21, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Wife, White, Male,0,0,45, United-States, >50K
46, Federal-gov, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,62, United-States, >50K
40, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
24, Private, Some-college, Married-spouse-absent, Sales, Not-in-family, White, Male,0,0,45, United-States, <=50K
44, Self-emp-not-inc, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
32, Private, Assoc-acdm, Divorced, Exec-managerial, Not-in-family, Black, Female,0,0,40, United-States, <=50K
24, Private, HS-grad, Married-spouse-absent, Tech-support, Not-in-family, White, Male,0,0,40, El-Salvador, <=50K
17, Local-gov, 11th, Never-married, Other-service, Own-child, White, Male,0,0,20, United-States, <=50K
45, Private, HS-grad, Never-married, Craft-repair, Wife, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
25, Private, HS-grad, Never-married, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
22, Private, Assoc-voc, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
33, Self-emp-not-inc, 11th, Never-married, Exec-managerial, Own-child, Black, Male,0,0,40, Scotland, <=50K
20, Private, 1st-4th, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K
19, Private, Some-college, Never-married, Other-service, Own-child, White, Female,2048,0,20, United-States, <=50K
32, State-gov, HS-grad, Married-civ-spouse, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
41, Private, Some-college, Divorced, Sales, Not-in-family, White, Female,0,0,50, United-States, <=50K
44, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
33, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,1902,40, United-States, >50K
56, Self-emp-not-inc, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
32, Federal-gov, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,35, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
30, State-gov, 5th-6th, Never-married, Other-service, Husband, White, Female,0,0,16, United-States, <=50K
31, Self-emp-not-inc, HS-grad, Never-married, Tech-support, Not-in-family, White, Male,0,0,40, United-States, <=50K
62, Private, Some-college, Married-spouse-absent, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
53, Private, Some-college, Never-married, Other-service, Husband, White, Male,0,0,40, United-States, >50K
17, Private, Assoc-acdm, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,10, United-States, <=50K
64, Self-emp-inc, HS-grad, Divorced, Adm-clerical, Husband, White, Male,6479,0,60, United-States, >50K
49, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,35, United-States, <=50K
31, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,46, United-States, <=50K
42, Private, 7th-8th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Vietnam, >50K
31, Private, Bachelors, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
40, Private, Assoc-voc, Divorced, Craft-repair, Not-in-family, White, Female,0,0,40, Puerto-Rico, <=50K
41, Self-emp-not-inc, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Female,99999,0,54, United-States, >50K
62, Private, HS-grad, Married-spouse-absent, Adm-clerical, Unmarried, White, Female,0,0,35, United-States, <=50K
47, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
44, Private, Some-college, Widowed, Prof-specialty, Own-child, White, Male,0,0,30, United-States, <=50K
18, Private, Bachelors, Never-married, Other-service, Not-in-family, White, Female,0,0,25, United-States, <=50K
43, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
38, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,54, United-States, <=50K
52, Local-gov, 10th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
30, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,54, United-States, <=50K
31, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Female,99999,0,60, United-States, >50K
33, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,60, United-States, <=50K
27, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, >50K
22, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
35, Private, 12th, Separated, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
36, Local-gov, 11th, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, >50K
59, Private, Some-college, Separated, Adm-clerical, Not-in-family, White, Female,2210,0,36, United-States, <=50K
49, Local-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,7298,0,40, United-States, >50K
29, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,60, United-States, >50K
68, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,24, United-States, >50K
32, Private, Assoc-voc, Separated, Adm-clerical, Not-in-family, White, Female,0,0,40, South, <=50K
23, Private, Some-college, Married-spouse-absent, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
19, Local-gov, HS-grad, Never-married, Adm-clerical, Own-child, White, Male,0,0,45, United-States, <=50K
35, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
59, Local-gov, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,63, United-States, >50K
45, Local-gov, HS-grad, Separated, Adm-clerical, Husband, White, Male,0,0,50, United-States, <=50K
30, Private, 10th, Divorced, Other-service, Not-in-family, White, Female,0,0,25, United-States, <=50K
31, Private, Assoc-acdm, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
29, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
40, Private, 11th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,38, United-States, >50K
34, Local-gov, 10th, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,50, United-States, <=50K
36, Private, 1st-4th, Never-married, Prof-specialty, Wife, White, Male,0,0,32, United-States, <=50K
39, Private, HS-grad, Divorced, Handlers-cleaners, Husband, White, Male,0,0,54, United-States, <=50K
42, State-gov, Bachelors, Never-married, Machine-op-inspct, Unmarried, White, Female,0,0,40, United-States, <=50K
24, Federal-gov, Some-college, Never-married, Sales, Not-in-family, Black, Male,0,0,30, United-States, <=50K
47, Private, 7th-8th, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
29, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
72, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999,0,24, United-States, >50K
44, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
22, Private, Bachelors, Never-married, Transport-moving, Husband, White, Male,0,0,45, United-States, <=50K
46, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,3325,0,40, United-States, <=50K
20, Private, 11th, Never-married, Sales, Own-child, White, Female,0,0,10, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
31, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,30, United-States, <=50K
40, Private, Some-college, Divorced, Protective-serv, Unmarried, White, Female,0,0,40, United-States, <=50K
34, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
28, Self-emp-not-inc, HS-grad, Divorced, Farming-fishing, Unmarried, White, Female,0,0,50, United-States, <=50K
47, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,72, United-States, <=50K
34, State-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,7298,0,40, United-States, >50K
48, Local-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,61, United-States, >50K
59, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Philippines, <=50K
26, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Italy, >50K
37, Local-gov, Bachelors, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
26, Private, HS-grad, Married-civ-spouse, Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K
64, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
39, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
36, Private, 9th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
25, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Black, Male,0,0,40, United-States, <=50K
22, Private, HS-grad, Never-married, Machine-op-inspct, Other-relative, White, Male,0,0,35, United-States, <=50K
60, Self-emp-not-inc, 10th, Married-civ-spouse, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
36, Private, Some-college, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,40, United-States, <=50K
36, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,7687,0,40, United-States, >50K
55, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
48, Private, Some-college, Separated, Craft-repair, Unmarried, White, Female,0,0,40, El-Salvador, <=50K
39, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
24, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,38, United-States, <=50K
18, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
56, Local-gov, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
31, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,46, United-States, >50K
48, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
31, Local-gov, Assoc-acdm, Married-civ-spouse, Farming-fishing, Not-in-family, White, Male,0,0,50, United-States, <=50K
59, Private, 7th-8th, Widowed, Sales, Not-in-family, White, Female,0,0,25, United-States, <=50K
48, State-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
21, Private, Assoc-acdm, Never-married, Tech-support, Own-child, White, Female,0,0,40, United-States, <=50K
46, Local-gov, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,2024,40, United-States, >50K
57, Local-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
43, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
63, Private, Assoc-voc, Divorced, Machine-op-inspct, Wife, White, Female,0,0,24, United-States, <=50K
34, Private, HS-grad, Never-married, Prof-specialty, Unmarried, White, Male,0,0,40, United-States, <=50K
22, State-gov, Some-college, Never-married, Craft-repair, Husband, White, Female,0,0,25, United-States, <=50K
37, Private, HS-grad, Separated, Handlers-cleaners, Other-relative, White, Male,0,0,40, United-States, <=50K
20, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Own-child, Black, Male,0,0,40, United-States, <=50K
40, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,0,0,50, United-States, <=50K
34, Private, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,35, United-States, <=50K
42, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
25, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,40, United-States, <=50K
31, Private, Assoc-voc, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
44, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
19, Private, 12th, Never-married, Adm-clerical, Own-child, White, Female,0,0,20, United-States, <=50K
42, Federal-gov, Assoc-voc, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
29, Local-gov, HS-grad, Divorced, Craft-repair, Own-child, White, Male,4604,0,45, United-States, <=50K
