56, Self-emp-not-inc, HS-grad, Divorced, Craft-repair, Unmarried, Amer-Indian-Eskimo, Male,0,0,50, Cuba, >50K
22, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,40, Greece, <=50K
28, Self-emp-inc, Bachelors, Never-married, Sales, Unmarried, Black, Male,0,0,40, Ecuador, <=50K
31, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, Black, Male,3827,0,50, Vietnam, >50K
38, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,7298,0,54, Puerto-Rico, <=50K
35, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, Outlying-US(Guam-USVI-etc), <=50K
24, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,50, Cambodia, <=50K
63, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,48, Philippines, <=50K
35, Private, Assoc-voc, Separated, Machine-op-inspct, Husband, White, Male,0,0,40, Guatemala, <=50K
32, Private, Some-college, Married-civ-spouse, Sales, Husband, Black, Male,0,0,50, Haiti, <=50K
32, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,6928,0,44, France, <=50K
46, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,7687,0,44, Dominican-Republic, >50K
36, Private, Prof-school, Never-married, Adm-clerical, Husband, Amer-Indian-Eskimo, Female,10530,0,40, El-Salvador, <=50K
37, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,99, Dominican-Republic, <=50K
30, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, Black, Male,0,0,40, Yugoslavia, >50K
29, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, Black, Male,0,0,42, Italy, <=50K
20, Private, HS-grad, Separated, Handlers-cleaners, Own-child, Black, Male,0,0,15, Haiti, <=50K
52, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Female,0,0,40, El-Salvador, <=50K
25, Private, HS-grad, Never-married, Craft-repair, Unmarried, White, Male,0,0,50, Scotland, >50K
41, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, Cuba, <=50K
67, Private, Bachelors, Widowed, Sales, Husband, White, Female,10520,0,20, Yugoslavia, >50K
26, Private, 11th, Never-married, Craft-repair, Husband, White, Male,0,0,60, Yugoslavia, <=50K
40, Private, HS-grad, Divorced, Adm-clerical, Husband, White, Male,0,0,40, Hungary, <=50K
32, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,45, England, <=50K
41, Private, 1st-4th, Never-married, Prof-specialty, Husband, White, Female,0,0,40, Dominican-Republic, >50K
51, Private, Bachelors, Divorced, Prof-specialty, Husband, White, Female,10520,0,50, Poland, <=50K
33, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,45, Guatemala, <=50K
20, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,12, Jamaica, <=50K
40, State-gov, Bachelors, Divorced, Other-service, Unmarried, Black, Male,0,0,40, Jamaica, <=50K
40, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Mexico, <=50K
43, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Haiti, <=50K
36, Private, Some-college, Never-married, Handlers-cleaners, Own-child, Asian-Pac-Islander, Female,0,0,25, Mexico, <=50K
30, Private, Bachelors, Divorced, Tech-support, Husband, Black, Male,0,0,40, Cuba, >50K
18, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,15, China, >50K
25, Private, Some-college, Divorced, Exec-managerial, Husband, White, Male,0,0,40, Mexico, <=50K
43, Local-gov, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Female,0,0,40, El-Salvador, <=50K
53, Private, Assoc-voc, Married-civ-spouse, Adm-clerical, Husband, Black, Female,0,0,35, South, <=50K
36, Private, Some-college, Never-married, Tech-support, Not-in-family, White, Male,0,0,40, Mexico, <=50K
58, Private, 1st-4th, Divorced, Adm-clerical, Husband, Amer-Indian-Eskimo, Female,0,0,40, Guatemala, <=50K
20, Self-emp-not-inc, Some-college, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, Haiti, <=50K
59, Private, 12th, Separated, Other-service, Not-in-family, Asian-Pac-Islander, Male,0,0,8, Japan, <=50K
61, Local-gov, Bachelors, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Cuba, <=50K
39, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Female,0,0,45, Japan, >50K
49, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Female,0,0,50, Mexico, <=50K
33, Private, Some-college, Never-married, Craft-repair, Own-child, White, Male,0,0,30, Iran, >50K
58, Private, Masters, Married-civ-spouse, Farming-fishing, Husband, Other, Male,0,0,60, Yugoslavia, <=50K
33, Private, HS-grad, Divorced, Machine-op-inspct, Wife, Black, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
34, Private, Prof-school, Married-civ-spouse, Sales, Not-in-family, White, Female,0,0,40, Mexico, <=50K
47, Private, HS-grad, Married-civ-spouse, Sales, Unmarried, White, Male,0,0,40, England, <=50K
42, Local-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,7298,0,50, England, >50K
47, Self-emp-not-inc, Prof-school, Married-civ-spouse, Sales, Husband, White, Male,0,0,80, Taiwan, <=50K
48, Private, 12th, Married-civ-spouse, Exec-managerial, Unmarried, White, Female,0,0,40, Poland, <=50K
21, Private, HS-grad, Married-civ-spouse, Other-service, Not-in-family, White, Male,4543,0,40, United-States, >50K
58, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, Greece, >50K
61, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Philippines, >50K
57, Self-emp-inc, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, White, Female,0,1977,40, Peru, <=50K
29, Private, Assoc-voc, Never-married, Craft-repair, Not-in-family, White, Female,0,0,36, Cuba, <=50K
35, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,50, Peru, <=50K
20, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,40, El-Salvador, <=50K
26, Private, Some-college, Never-married, Sales, Husband, White, Female,2160,0,30, Ireland, <=50K
45, Self-emp-not-inc, HS-grad, Divorced, Machine-op-inspct, Husband, White, Male,0,0,50, Greece, <=50K
43, Private, HS-grad, Married-civ-spouse, Sales, Wife, Asian-Pac-Islander, Female,0,1896,35, Cuba, <=50K
46, Local-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Japan, >50K
44, Private, Some-college, Divorced, Farming-fishing, Husband, White, Male,0,0,48, Dominican-Republic, <=50K
23, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,45, Peru, <=50K
50, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Female,0,0,50, Ecuador, >50K
50, Self-emp-not-inc, 11th, Married-civ-spouse, Farming-fishing, Not-in-family, White, Female,0,0,40, Jamaica, <=50K
34, Private, Some-college, Married-civ-spouse, Prof-specialty, Wife, White, Female,5178,0,40, Ireland, >50K
49, Self-emp-not-inc, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,0,80, United-States, >50K
34, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,50, Ecuador, <=50K
47, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, Black, Female,0,0,40, Canada, <=50K
61, Federal-gov, HS-grad, Divorced, Prof-specialty, Husband, White, Male,0,0,16, Ecuador, <=50K
29, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Nicaragua, <=50K
18, Private, Some-college, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,20, Dominican-Republic, <=50K
72, Self-emp-not-inc, Bachelors, Widowed, Other-service, Husband, White, Male,0,0,15, Haiti, <=50K
47, Private, Masters, Married-civ-spouse, Adm-clerical, Unmarried, White, Male,0,0,40, Ecuador, >50K
21, Private, Bachelors, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,20, Germany, <=50K
35, Federal-gov, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,40, Philippines, <=50K
20, Private, Assoc-acdm, Never-married, Other-service, Other-relative, White, Male,0,0,20, Jamaica, <=50K
29, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, Honduras, <=50K
54, Private, Some-college, Divorced, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
45, Self-emp-inc, Doctorate, Married-civ-spouse, Exec-managerial, Husband, White, Female,15024,0,60, England, <=50K
56, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), >50K
23, State-gov, HS-grad, Never-married, Other-service, Other-relative, Black, Female,0,0,20, Columbia, <=50K
36, Private, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, Black, Male,0,0,40, Hungary, >50K
20, Private, 9th, Never-married, Other-service, Not-in-family, White, Female,0,0,30, Guatemala, <=50K
57, Private, Prof-school, Widowed, Handlers-cleaners, Unmarried, Black, Female,0,2201,20, Hong, <=50K
23, Private, Some-college, Never-married, Machine-op-inspct, Husband, White, Female,0,0,40, Ecuador, <=50K
44, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, Mexico, <=50K
33, Private, Some-college, Married-civ-spouse, Sales, Own-child, White, Female,0,0,40, Haiti, <=50K
39, Private, Bachelors, Divorced, Adm-clerical, Own-child, White, Female,4568,0,25, Germany, >50K
49, Private, Some-college, Married-civ-spouse, Protective-serv, Husband, White, Female,0,0,60, Thailand, <=50K
30, Federal-gov, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, China, >50K
21, Private, 11th, Never-married, Other-service, Not-in-family, White, Female,0,0,40, Guatemala, <=50K
58, Private, HS-grad, Widowed, Prof-specialty, Not-in-family, White, Male,0,0,20, Haiti, <=50K
24, Private, Masters, Married-civ-spouse, Sales, Not-in-family, White, Female,0,0,45, Greece, <=50K
33, Private, 7th-8th, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,40, Hungary, <=50K
24, Private, 11th, Divorced, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
34, Private, HS-grad, Never-married, Other-service, Husband, White, Male,0,0,50, Nicaragua, <=50K
25, Private, Bachelors, Divorced, Handlers-cleaners, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Scotland, <=50K
30, Private, 10th, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,99, Iran, >50K
47, Local-gov, Bachelors, Divorced, Adm-clerical, Husband, White, Male,0,0,40, Puerto-Rico, <=50K
56, Private, Masters, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,40, Japan, <=50K
57, State-gov, 7th-8th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,35, China, <=50K
30, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,0,0,60, France, >50K
45, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1887,40, Peru, <=50K
38, Private, Some-college, Divorced, Prof-specialty, Wife, Asian-Pac-Islander, Male,0,0,20, Dominican-Republic, <=50K
51, Private, HS-grad, Widowed, Sales, Husband, White, Female,0,0,40, Ecuador, >50K
30, Private, Assoc-acdm, Never-married, Other-service, Husband, White, Female,0,0,40, Guatemala, <=50K
31, Private, HS-grad, Never-married, Prof-specialty, Husband, White, Male,0,0,40, Poland, <=50K
76, Private, 7th-8th, Divorced, Handlers-cleaners, Not-in-family, White, Male,0,0,10, Ecuador, <=50K
40, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Taiwan, >50K
53, Private, 10th, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,40, Greece, >50K
64, Private, Bachelors, Widowed, Prof-specialty, Husband, White, Female,0,0,20, Hong, <=50K
25, Private, Assoc-voc, Separated, Machine-op-inspct, Own-child, White, Male,0,0,40, Germany, >50K
21, Private, Bachelors, Never-married, Sales, Unmarried, White, Female,0,0,40, Ecuador, <=50K
61, Federal-gov, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, Peru, <=50K
51, Private, Masters, Married-civ-spouse, Prof-specialty, Wife, Other, Male,99999,0,40, United-States, >50K
31, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,35, Philippines, <=50K
25, Private, 11th, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Male,0,0,30, Mexico, <=50K
35, Private, 12th, Never-married, Prof-specialty, Wife, Other, Male,0,0,40, Hungary, <=50K
41, Private, Bachelors, Married-civ-spouse, Tech-support, Unmarried, White, Female,0,0,40, Guatemala, <=50K
30, Local-gov, Assoc-voc, Married-civ-spouse, Other-service, Unmarried, White, Male,0,0,40, Portugal, >50K
34, Private, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,0,35, United-States, <=50K
36, Private, Some-college, Divorced, Adm-clerical, Unmarried, Black, Male,0,0,40, Italy, <=50K
39, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,45, Italy, >50K
66, Self-emp-not-inc, HS-grad, Widowed, Machine-op-inspct, Not-in-family, White, Male,0,0,15, Jamaica, <=50K
28, Self-emp-inc, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, Mexico, <=50K
46, Private, HS-grad, Divorced, Craft-repair, Husband, Asian-Pac-Islander, Male,4266,0,60, Yugoslavia, >50K
44, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, Amer-Indian-Eskimo, Female,0,0,45, Hungary, <=50K
28, Local-gov, Masters, Divorced, Handlers-cleaners, Not-in-family, Black, Male,0,0,40, Peru, <=50K
22, Private, Some-college, Never-married, Transport-moving, Own-child, White, Female,0,0,40, Portugal, >50K
19, Private, Bachelors, Married-civ-spouse, Other-service, Own-child, Black, Female,0,0,25, Laos, <=50K
17, Private, 11th, Never-married, Sales, Own-child, Black, Male,0,0,13, Poland, <=50K
39, Private, Assoc-acdm, Married-civ-spouse, Sales, Not-in-family, Asian-Pac-Islander, Male,0,0,60, Ireland, >50K
29, Private, Some-college, Never-married, Adm-clerical, Own-child, Other, Male,0,0,52, El-Salvador, <=50K
19, Private, Some-college, Never-married, Sales, Own-child, Black, Female,0,0,30, South, >50K
46, Private, Masters, Divorced, Exec-managerial, Husband, White, Female,0,0,45, Yugoslavia, <=50K
34, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,45, Cuba, <=50K
35, Private, Bachelors, Never-married, Exec-managerial, Husband, White, Male,0,0,54, South, >50K
22, Self-emp-inc, HS-grad, Never-married, Transport-moving, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Scotland, <=50K
38, Private, HS-grad, Divorced, Craft-repair, Husband, White, Male,0,0,40, Vietnam, <=50K
31, Private, 9th, Married-civ-spouse, Prof-specialty, Unmarried, White, Female,0,0,40, France, <=50K
36, Private, Bachelors, Married-civ-spouse, Farming-fishing, Not-in-family, White, Male,15024,0,40, Canada, >50K
30, Local-gov, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,40, Nicaragua, <=50K
41, State-gov, 10th, Never-married, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Nicaragua, <=50K
42, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,60, Vietnam, >50K
35, Private, Assoc-voc, Never-married, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,44, India, >50K
24, Private, Masters, Never-married, Other-service, Husband, White, Female,0,0,40, Dominican-Republic, <=50K
50, Local-gov, Doctorate, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, Trinadad&Tobago, >50K
49, Private, HS-grad, Divorced, Sales, Unmarried, White, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
50, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Female,7298,0,40, England, <=50K
23, Private, Some-college, Divorced, Exec-managerial, Own-child, White, Female,0,0,40, Japan, <=50K
31, Private, Bachelors, Separated, Exec-managerial, Unmarried, White, Female,0,0,40, Laos, >50K
26, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Thailand, <=50K
30, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, Other, Female,0,0,40, Columbia, <=50K
17, Private, 11th, Never-married, Sales, Own-child, White, Male,0,0,6, Cuba, <=50K
34, Private, Assoc-acdm, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,60, Puerto-Rico, <=50K
29, Private, Some-college, Married-civ-spouse, Tech-support, Other-relative, White, Female,0,0,36, Columbia, <=50K
62, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,5178,0,40, Yugoslavia, >50K
41, Self-emp-inc, HS-grad, Divorced, Prof-specialty, Other-relative, White, Female,0,0,48, Nicaragua, >50K
49, Private, Some-college, Never-married, Exec-managerial, Husband, Black, Female,3647,0,40, United-States, <=50K
23, Private, Some-college, Married-civ-spouse, Prof-specialty, Own-child, White, Female,0,0,40, France, <=50K
36, Private, 9th, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,54, El-Salvador, <=50K
40, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
52, Private, Assoc-voc, Married-civ-spouse, Adm-clerical, Wife, White, Male,0,0,20, Ecuador, <=50K
54, Private, Prof-school, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, Outlying-US(Guam-USVI-etc), <=50K
34, Private, Assoc-voc, Never-married, Prof-specialty, Own-child, Black, Female,0,0,32, Philippines, <=50K
37, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1879,54, United-States, >50K
48, Private, Assoc-voc, Divorced, Prof-specialty, Husband, White, Female,0,0,60, Yugoslavia, <=50K
27, State-gov, Some-college, Married-civ-spouse, Handlers-cleaners, Unmarried, Black, Female,0,0,35, Trinadad&Tobago, <=50K
22, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Female,0,0,20, France, >50K
49, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Black, Female,0,0,40, Taiwan, <=50K
43, Private, Some-college, Married-civ-spouse, Prof-specialty, Unmarried, White, Male,0,0,40, Portugal, <=50K
30, State-gov, Some-college, Never-married, Other-service, Not-in-family, White, Male,0,0,40, Taiwan, <=50K
37, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Not-in-family, Other, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
28, Private, Some-college, Never-married, Protective-serv, Husband, Black, Male,0,0,40, Philippines, <=50K
67, Self-emp-not-inc, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,63,0,12, Peru, >50K
32, Private, Bachelors, Never-married, Other-service, Unmarried, White, Female,0,0,30, Trinadad&Tobago, <=50K
20, Private, HS-grad, Never-married, Transport-moving, Own-child, Black, Male,0,0,40, India, <=50K
69, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,16, India, <=50K
32, Private, Bachelors, Divorced, Handlers-cleaners, Not-in-family, White, Female,0,0,40, Honduras, <=50K
21, Private, Some-college, Divorced, Craft-repair, Not-in-family, White, Male,0,0,30, Greece, <=50K
63, Private, Doctorate, Married-civ-spouse, Craft-repair, Husband, Other, Female,0,0,48, Ecuador, <=50K
30, Private, Masters, Never-married, Craft-repair, Not-in-family, White, Female,4426,0,40, Thailand, <=50K
44, Private, Masters, Widowed, Craft-repair, Husband, Black, Female,0,0,38, Honduras, <=50K
23, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,40, United-States, <=50K
29, Private, HS-grad, Married-civ-spouse, Craft-repair, Wife, White, Male,0,0,45, Dominican-Republic, >50K
33, Private, HS-grad, Separated, Prof-specialty, Unmarried, White, Female,0,0,30, Philippines, <=50K
31, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Unmarried, White, Male,0,0,40, Nicaragua, <=50K
23, Private, Some-college, Never-married, Machine-op-inspct, Husband, White, Male,0,0,42, El-Salvador, <=50K
32, Private, Some-college, Never-married, Protective-serv, Own-child, Asian-Pac-Islander, Male,0,0,30, Italy, <=50K
39, Local-gov, Bachelors, Divorced, Sales, Husband, Black, Male,0,0,45, Portugal, >50K
22, Private, Some-college, Never-married, Other-service, Own-child, Black, Female,0,0,19, India, <=50K
29, Local-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, Other, Male,0,0,40, Taiwan, <=50K
52, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,40, Hong, <=50K
20, Private, Some-college, Never-married, Adm-clerical, Own-child, Black, Male,0,0,40, Ecuador, <=50K
27, Private, Bachelors, Married-civ-spouse, Craft-repair, Not-in-family, Other, Male,0,0,40, Japan, >50K
52, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,54, Ecuador, >50K
32, Private, Some-college, Married-civ-spouse, Adm-clerical, Unmarried, Black, Female,0,0,40, Hong, <=50K
44, Local-gov, 11th, Never-married, Other-service, Husband, White, Female,0,0,40, Japan, <=50K
53, Private, Some-college, Widowed, Other-service, Not-in-family, White, Male,0,0,40, Mexico, <=50K
50, State-gov, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,12, United-States, >50K
38, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,48, Canada, <=50K
43, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,60, Laos, <=50K
20, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, Dominican-Republic, >50K
30, Private, Bachelors, Never-married, Adm-clerical, Own-child, White, Male,0,0,15, Guatemala, <=50K
44, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1902,70, Nicaragua, <=50K
26, Self-emp-not-inc, HS-grad, Separated, Sales, Husband, White, Male,0,0,65, Thailand, <=50K
22, Private, Some-college, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,44, Canada, <=50K
27, Private, Prof-school, Married-civ-spouse, Craft-repair, Not-in-family, White, Female,0,0,40, Germany, <=50K
43, Private, Some-college, Divorced, Farming-fishing, Husband, White, Female,3622,0,50, India, <=50K
39, Private, Bachelors, Married-civ-spouse, Sales, Unmarried, White, Female,0,1902,40, Taiwan, >50K
48, Private, Masters, Divorced, Craft-repair, Husband, White, Male,0,0,40, Iran, <=50K
29, Self-emp-not-inc, Some-college, Married-civ-spouse, Other-service, Own-child, White, Male,0,0,48, Vietnam, <=50K
40, Private, Bachelors, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, Taiwan, <=50K
52, Self-emp-not-inc, HS-grad, Married-civ-spouse, Other-service, Unmarried, Black, Female,0,0,40, Yugoslavia, <=50K
72, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,25, Trinadad&Tobago, <=50K
29, Federal-gov, Some-college, Divorced, Craft-repair, Husband, White, Male,0,0,50, South, <=50K
40, Private, Masters, Divorced, Sales, Husband, White, Male,0,0,45, Laos, >50K
49, Private, HS-grad, Married-civ-spouse, Sales, Husband, Black, Male,0,0,60, Thailand, >50K
41, State-gov, HS-grad, Married-civ-spouse, Sales, Not-in-family, Asian-Pac-Islander, Male,0,0,35, Dominican-Republic, <=50K
44, Private, HS-grad, Married-civ-spouse, Adm-clerical, Unmarried, White, Female,0,0,40, Nicaragua, <=50K
42, State-gov, HS-grad, Married-civ-spouse, Prof-specialty, Unmarried, Black, Female,0,0,40, Yugoslavia, >50K
39, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,54, Mexico, <=50K
44, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,50, India, >50K
34, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, Portugal, <=50K
38, Private, Some-college, Married-civ-spouse, Farming-fishing, Unmarried, White, Female,0,0,52, Greece, >50K
17, Private, 10th, Never-married, Sales, Own-child, White, Female,0,0,15, Iran, <=50K
38, Private, Bachelors, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Female,0,0,45, Laos, <=50K
34, Federal-gov, HS-grad, Never-married, Farming-fishing, Not-in-family, White, Female,0,0,40, South, >50K
39, Self-emp-not-inc, Bachelors, Widowed, Prof-specialty, Husband, White, Male,0,1337,99, United-States, >50K
29, Private, HS-grad, Never-married, Tech-support, Own-child, Asian-Pac-Islander, Male,0,0,25, France, <=50K
17, Private, 11th, Never-married, Sales, Own-child, White, Female,0,0,14, Yugoslavia, <=50K
34, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,50, Mexico, <=50K
31, Private, 12th, Divorced, Machine-op-inspct, Own-child, White, Male,0,0,40, Vietnam, <=50K
31, Private, 12th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, Dominican-Republic, <=50K
27, Private, HS-grad, Never-married, Adm-clerical, Husband, White, Female,0,0,45, Dominican-Republic, >50K
30, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Unmarried, White, Female,0,0,50, Germany, >50K
39, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, Peru, >50K
71, Local-gov, Masters, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,9, Italy, <=50K
39, Private, Some-college, Never-married, Adm-clerical, Wife, White, Male,0,0,15, Puerto-Rico, <=50K
49, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Greece, <=50K
63, Self-emp-inc, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, Hong, <=50K
52, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, Guatemala, <=50K
40, Private, HS-grad, Divorced, Adm-clerical, Husband, White, Male,0,0,40, United-States, >50K
54, Federal-gov, Assoc-voc, Divorced, Sales, Not-in-family, Black, Female,0,0,20, Thailand, <=50K
34, Private, Bachelors, Married-civ-spouse, Sales, Unmarried, White, Male,0,0,40, Canada, >50K
26, Private, HS-grad, Never-married, Sales, Not-in-family, White, Female,0,0,50, Hungary, <=50K
65, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, Yugoslavia, >50K
43, Self-emp-inc, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, Philippines, <=50K
38, Private, Bachelors, Married-civ-spouse, Sales, Unmarried, Black, Male,0,0,40, Taiwan, >50K
38, Private, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, White, Female,0,0,40, Haiti, <=50K
52, Private, Doctorate, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,45, Nicaragua, <=50K
47, Local-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Poland, <=50K
56, Private, Bachelors, Divorced, Other-service, Husband, White, Male,0,0,40, Ecuador, <=50K
27, Private, 10th, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,50, Outlying-US(Guam-USVI-etc), <=50K
62, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, England, <=50K
