49, Self-emp-inc, HS-grad, Married-civ-spouse, Adm-clerical, Wife, Amer-Indian-Eskimo, Male,0,1902,48, Dominican-Republic, >50K
23, Private, Bachelors, Never-married, Sales, Not-in-family, White, Male,0,0,40, Thailand, <=50K
31, Self-emp-not-inc, HS-grad, Never-married, Adm-clerical, Husband, Amer-Indian-Eskimo, Female,0,0,40, Ecuador, <=50K
22, Private, HS-grad, Never-married, Craft-repair, Own-child, Other, Female,0,0,50, Hong, <=50K
39, Self-emp-not-inc, HS-grad, Separated, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Guatemala, >50K
37, Private, Some-college, Married-civ-spouse, Other-service, Husband, Other, Male,0,0,20, India, <=50K
57, Private, 7th-8th, Never-married, Protective-serv, Not-in-family, White, Male,0,0,50, England, >50K
26, Private, Bachelors, Married-civ-spouse, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Yugoslavia, <=50K
49, Private, HS-grad, Never-married, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, Puerto-Rico, <=50K
44, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, Columbia, <=50K
18, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, Black, Female,0,0,20, South, <=50K
42, Local-gov, Some-college, Separated, Adm-clerical, Not-in-family, White, Male,0,0,30, Laos, <=50K
27, Private, Some-college, Married-civ-spouse, Other-service, Not-in-family, Black, Female,0,0,40, United-States, <=50K
49, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Vietnam, >50K
28, Private, Some-college, Never-married, Sales, Husband, Black, Male,7298,0,40, Honduras, <=50K
36, Private, HS-grad, Never-married, Exec-managerial, Own-child, Other, Male,0,0,40, Honduras, <=50K
30, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, Amer-Indian-Eskimo, Female,0,0,40, Ecuador, <=50K
39, Private, Bachelors, Married-civ-spouse, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,0,0,45, South, >50K
54, State-gov, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, Amer-Indian-Eskimo, Male,0,0,50, Cuba, >50K
40, Private, 12th, Divorced, Handlers-cleaners, Husband, Black, Female,0,0,40, Thailand, <=50K
41, Private, HS-grad, Divorced, Adm-clerical, Husband, Amer-Indian-Eskimo, Male,0,0,40, Cambodia, <=50K
57, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Male,0,0,99, Ireland, >50K
35, Private, HS-grad, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Dominican-Republic, <=50K
52, Local-gov, Masters, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Male,0,0,50, France, <=50K
61, Private, Some-college, Divorced, Exec-managerial, Not-in-family, Black, Male,0,0,60, Japan, >50K
35, Self-emp-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,1914,50, Thailand, <=50K
41, Private, HS-grad, Divorced, Craft-repair, Own-child, Black, Male,0,0,35, Haiti, <=50K
32, Private, 1st-4th, Married-civ-spouse, Sales, Not-in-family, Amer-Indian-Eskimo, Female,0,0,50, Cuba, <=50K
35, Private, Some-college, Married-civ-spouse, Farming-fishing, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Cambodia, >50K
48, Private, Masters, Never-married, Prof-specialty, Not-in-family, Other, Female,0,0,40, Puerto-Rico, <=50K
22, Private, HS-grad, Never-married, Machine-op-inspct, Husband, Asian-Pac-Islander, Female,0,0,40, Cuba, <=50K
43, Private, HS-grad, Divorced, Transport-moving, Unmarried, Other, Male,0,0,40, Honduras, >50K
31, Private, HS-grad, Married-civ-spouse, Farming-fishing, Not-in-family, Amer-Indian-Eskimo, Male,0,0,86, Italy, <=50K
36, Local-gov, Some-college, Married-civ-spouse, Sales, Unmarried, Black, Male,0,0,40, Outlying-US(Guam-USVI-etc), >50K
33, Private, HS-grad, Never-married, Tech-support, Husband, Asian-Pac-Islander, Male,0,0,40, Philippines, <=50K
38, Self-emp-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Own-child, Black, Female,0,0,39, Poland, <=50K
41, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,45, Cambodia, <=50K
68, Self-emp-not-inc, 5th-6th, Married-civ-spouse, Other-service, Husband, White, Female,0,0,12, China, <=50K
33, Private, HS-grad, Never-married, Adm-clerical, Husband, Asian-Pac-Islander, Male,0,0,40, England, <=50K
47, Private, Bachelors, Divorced, Prof-specialty, Husband, Asian-Pac-Islander, Male,7687,0,45, Poland, >50K
40, Private, HS-grad, Married-civ-spouse, Adm-clerical, Wife, Asian-Pac-Islander, Male,2877,0,40, Yugoslavia, <=50K
51, Self-emp-inc, Some-college, Married-civ-spouse, Machine-op-inspct, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Cambodia, <=50K
50, Private, Doctorate, Married-civ-spouse, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Portugal, <=50K
35, Private, Prof-school, Married-civ-spouse, Priv-house-serv, Husband, Amer-Indian-Eskimo, Female,0,0,50, El-Salvador, <=50K
40, Private, Masters, Divorced, Other-service, Unmarried, White, Female,0,0,50, Trinadad&Tobago, <=50K
43, Private, HS-grad, Never-married, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,0,35, India, <=50K
52, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,40, Yugoslavia, >50K
45, Private, 9th, Married-civ-spouse, Handlers-cleaners, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Poland, >50K
41, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Black, Male,0,0,40, Cambodia, <=50K
47, Self-emp-inc, HS-grad, Never-married, Sales, Unmarried, Other, Male,0,0,45, Germany, <=50K
34, Self-emp-not-inc, 5th-6th, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,40, Taiwan, <=50K
38, Private, Some-college, Separated, Transport-moving, Not-in-family, Other, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
46, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Male,0,0,50, Haiti, >50K
32, Private, Some-college, Never-married, Other-service, Own-child, Asian-Pac-Islander, Male,0,0,40, Vietnam, <=50K
52, Private, Masters, Widowed, Prof-specialty, Own-child, Asian-Pac-Islander, Female,0,1902,40, Dominican-Republic, >50K
40, Private, Assoc-voc, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,40, Ireland, <=50K
45, Private, Some-college, Divorced, Prof-specialty, Not-in-family, Other, Male,0,0,40, Cambodia, >50K
41, Private, Doctorate, Never-married, Adm-clerical, Husband, Other, Male,0,0,50, France, >50K
32, Local-gov, HS-grad, Married-civ-spouse, Sales, Not-in-family, Black, Male,0,0,20, Jamaica, <=50K
28, Private, HS-grad, Separated, Machine-op-inspct, Own-child, White, Male,0,0,35, France, <=50K
60, Federal-gov, 9th, Divorced, Adm-clerical, Other-relative, White, Male,0,0,40, Dominican-Republic, >50K
40, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,50, China, <=50K
33, Private, Assoc-acdm, Never-married, Sales, Husband, Other, Male,0,0,40, Poland, <=50K
44, Self-emp-not-inc, HS-grad, Divorced, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Cuba, <=50K
37, Self-emp-not-inc, Bachelors, Married-civ-spouse, Farming-fishing, Husband, Other, Male,0,0,60, Thailand, >50K
68, Self-emp-not-inc, Some-college, Widowed, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,0,10, Hungary, <=50K
36, Local-gov, 11th, Married-civ-spouse, Prof-specialty, Unmarried, Amer-Indian-Eskimo, Male,7298,0,40, Portugal, >50K
35, Private, HS-grad, Separated, Exec-managerial, Wife, Asian-Pac-Islander, Female,7298,0,30, Japan, <=50K
45, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Black, Female,0,0,50, Japan, <=50K
34, Private, Assoc-voc, Married-civ-spouse, Protective-serv, Unmarried, White, Female,0,0,60, Scotland, <=50K
32, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,7687,0,40, Iran, >50K
22, Private, 10th, Never-married, Prof-specialty, Unmarried, Black, Male,0,0,40, Nicaragua, <=50K
33, Private, HS-grad, Widowed, Craft-repair, Husband, Other, Male,0,0,50, Cuba, <=50K
39, Self-emp-inc, HS-grad, Divorced, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Male,0,0,65, Taiwan, >50K
18, Private, HS-grad, Never-married, Other-service, Own-child, Black, Female,0,0,20, Poland, <=50K
56, State-gov, HS-grad, Married-civ-spouse, Prof-specialty, Unmarried, Asian-Pac-Islander, Female,0,0,45, Italy, >50K
51, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Ireland, >50K
76, Self-emp-not-inc, Bachelors, Divorced, Prof-specialty, Wife, Asian-Pac-Islander, Male,3117,0,20, Germany, >50K
37, Self-emp-inc, Assoc-voc, Never-married, Transport-moving, Own-child, Asian-Pac-Islander, Male,0,0,50, Columbia, <=50K
59, Local-gov, HS-grad, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,60, Guatemala, >50K
40, Private, Bachelors, Divorced, Craft-repair, Unmarried, White, Female,0,0,40, Haiti, >50K
44, Private, HS-grad, Divorced, Sales, Husband, White, Female,0,0,42, Outlying-US(Guam-USVI-etc), >50K
26, Private, Some-college, Never-married, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,41, Honduras, <=50K
27, Private, Bachelors, Never-married, Machine-op-inspct, Not-in-family, Black, Female,0,0,40, Haiti, <=50K
46, Private, HS-grad, Married-civ-spouse, Protective-serv, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Portugal, <=50K
24, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Black, Female,15024,0,40, Poland, >50K
22, State-gov, Some-college, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,35, Poland, <=50K
36, Self-emp-not-inc, Some-college, Separated, Prof-specialty, Unmarried, Black, Male,0,0,45, South, <=50K
58, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Black, Female,0,0,54, Haiti, >50K
37, Private, Bachelors, Married-civ-spouse, Other-service, Husband, Other, Male,0,0,50, Mexico, <=50K
49, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, Other, Female,0,0,50, Hungary, <=50K
50, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Other, Female,4700,0,40, Ireland, >50K
23, Private, Some-college, Married-civ-spouse, Adm-clerical, Own-child, Black, Male,0,0,40, Mexico, <=50K
50, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,80, Thailand, >50K
30, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,70, Jamaica, <=50K
17, Private, 10th, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,20, Honduras, <=50K
22, Private, 11th, Never-married, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,0,0,30, Honduras, <=50K
48, Private, HS-grad, Never-married, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,40, South, >50K
26, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Female,0,0,40, Haiti, <=50K
42, Private, Bachelors, Separated, Sales, Other-relative, Other, Female,0,0,40, Puerto-Rico, <=50K
55, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,82, Thailand, >50K
37, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male,0,0,40, Jamaica, <=50K
45, Private, HS-grad, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,21, India, <=50K
27, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, Other, Male,0,0,40, Puerto-Rico, <=50K
37, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, South, <=50K
57, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, Other, Female,0,0,40, Vietnam, >50K
53, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,86, Cambodia, >50K
45, Private, Some-college, Married-civ-spouse, Farming-fishing, Not-in-family, Asian-Pac-Islander, Male,7687,0,54, Ecuador, >50K
28, Self-emp-not-inc, Bachelors, Divorced, Prof-specialty, Other-relative, Other, Female,0,0,50, Hong, <=50K
19, Private, Bachelors, Never-married, Other-service, Own-child, White, Female,0,0,50, Vietnam, <=50K
46, Private, Assoc-voc, Married-civ-spouse, Other-service, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Thailand, <=50K
43, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Not-in-family, Other, Female,0,0,40, Vietnam, <=50K
38, Private, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, Black, Male,15024,0,54, France, >50K
33, Private, HS-grad, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Male,0,0,38, Thailand, <=50K
41, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, Black, Male,99999,0,50, Columbia, >50K
26, Private, HS-grad, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, Philippines, <=50K
43, Private, HS-grad, Divorced, Craft-repair, Not-in-family, Other, Male,0,1976,40, Poland, <=50K
29, Private, Some-college, Never-married, Protective-serv, Husband, Black, Female,0,0,32, Peru, <=50K
32, Federal-gov, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,1902,40, Italy, <=50K
64, Local-gov, Bachelors, Divorced, Handlers-cleaners, Husband, White, Male,0,0,40, Cuba, <=50K
61, Private, HS-grad, Separated, Sales, Not-in-family, White, Female,0,0,48, Cambodia, <=50K
21, Private, Some-college, Never-married, Tech-support, Wife, White, Male,0,0,40, Mexico, <=50K
42, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Female,0,0,30, Honduras, <=50K
20, Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Cuba, <=50K
29, Private, Some-college, Never-married, Exec-managerial, Husband, Other, Male,0,0,50, England, <=50K
40, Private, HS-grad, Never-married, Protective-serv, Unmarried, White, Female,0,0,40, Portugal, <=50K
40, Private, Masters, Married-civ-spouse, Transport-moving, Husband, White, Female,0,1977,40, France, <=50K
30, Private, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Jamaica, <=50K
28, Private, Some-college, Never-married, Prof-specialty, Unmarried, Asian-Pac-Islander, Female,0,0,40, Greece, <=50K
23, Private, Some-college, Married-civ-spouse, Tech-support, Not-in-family, White, Male,0,0,40, Hong, <=50K
26, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Other-relative, White, Female,0,0,40, Cambodia, <=50K
56, Private, Assoc-acdm, Married-civ-spouse, Handlers-cleaners, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Ecuador, <=50K
44, Self-emp-not-inc, Bachelors, Divorced, Prof-specialty, Not-in-family, Other, Male,0,0,60, Thailand, >50K
58, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,0,40, Puerto-Rico, <=50K
27, Private, Some-college, Never-married, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,65, China, >50K
42, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Female,0,0,45, Italy, >50K
30, Private, HS-grad, Married-civ-spouse, Sales, Own-child, Black, Male,0,0,40, Columbia, <=50K
26, Private, HS-grad, Never-married, Other-service, Not-in-family, Black, Female,0,0,32, Cambodia, <=50K
50, Private, Some-college, Married-civ-spouse, Adm-clerical, Other-relative, Asian-Pac-Islander, Male,0,0,40, Dominican-Republic, >50K
30, Private, Bachelors, Never-married, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,45, Nicaragua, <=50K
30, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,5013,0,40, Peru, <=50K
67, Private, HS-grad, Widowed, Prof-specialty, Husband, Black, Male,0,0,15, Laos, <=50K
24, Private, HS-grad, Never-married, Sales, Husband, White, Male,0,0,38, Guatemala, <=50K
35, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Other, Female,0,0,40, Cambodia, <=50K
43, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Other-relative, Other, Male,0,0,40, Laos, <=50K
62, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Not-in-family, Black, Female,0,0,40, Mexico, <=50K
23, Private, HS-grad, Never-married, Sales, Husband, Other, Female,0,0,40, Hungary, >50K
26, Self-emp-not-inc, HS-grad, Divorced, Handlers-cleaners, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Taiwan, <=50K
30, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Puerto-Rico, <=50K
25, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,35, Columbia, <=50K
37, Private, Assoc-acdm, Never-married, Other-service, Wife, White, Female,0,0,30, France, <=50K
28, Private, HS-grad, Married-civ-spouse, Transport-moving, Not-in-family, Black, Male,0,0,50, Vietnam, <=50K
38, Federal-gov, HS-grad, Married-civ-spouse, Tech-support, Husband, Asian-Pac-Islander, Male,0,0,70, El-Salvador, >50K
50, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, Trinadad&Tobago, <=50K
45, Private, 1st-4th, Married-civ-spouse, Transport-moving, Unmarried, Asian-Pac-Islander, Female,0,0,40, Vietnam, <=50K
30, Private, Bachelors, Never-married, Other-service, Husband, Black, Female,0,0,25, Puerto-Rico, <=50K
27, Local-gov, HS-grad, Never-married, Handlers-cleaners, Unmarried, White, Male,0,0,35, Cambodia, <=50K
29, Private, Bachelors, Never-married, Machine-op-inspct, Not-in-family, Other, Female,0,0,40, El-Salvador, <=50K
58, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1879,54, Greece, >50K
23, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Wife, Asian-Pac-Islander, Male,0,0,40, England, <=50K
25, Private, 11th, Never-married, Priv-house-serv, Not-in-family, Asian-Pac-Islander, Male,0,0,48, Portugal, <=50K
43, Private, HS-grad, Divorced, Craft-repair, Wife, Other, Male,0,0,30, Dominican-Republic, >50K
36, Local-gov, Some-college, Married-civ-spouse, Farming-fishing, Husband, Amer-Indian-Eskimo, Female,0,0,50, Greece, <=50K
27, Private, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Female,0,0,74, Laos, <=50K
23, Private, Some-college, Never-married, Machine-op-inspct, Unmarried, Asian-Pac-Islander, Male,0,0,50, Peru, >50K
41, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,0,0,40, England, <=50K
19, Private, HS-grad, Never-married, Craft-repair, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Ireland, <=50K
26, Private, Some-college, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Female,0,0,10, Poland, <=50K
29, Private, HS-grad, Married-civ-spouse, Transport-moving, Other-relative, Other, Male,0,0,60, Poland, <=50K
31, Local-gov, HS-grad, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Female,0,0,40, Scotland, <=50K
57, Self-emp-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, Black, Female,0,0,54, Trinadad&Tobago, >50K
37, Private, Masters, Divorced, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,50, Canada, <=50K
54, Private, Bachelors, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,1902,40, Japan, <=50K
56, Private, HS-grad, Separated, Adm-clerical, Not-in-family, White, Male,0,0,40, Scotland, <=50K
27, Private, Some-college, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Male,0,0,2, Laos, <=50K
58, Private, Some-college, Married-civ-spouse, Adm-clerical, Wife, Amer-Indian-Eskimo, Male,0,0,40, Laos, <=50K
55, Federal-gov, Bachelors, Never-married, Prof-specialty, Husband, Asian-Pac-Islander, Male,7687,0,40, Yugoslavia, >50K
31, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, Black, Male,0,0,40, Nicaragua, <=50K
20, Private, Some-college, Never-married, Sales, Husband, Other, Male,0,0,35, France, <=50K
31, Private, HS-grad, Widowed, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
17, Private, 11th, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,10, Canada, <=50K
28, Self-emp-inc, Assoc-acdm, Never-married, Handlers-cleaners, Husband, Black, Female,0,0,65, Scotland, <=50K
43, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,35, Outlying-US(Guam-USVI-etc), <=50K
57, Private, HS-grad, Married-civ-spouse, Farming-fishing, Own-child, Amer-Indian-Eskimo, Male,0,0,35, Nicaragua, >50K
50, Private, HS-grad, Divorced, Machine-op-inspct, Husband, Black, Female,0,0,40, China, <=50K
52, Self-emp-not-inc, HS-grad, Married-civ-spouse, Other-service, Husband, Black, Female,0,0,40, Japan, <=50K
24, Private, Masters, Never-married, Craft-repair, Own-child, Black, Female,0,0,40, Philippines, <=50K
33, Self-emp-inc, Bachelors, Never-married, Other-service, Own-child, White, Male,0,0,40, Iran, >50K
64, Private, HS-grad, Married-civ-spouse, Tech-support, Own-child, Asian-Pac-Islander, Female,0,0,20, United-States, <=50K
65, Private, 7th-8th, Married-civ-spouse, Machine-op-inspct, Husband, Black, Female,2102,0,40, India, <=50K
42, Private, Some-college, Separated, Craft-repair, Not-in-family, White, Female,0,0,45, Honduras, <=50K
40, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,60, Honduras, >50K
17, Private, 10th, Never-married, Sales, Own-child, Other, Female,0,0,20, Cuba, <=50K
20, Private, Some-college, Never-married, Farming-fishing, Own-child, Asian-Pac-Islander, Male,0,0,40, Cambodia, <=50K
35, Private, Bachelors, Never-married, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Female,0,0,40, South, <=50K
24, Private, HS-grad, Never-married, Farming-fishing, Husband, Amer-Indian-Eskimo, Male,0,0,48, France, <=50K
33, Private, Assoc-voc, Married-civ-spouse, Protective-serv, Other-relative, White, Female,0,1902,40, Trinadad&Tobago, >50K
49, Private, HS-grad, Separated, Other-service, Not-in-family, Black, Male,0,0,38, Laos, >50K
44, Private, HS-grad, Never-married, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, Columbia, <=50K
51, Private, HS-grad, Married-civ-spouse, Protective-serv, Not-in-family, White, Female,0,1902,40, England, >50K
45, Self-emp-not-inc, Some-college, Never-married, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,54, Nicaragua, <=50K
17, Private, 12th, Never-married, Adm-clerical, Own-child, Black, Female,0,0,16, France, <=50K
44, Self-emp-inc, Masters, Divorced, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,50, Portugal, >50K
28, Private, Bachelors, Divorced, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Laos, >50K
29, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,0,50, Yugoslavia, <=50K
68, Private, 7th-8th, Married-civ-spouse, Adm-clerical, Husband, Other, Female,0,0,40, Italy, >50K
43, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Female,22269,0,40, Ecuador, <=50K
38, Federal-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,7687,0,30, Columbia, >50K
35, Local-gov, Bachelors, Married-civ-spouse, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,40, Germany, <=50K
33, Private, Masters, Divorced, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,0,50, Scotland, >50K
20, Private, 11th, Never-married, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Male,0,0,25, El-Salvador, <=50K
33, Private, HS-grad, Never-married, Exec-managerial, Own-child, Asian-Pac-Islander, Male,0,0,40, Haiti, <=50K
58, Private, Some-college, Married-civ-spouse, Exec-managerial, Unmarried, White, Female,0,0,40, Honduras, <=50K
32, Self-emp-not-inc, Some-college, Married-civ-spouse, Handlers-cleaners, Wife, Asian-Pac-Islander, Female,0,0,40, Ecuador, <=50K
24, Private, HS-grad, Divorced, Craft-repair, Not-in-family, Black, Female,0,0,40, Ecuador, <=50K
27, Private, HS-grad, Married-civ-spouse, Prof-specialty, Unmarried, Other, Female,0,0,30, Italy, >50K
29, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, White, Female,7298,0,60, Greece, >50K
39, Private, Bachelors, Married-civ-spouse, Sales, Not-in-family, Other, Male,0,0,50, Iran, <=50K
23, Private, Assoc-voc, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,12, Guatemala, <=50K
55, Private, 10th, Divorced, Other-service, Wife, Amer-Indian-Eskimo, Female,0,0,45, Honduras, >50K
55, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Female,0,0,40, Haiti, <=50K
35, Self-emp-not-inc, HS-grad, Separated, Exec-managerial, Own-child, Amer-Indian-Eskimo, Male,0,0,65, Cuba, >50K
31, Local-gov, HS-grad, Married-civ-spouse, Adm-clerical, Wife, Black, Female,0,0,40, Honduras, <=50K
43, Private, Some-college, Divorced, Sales, Husband, Asian-Pac-Islander, Male,0,1975,50, United-States, <=50K
18, Private, Some-college, Never-married, Prof-specialty, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Scotland, <=50K
56, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Poland, <=50K
24, Private, 11th, Divorced, Tech-support, Own-child, Other, Female,0,0,30, Nicaragua, <=50K
40, Private, Bachelors, Married-civ-spouse, Protective-serv, Husband, Black, Male,0,0,60, Trinadad&Tobago, <=50K
17, Private, 10th, Never-married, Adm-clerical, Own-child, Other, Female,0,0,15, Haiti, <=50K
47, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, France, >50K
19, Private, Bachelors, Never-married, Other-service, Own-child, Black, Female,0,0,20, Laos, <=50K
57, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Haiti, <=50K
57, Private, Assoc-acdm, Divorced, Priv-house-serv, Husband, Other, Female,0,0,40, Scotland, >50K
31, State-gov, Assoc-acdm, Married-civ-spouse, Exec-managerial, Unmarried, Asian-Pac-Islander, Female,0,0,40, France, <=50K
61, Self-emp-not-inc, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,16826,0,48, Portugal, >50K
18, Private, HS-grad, Never-married, Prof-specialty, Own-child, Black, Female,0,0,24, Mexico, <=50K
28, State-gov, Some-college, Never-married, Other-service, Husband, Black, Female,0,0,6, Peru, <=50K
34, Private, HS-grad, Married-civ-spouse, Prof-specialty, Own-child, Amer-Indian-Eskimo, Male,0,0,50, Poland, <=50K
