30, Private, HS-grad, Married-civ-spouse, Adm-clerical, Wife, Amer-Indian-Eskimo, Male,0,0,35, Germany, <=50K
45, Private, HS-grad, Separated, Craft-repair, Not-in-family, White, Male,3005,0,40, United-States, >50K
23, Private, Prof-school, Never-married, Prof-specialty, Other-relative, Amer-Indian-Eskimo, Male,0,0,20, United-States, <=50K
18, Private, Some-college, Never-married, Exec-managerial, Own-child, Black, Male,0,0,30, England, <=50K
48, Local-gov, HS-grad, Divorced, Other-service, Not-in-family, White, Male,0,0,40, England, <=50K
41, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
32, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, El-Salvador, <=50K
43, Private, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999,0,50, Yugoslavia, >50K
47, Self-emp-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Black, Male,15024,0,50, United-States, >50K
39, Private, Some-college, Separated, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
38, Private, Some-college, Divorced, Sales, Not-in-family, Other, Male,0,0,50, Italy, <=50K
53, Private, 7th-8th, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Hungary, <=50K
25, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, <=50K
26, Private, Bachelors, Never-married, Adm-clerical, Wife, Other, Male,0,0,40, Honduras, <=50K
32, Private, Some-college, Never-married, Adm-clerical, Own-child, Other, Male,0,0,40, United-States, <=50K
65, Private, 9th, Married-civ-spouse, Sales, Husband, Black, Male,0,0,40, United-States, <=50K
32, Self-emp-not-inc, Bachelors, Never-married, Adm-clerical, Own-child, White, Female,0,0,10, United-States, <=50K
45, Local-gov, Bachelors, Divorced, Handlers-cleaners, Not-in-family, White, Female,0,0,60, Vietnam, <=50K
61, State-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
21, Self-emp-not-inc, Some-college, Never-married, Prof-specialty, Own-child, White, Male,0,0,10, Jamaica, <=50K
38, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
62, Private, Some-college, Divorced, Other-service, Unmarried, Black, Male,0,0,30, United-States, <=50K
39, State-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
28, Self-emp-not-inc, HS-grad, Never-married, Transport-moving, Not-in-family, Black, Male,0,0,45, United-States, <=50K
66, Private, Some-college, Widowed, Protective-serv, Not-in-family, Asian-Pac-Islander, Male,0,0,32, United-States, <=50K
58, Self-emp-not-inc, Bachelors, Divorced, Farming-fishing, Not-in-family, Black, Male,0,0,50, United-States, <=50K
55, Local-gov, Assoc-voc, Never-married, Prof-specialty, Unmarried, White, Female,0,0,10, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,20, United-States, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Female,0,0,15, United-States, <=50K
27, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Own-child, White, Female,0,0,35, Poland, <=50K
30, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Laos, <=50K
40, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,45, Haiti, <=50K
43, Self-emp-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,60, United-States, >50K
36, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, Puerto-Rico, >50K
44, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,40, United-States, >50K
26, Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Wife, White, Male,0,0,60, Greece, <=50K
34, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,45, United-States, >50K
38, Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,40, United-States, >50K
21, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,15, Hong, <=50K
26, Private, Some-college, Never-married, Sales, Not-in-family, Amer-Indian-Eskimo, Male,0,0,36, United-States, <=50K
51, Local-gov, HS-grad, Divorced, Sales, Not-in-family, Asian-Pac-Islander, Female,0,0,36, United-States, <=50K
43, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, Black, Male,0,0,40, Thailand, <=50K
52, Local-gov, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Black, Male,0,0,40, United-States, <=50K
36, Private, Masters, Married-civ-spouse, Farming-fishing, Husband, White, Female,7687,0,50, South, >50K
47, Private, Some-college, Married-civ-spouse, Adm-clerical, Wife, Asian-Pac-Islander, Female,13420,0,36, Guatemala, >50K
55, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,54, United-States, <=50K
39, Private, HS-grad, Divorced, Craft-repair, Unmarried, White, Female,0,0,45, Honduras, <=50K
42, Private, Some-college, Married-civ-spouse, Craft-repair, Wife, Asian-Pac-Islander, Male,0,0,40, Scotland, <=50K
18, Local-gov, 10th, Never-married, Other-service, Own-child, White, Female,0,0,3, United-States, <=50K
49, Private, Some-college, Widowed, Other-service, Unmarried, White, Male,0,0,40, United-States, <=50K
31, Self-emp-not-inc, Bachelors, Never-married, Craft-repair, Not-in-family, White, Female,0,0,50, United-States, >50K
27, Private, Bachelors, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, China, <=50K
49, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,7298,0,40, United-States, >50K
64, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,7687,0,10, Haiti, >50K
21, Private, Doctorate, Never-married, Adm-clerical, Own-child, Other, Male,0,0,35, Nicaragua, <=50K
39, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Other, Female,0,0,35, United-States, <=50K
17, Private, 11th, Never-married, Sales, Own-child, Other, Male,0,0,22, United-States, <=50K
60, Private, Some-college, Widowed, Other-service, Unmarried, White, Female,0,0,30, China, <=50K
59, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Jamaica, <=50K
58, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Female,0,0,40, Thailand, <=50K
23, Private, Bachelors, Never-married, Sales, Own-child, White, Female,0,1977,40, United-States, <=50K
35, Private, Some-college, Married-civ-spouse, Farming-fishing, Wife, Black, Female,0,0,40, United-States, <=50K
47, Private, Some-college, Never-married, Other-service, Unmarried, White, Male,0,0,40, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,35, United-States, <=50K
44, State-gov, HS-grad, Married-civ-spouse, Prof-specialty, Wife, Asian-Pac-Islander, Female,0,0,36, Yugoslavia, <=50K
55, Self-emp-not-inc, HS-grad, Divorced, Exec-managerial, Not-in-family, Black, Female,0,0,40, United-States, <=50K
29, Federal-gov, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, Black, Female,0,0,35, United-States, <=50K
62, Private, Some-college, Divorced, Sales, Not-in-family, White, Male,0,1887,54, United-States, >50K
27, Private, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,45, United-States, <=50K
30, State-gov, Bachelors, Married-civ-spouse, Prof-specialty, Wife, Amer-Indian-Eskimo, Male,0,0,16, Greece, >50K
40, Private, HS-grad, Divorced, Adm-clerical, Own-child, White, Female,0,1590,40, United-States, <=50K
54, State-gov, HS-grad, Married-civ-spouse, Sales, Wife, Asian-Pac-Islander, Female,0,0,40, Vietnam, >50K
34, Private, Bachelors, Never-married, Sales, Not-in-family, White, Male,0,0,35, United-States, <=50K
40, Private, Masters, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, Trinadad&Tobago, <=50K
46, Private, Masters, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,45, United-States, <=50K
23, Private, Some-college, Never-married, Other-service, Wife, White, Female,0,0,40, Mexico, >50K
31, Private, 7th-8th, Separated, Prof-specialty, Wife, Other, Female,0,0,40, Trinadad&Tobago, <=50K
39, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
68, Federal-gov, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,15, United-States, <=50K
46, Private, Bachelors, Widowed, Other-service, Not-in-family, White, Female,0,0,45, United-States, <=50K
25, Private, Some-college, Never-married, Tech-support, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Ireland, <=50K
22, Private, HS-grad, Divorced, Sales, Not-in-family, White, Male,0,0,78, Yugoslavia, <=50K
42, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
22, Private, 12th, Divorced, Handlers-cleaners, Own-child, White, Male,4663,0,40, United-States, <=50K
35, Private, 5th-6th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Germany, >50K
27, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,50, Guatemala, <=50K
18, Private, 11th, Never-married, Adm-clerical, Own-child, White, Female,0,0,15, Japan, <=50K
28, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,45, United-States, <=50K
36, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, >50K
44, Private, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,7687,0,50, United-States, >50K
17, Private, Some-college, Never-married, Sales, Own-child, Black, Female,0,0,11, Philippines, <=50K
43, Private, HS-grad, Divorced, Other-service, Unmarried, Other, Female,0,0,40, Puerto-Rico, <=50K
49, Private, HS-grad, Married-civ-spouse, Exec-managerial, Unmarried, Other, Female,7298,0,30, Mexico, >50K
36, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
77, Federal-gov, 9th, Divorced, Sales, Not-in-family, Black, Female,0,0,30, United-States, <=50K
22, Private, Bachelors, Never-married, Sales, Own-child, White, Male,0,0,35, Columbia, <=50K
32, Private, HS-grad, Married-spouse-absent, Sales, Own-child, White, Female,0,0,30, Taiwan, <=50K
26, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,15, Vietnam, >50K
18, Private, Bachelors, Never-married, Sales, Own-child, Other, Male,0,0,20, United-States, <=50K
31, Private, Bachelors, Never-married, Sales, Unmarried, Asian-Pac-Islander, Male,0,0,45, United-States, <=50K
30, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, Peru, >50K
53, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, <=50K
41, Local-gov, Some-college, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
28, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Haiti, <=50K
24, Private, 10th, Never-married, Other-service, Own-child, Other, Female,0,0,40, United-States, <=50K
19, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,35, India, <=50K
39, Local-gov, HS-grad, Divorced, Tech-support, Unmarried, White, Male,0,0,40, England, <=50K
26, Private, Some-college, Never-married, Handlers-cleaners, Own-child, Asian-Pac-Islander, Female,0,0,45, United-States, <=50K
40, Private, HS-grad, Married-civ-spouse, Sales, Wife, Amer-Indian-Eskimo, Male,0,0,40, United-States, >50K
48, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, United-States, <=50K
40, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,4586,0,40, United-States, <=50K
22, Private, Some-college, Never-married, Prof-specialty, Other-relative, White, Female,0,0,20, United-States, <=50K
46, State-gov, Some-college, Divorced, Handlers-cleaners, Not-in-family, White, Male,0,0,40, Laos, <=50K
44, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, Jamaica, <=50K
37, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
21, Private, HS-grad, Never-married, Other-service, Own-child, Black, Male,0,0,20, Haiti, <=50K
31, Private, HS-grad, Divorced, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
46, Private, Assoc-acdm, Never-married, Handlers-cleaners, Unmarried, White, Female,0,0,40, United-States, <=50K
31, Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, Amer-Indian-Eskimo, Male,0,0,40, United-States, >50K
53, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Peru, >50K
37, Local-gov, Bachelors, Never-married, Craft-repair, Not-in-family, White, Female,0,0,60, United-States, <=50K
37, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, United-States, <=50K
23, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,40, Columbia, <=50K
31, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Own-child, White, Male,3200,0,36, El-Salvador, <=50K
66, Local-gov, HS-grad, Separated, Handlers-cleaners, Not-in-family, White, Male,0,0,16, Trinadad&Tobago, <=50K
33, Private, Some-college, Married-civ-spouse, Sales, Other-relative, White, Female,0,0,40, South, <=50K
26, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Amer-Indian-Eskimo, Male,0,0,40, Honduras, <=50K
42, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Female,15024,0,45, United-States, >50K
48, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, Peru, <=50K
20, Private, Assoc-acdm, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, Iran, <=50K
68, Self-emp-not-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, Other, Female,7687,0,14, Trinadad&Tobago, <=50K
45, Private, HS-grad, Divorced, Adm-clerical, Own-child, White, Male,0,0,40, China, <=50K
22, Private, HS-grad, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,75, United-States, <=50K
20, State-gov, Some-college, Never-married, Sales, Other-relative, White, Male,0,0,40, Haiti, <=50K
23, Private, 10th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
28, Private, 9th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
19, Private, 11th, Never-married, Tech-support, Own-child, Black, Male,0,0,10, Dominican-Republic, <=50K
58, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Female,0,0,40, United-States, >50K
40, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,60, Guatemala, <=50K
18, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,15, United-States, <=50K
30, Private, Some-college, Married-civ-spouse, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
21, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,40, Mexico, <=50K
40, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Dominican-Republic, >50K
51, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,60, United-States, >50K
25, Self-emp-not-inc, Some-college, Separated, Sales, Own-child, Black, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
28, Private, Some-college, Divorced, Adm-clerical, Unmarried, Other, Female,0,0,40, United-States, <=50K
20, Private, HS-grad, Married-civ-spouse, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
30, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
42, State-gov, HS-grad, Divorced, Exec-managerial, Unmarried, Other, Female,0,0,40, South, <=50K
27, Self-emp-not-inc, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,0,0,40, Nicaragua, <=50K
22, Private, Bachelors, Never-married, Prof-specialty, Own-child, Asian-Pac-Islander, Female,0,0,30, Puerto-Rico, <=50K
41, Self-emp-not-inc, Masters, Married-civ-spouse, Tech-support, Husband, Black, Male,0,0,40, Greece, >50K
48, Private, HS-grad, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,54, El-Salvador, <=50K
18, Private, 11th, Never-married, Sales, Own-child, Asian-Pac-Islander, Male,0,0,20, South, <=50K
35, Private, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, <=50K
30, State-gov, HS-grad, Married-civ-spouse, Other-service, Not-in-family, Amer-Indian-Eskimo, Male,0,0,30, United-States, <=50K
39, Federal-gov, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Philippines, <=50K
40, Self-emp-not-inc, Some-college, Separated, Transport-moving, Not-in-family, White, Female,0,0,50, United-States, <=50K
51, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Nicaragua, >50K
60, Local-gov, Some-college, Widowed, Tech-support, Not-in-family, White, Male,0,0,50, Cuba, <=50K
41, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,45, United-States, >50K
26, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Other, Female,0,0,50, Ireland, <=50K
31, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,0,0,40, Hong, <=50K
40, Local-gov, 10th, Married-civ-spouse, Handlers-cleaners, Unmarried, White, Male,0,0,16, United-States, <=50K
52, Private, 7th-8th, Married-civ-spouse, Transport-moving, Wife, White, Female,0,0,40, South, <=50K
48, State-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
32, Local-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
34, Private, HS-grad, Married-civ-spouse, Sales, Husband, Other, Male,0,0,52, Columbia, >50K
39, Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,40, Hong, <=50K
36, Private, 5th-6th, Married-spouse-absent, Prof-specialty, Not-in-family, Black, Male,0,0,40, Cambodia, <=50K
25, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Female,0,0,45, United-States, <=50K
43, Federal-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
53, Self-emp-not-inc, HS-grad, Divorced, Transport-moving, Not-in-family, White, Male,0,0,35, United-States, <=50K
27, Local-gov, HS-grad, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Female,0,0,35, United-States, <=50K
28, State-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, Italy, >50K
64, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, United-States, >50K
48, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,1909,40, United-States, <=50K
38, Private, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Male,0,0,20, United-States, <=50K
53, Private, HS-grad, Married-civ-spouse, Craft-repair, Wife, Black, Male,0,0,35, Greece, <=50K
37, Self-emp-not-inc, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,20, United-States, <=50K
47, Private, Masters, Divorced, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, >50K
34, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, Poland, >50K
58, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
43, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,45, Laos, <=50K
46, Private, Assoc-voc, Married-spouse-absent, Sales, Husband, White, Male,0,0,40, Guatemala, <=50K
39, Self-emp-not-inc, Bachelors, Divorced, Sales, Unmarried, Asian-Pac-Islander, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
36, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, United-States, >50K
59, Private, Assoc-voc, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,32, Iran, <=50K
54, Local-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, Black, Female,0,0,40, United-States, <=50K
24, Private, Prof-school, Never-married, Adm-clerical, Not-in-family, White, Female,14219,0,50, United-States, <=50K
34, Private, Bachelors, Separated, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
67, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,2354,75, United-States, >50K
53, Federal-gov, 7th-8th, Married-civ-spouse, Exec-managerial, Own-child, Black, Male,0,0,40, United-States, >50K
57, State-gov, Bachelors, Divorced, Sales, Unmarried, Other, Male,0,0,40, United-States, <=50K
25, Self-emp-not-inc, Prof-school, Never-married, Handlers-cleaners, Own-child, Asian-Pac-Islander, Male,0,0,20, United-States, <=50K
41, Private, HS-grad, Divorced, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Female,0,0,25, United-States, <=50K
24, Local-gov, HS-grad, Divorced, Exec-managerial, Not-in-family, Black, Female,0,0,30, United-States, <=50K
49, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, Scotland, <=50K
54, Self-emp-not-inc, HS-grad, Married-civ-spouse, Tech-support, Husband, Other, Male,0,0,40, Vietnam, <=50K
33, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Female,2361,0,40, United-States, >50K
64, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Female,45554,0,50, United-States, >50K
21, Private, HS-grad, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Trinadad&Tobago, <=50K
45, Private, Some-college, Divorced, Adm-clerical, Unmarried, Other, Female,0,0,40, Guatemala, <=50K
19, Private, Bachelors, Never-married, Handlers-cleaners, Not-in-family, Black, Female,0,0,40, El-Salvador, <=50K
48, Local-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Other, Female,0,0,25, United-States, >50K
43, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
36, Private, Bachelors, Never-married, Sales, Other-relative, White, Male,0,0,50, Iran, <=50K
26, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, Japan, <=50K
22, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
58, Private, HS-grad, Divorced, Exec-managerial, Unmarried, White, Male,0,0,40, South, <=50K
56, Self-emp-not-inc, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,3413,0,40, Taiwan, <=50K
28, Private, Some-college, Never-married, Prof-specialty, Own-child, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
37, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,45, Germany, >50K
23, Private, Some-college, Never-married, Tech-support, Own-child, Black, Male,0,0,40, United-States, <=50K
39, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Asian-Pac-Islander, Male,0,0,40, Haiti, <=50K
56, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,50, United-States, <=50K
44, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Own-child, White, Female,0,0,40, Scotland, >50K
35, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,45, United-States, <=50K
30, Private, HS-grad, Never-married, Craft-repair, Unmarried, Asian-Pac-Islander, Male,0,0,37, South, <=50K
20, Local-gov, Bachelors, Never-married, Other-service, Own-child, White, Male,0,0,15, Taiwan, <=50K
34, Self-emp-not-inc, Some-college, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,50, United-States, <=50K
18, Private, HS-grad, Never-married, Sales, Not-in-family, White, Female,0,0,30, United-States, <=50K
42, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,30, Haiti, <=50K
45, Self-emp-not-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,30, Guatemala, >50K
27, Local-gov, Assoc-acdm, Never-married, Tech-support, Own-child, White, Female,0,0,35, Poland, <=50K
31, Private, Bachelors, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,35, United-States, <=50K
27, Private, Bachelors, Never-married, Other-service, Not-in-family, Black, Male,0,0,40, United-States, <=50K
18, Private, 11th, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K
30, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
28, Private, Bachelors, Married-civ-spouse, Protective-serv, Husband, Black, Male,0,0,60, United-States, <=50K
31, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Asian-Pac-Islander, Male,0,0,40, Hungary, <=50K
79, Private, HS-grad, Widowed, Prof-specialty, Husband, White, Male,0,0,7, United-States, >50K
54, Private, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,45, United-States, >50K
18, Private, 11th, Never-married, Sales, Not-in-family, Amer-Indian-Eskimo, Male,0,0,24, Cambodia, <=50K
21, Private, 10th, Never-married, Craft-repair, Not-in-family, Black, Female,0,0,50, United-States, <=50K
17, Private, 11th, Never-married, Sales, Own-child, White, Female,0,0,24, United-States, <=50K
41, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, Italy, >50K
59, Local-gov, HS-grad, Divorced, Prof-specialty, Not-in-family, Black, Female,10564,0,40, United-States, <=50K
31, Local-gov, Some-college, Never-married, Craft-repair, Own-child, White, Male,0,0,40, Philippines, <=50K
32, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,7298,0,50, United-States, <=50K
32, Private, Bachelors, Married-civ-spouse, Exec-managerial, Wife, Other, Male,0,0,40, United-States, >50K
59, Private, 10th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
48, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, Germany, <=50K
35, Private, Bachelors, Never-married, Prof-specialty, Wife, White, Female,0,0,40, Germany, <=50K
27, Private, Some-college, Never-married, Sales, Other-relative, Other, Female,0,0,45, Iran, <=50K
53, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Female,0,0,40, Scotland, <=50K
46, Self-emp-inc, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,35, United-States, <=50K
54, Private, Some-college, Divorced, Other-service, Unmarried, Other, Female,0,0,40, United-States, <=50K
62, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, Asian-Pac-Islander, Female,0,0,45, United-States, <=50K
23, Private, Bachelors, Never-married, Sales, Own-child, Black, Male,0,0,20, Honduras, <=50K
28, Private, Assoc-voc, Never-married, Tech-support, Own-child, Black, Male,0,0,40, Taiwan, <=50K
35, Private, HS-grad, Never-married, Tech-support, Not-in-family, Other, Female,0,0,50, Mexico, <=50K
57, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Mexico, <=50K
31, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Wife, Asian-Pac-Islander, Female,0,0,40, United-States, >50K
24, Federal-gov, Some-college, Never-married, Sales, Husband, Black, Male,0,0,40, United-States, <=50K
40, Private, Some-college, Never-married, Craft-repair, Unmarried, White, Male,0,0,37, United-States, <=50K
19, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,12, United-States, <=50K
