27, Self-emp-not-inc, HS-grad, Married-civ-spouse, Adm-clerical, Wife, Amer-Indian-Eskimo, Male,0,0,25, Ecuador, <=50K
31, Private, HS-grad, Never-married, Farming-fishing, Not-in-family, Black, Female,0,0,45, United-States, <=50K
61, Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, Asian-Pac-Islander, Male,0,0,6, Cuba, <=50K
44, Self-emp-not-inc, Assoc-acdm, Divorced, Handlers-cleaners, Unmarried, White, Female,0,0,30, Jamaica, <=50K
38, Private, Some-college, Married-spouse-absent, Machine-op-inspct, Husband, White, Female,0,0,40, Laos, >50K
30, Private, Bachelors, Married-civ-spouse, Other-service, Husband, White, Male,0,0,50, Outlying-US(Guam-USVI-etc), >50K
46, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, China, <=50K
44, State-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, Greece, >50K
33, Private, Some-college, Never-married, Other-service, Own-child, Black, Female,0,0,50, Poland, <=50K
37, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Other, Female,0,0,35, Dominican-Republic, <=50K
35, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, Other, Male,4392,0,60, Germany, >50K
32, Private, Some-college, Married-civ-spouse, Craft-repair, Wife, Amer-Indian-Eskimo, Female,0,0,40, Greece, <=50K
37, Self-emp-inc, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,54, United-States, >50K
38, Private, HS-grad, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Puerto-Rico, <=50K
49, Private, Masters, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Male,15024,0,50, Poland, >50K
34, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,40, India, <=50K
43, Private, Assoc-voc, Divorced, Adm-clerical, Unmarried, Asian-Pac-Islander, Male,0,0,40, Cambodia, <=50K
61, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,53, Poland, >50K
22, Private, 10th, Never-married, Protective-serv, Own-child, Black, Female,0,0,40, Haiti, <=50K
41, Private, Masters, Married-civ-spouse, Sales, Husband, Other, Male,0,0,40, Peru, >50K
34, Private, Some-college, Never-married, Tech-support, Not-in-family, White, Male,0,0,35, Outlying-US(Guam-USVI-etc), <=50K
47, Private, HS-grad, Widowed, Sales, Own-child, Black, Male,0,0,40, United-States, <=50K
31, Private, HS-grad, Separated, Handlers-cleaners, Not-in-family, Amer-Indian-Eskimo, Female,0,0,25, El-Salvador, <=50K
23, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, India, <=50K
32, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,40, El-Salvador, <=50K
25, State-gov, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,40, France, <=50K
23, Private, Some-college, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Female,0,0,35, Dominican-Republic, <=50K
42, Private, HS-grad, Never-married, Farming-fishing, Wife, White, Male,0,0,45, United-States, <=50K
35, Federal-gov, HS-grad, Never-married, Handlers-cleaners, Own-child, Asian-Pac-Islander, Female,0,0,40, England, <=50K
22, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Asian-Pac-Islander, Female,0,0,50, Jamaica, <=50K
38, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, Hungary, >50K
29, Private, 11th, Married-civ-spouse, Exec-managerial, Husband, Other, Male,15024,0,60, United-States, >50K
22, Private, Some-college, Married-civ-spouse, Exec-managerial, Own-child, White, Female,0,0,20, United-States, <=50K
46, Federal-gov, 10th, Married-civ-spouse, Prof-specialty, Unmarried, White, Female,0,0,25, China, >50K
47, Without-pay, 9th, Divorced, Exec-managerial, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, United-States, >50K
44, Private, Assoc-voc, Divorced, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Male,0,0,45, Outlying-US(Guam-USVI-etc), <=50K
44, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Wife, Other, Male,0,0,40, Hungary, >50K
33, Private, Assoc-acdm, Never-married, Farming-fishing, Not-in-family, Black, Male,0,0,50, Hong, <=50K
19, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,50, Honduras, <=50K
37, Private, HS-grad, Married-civ-spouse, Other-service, Own-child, Other, Male,0,0,15, Nicaragua, <=50K
30, Local-gov, Bachelors, Divorced, Adm-clerical, Unmarried, Asian-Pac-Islander, Male,0,0,35, Peru, <=50K
29, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,24, Honduras, <=50K
41, State-gov, Bachelors, Divorced, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Cambodia, <=50K
26, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,35, United-States, >50K
34, Private, HS-grad, Divorced, Transport-moving, Unmarried, White, Female,0,0,40, Germany, <=50K
56, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,15024,0,40, Italy, >50K
34, Federal-gov, Bachelors, Divorced, Prof-specialty, Unmarried, Asian-Pac-Islander, Male,0,0,40, Jamaica, >50K
24, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Male,0,0,30, Mexico, <=50K
33, Private, Bachelors, Married-civ-spouse, Protective-serv, Wife, Other, Male,0,0,45, United-States, >50K
34, Local-gov, Some-college, Never-married, Exec-managerial, Own-child, Amer-Indian-Eskimo, Female,0,0,60, Taiwan, <=50K
41, State-gov, Bachelors, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, Japan, >50K
48, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, Other, Female,0,0,40, Thailand, >50K
42, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,54, Haiti, <=50K
35, Private, Bachelors, Divorced, Exec-managerial, Not-in-family, Black, Male,0,0,40, Dominican-Republic, <=50K
48, Private, 10th, Never-married, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,0,0,50, Thailand, <=50K
45, Private, Some-college, Divorced, Adm-clerical, Not-in-family, Other, Male,0,0,46, Peru, <=50K
27, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, Italy, <=50K
21, State-gov, Bachelors, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,15, Taiwan, <=50K
49, Private, HS-grad, Married-civ-spouse, Sales, Husband, Black, Female,0,0,40, Cuba, >50K
47, State-gov, Masters, Married-civ-spouse, Sales, Husband, Black, Male,0,0,40, Vietnam, >50K
41, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,50, Taiwan, >50K
43, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Female,15024,0,45, Japan, >50K
45, Private, Some-college, Divorced, Prof-specialty, Unmarried, White, Male,0,0,35, United-States, <=50K
60, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, Laos, >50K
35, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Cuba, <=50K
30, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
22, Private, Some-college, Never-married, Other-service, Not-in-family, White, Male,0,0,35, Ireland, <=50K
25, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,2182,0,45, Ireland, <=50K
42, Self-emp-inc, Prof-school, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,1977,40, Haiti, >50K
25, Federal-gov, Some-college, Never-married, Transport-moving, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Portugal, <=50K
22, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Puerto-Rico, <=50K
36, Self-emp-not-inc, Some-college, Married-civ-spouse, Adm-clerical, Wife, Black, Female,0,0,30, Poland, <=50K
36, Local-gov, Bachelors, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
38, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Wife, Black, Male,0,0,30, United-States, >50K
39, Private, HS-grad, Married-civ-spouse, Transport-moving, Own-child, White, Female,0,0,40, United-States, <=50K
34, Private, Some-college, Married-civ-spouse, Prof-specialty, Unmarried, White, Female,0,0,40, Vietnam, <=50K
40, Private, Some-college, Divorced, Sales, Unmarried, Black, Male,0,0,45, United-States, <=50K
58, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Iran, >50K
60, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,0,0,40, Thailand, <=50K
42, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Black, Female,7687,0,40, France, <=50K
47, Private, HS-grad, Never-married, Craft-repair, Unmarried, Other, Female,0,0,40, United-States, <=50K
64, State-gov, HS-grad, Widowed, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
35, Private, Some-college, Divorced, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
26, Local-gov, HS-grad, Never-married, Exec-managerial, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Dominican-Republic, <=50K
37, Local-gov, HS-grad, Widowed, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Dominican-Republic, <=50K
37, Private, Some-college, Never-married, Adm-clerical, Other-relative, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
19, Private, Bachelors, Never-married, Handlers-cleaners, Unmarried, Asian-Pac-Islander, Male,0,0,10, Guatemala, <=50K
23, Private, Bachelors, Divorced, Priv-house-serv, Unmarried, White, Female,0,0,25, Guatemala, >50K
23, Private, Some-college, Never-married, Protective-serv, Own-child, Black, Male,0,0,36, United-States, <=50K
25, Local-gov, HS-grad, Married-civ-spouse, Sales, Husband, Other, Male,0,0,50, Nicaragua, <=50K
31, Self-emp-not-inc, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,80, Peru, >50K
25, Private, HS-grad, Never-married, Other-service, Not-in-family, Black, Male,0,0,20, United-States, <=50K
34, Private, Assoc-voc, Divorced, Farming-fishing, Unmarried, White, Male,0,0,40, Laos, <=50K
51, Self-emp-inc, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,54, United-States, <=50K
44, Local-gov, Bachelors, Divorced, Prof-specialty, Unmarried, White, Male,0,0,40, United-States, >50K
41, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, Hong, >50K
60, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, Haiti, <=50K
57, Private, HS-grad, Married-civ-spouse, Other-service, Wife, Other, Male,0,0,40, Peru, >50K
49, Private, Bachelors, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,60, United-States, >50K
52, Private, HS-grad, Separated, Handlers-cleaners, Wife, Amer-Indian-Eskimo, Female,0,0,37, Canada, >50K
33, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, Black, Female,0,0,60, Yugoslavia, >50K
37, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Female,0,0,40, United-States, >50K
51, State-gov, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,20, United-States, <=50K
48, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, Poland, >50K
35, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,50, United-States, >50K
33, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,54, South, <=50K
45, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,42, Poland, >50K
49, Private, Masters, Married-civ-spouse, Protective-serv, Husband, Black, Male,0,0,50, Puerto-Rico, >50K
44, Local-gov, Bachelors, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Male,0,0,54, United-States, <=50K
38, Private, Assoc-voc, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,25, Vietnam, >50K
47, Private, Bachelors, Divorced, Sales, Not-in-family, Black, Female,0,0,45, Hungary, <=50K
37, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
38, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, Other, Female,0,0,40, El-Salvador, >50K
24, Private, Assoc-acdm, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, <=50K
25, Private, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,30, United-States, <=50K
17, Private, 11th, Never-married, Sales, Own-child, White, Female,0,0,10, England, <=50K
35, Local-gov, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, Italy, <=50K
36, Private, HS-grad, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
53, Self-emp-inc, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, Ireland, >50K
50, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,1495,98, Columbia, >50K
52, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,7687,0,65, Taiwan, >50K
45, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,54, United-States, >50K
35, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,1887,40, United-States, >50K
20, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, Mexico, <=50K
36, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, Black, Female,0,0,40, Vietnam, <=50K
41, Private, Bachelors, Divorced, Sales, Unmarried, Other, Female,0,0,45, England, <=50K
44, Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, Other, Male,0,0,40, Cambodia, >50K
31, Private, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, Japan, >50K
53, Private, Some-college, Married-civ-spouse, Sales, Husband, Black, Male,0,0,40, Cambodia, <=50K
43, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,54, Thailand, <=50K
25, Private, Bachelors, Never-married, Transport-moving, Own-child, Black, Male,0,0,68, Italy, <=50K
52, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Other, Male,0,0,40, United-States, <=50K
32, Private, Prof-school, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male,0,1902,60, Germany, >50K
23, Private, Some-college, Never-married, Transport-moving, Own-child, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
42, Private, HS-grad, Divorced, Sales, Not-in-family, Black, Male,0,0,40, Japan, <=50K
28, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, Other, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
51, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Asian-Pac-Islander, Male,0,0,40, Greece, <=50K
58, Local-gov, Masters, Widowed, Sales, Not-in-family, Other, Female,0,0,40, United-States, <=50K
51, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, Peru, <=50K
42, Local-gov, HS-grad, Divorced, Exec-managerial, Not-in-family, Black, Male,0,0,40, Trinadad&Tobago, <=50K
22, Private, Some-college, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Female,0,0,25, Columbia, <=50K
19, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Male,0,0,36, Greece, <=50K
42, Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1887,40, Honduras, >50K
64, Private, HS-grad, Married-civ-spouse, Sales, Husband, Black, Male,0,0,4, Nicaragua, <=50K
48, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Other, Male,0,0,40, United-States, <=50K
54, Local-gov, Some-college, Married-civ-spouse, Farming-fishing, Husband, Amer-Indian-Eskimo, Female,0,0,45, Yugoslavia, <=50K
43, Private, Bachelors, Married-civ-spouse, Adm-clerical, Not-in-family, White, Female,7852,0,40, Portugal, >50K
19, Private, Some-college, Never-married, Sales, Not-in-family, Other, Female,0,0,40, Nicaragua, <=50K
48, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, United-States, >50K
56, Self-emp-not-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,53, Thailand, <=50K
30, Private, HS-grad, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Male,0,0,30, Dominican-Republic, <=50K
33, Federal-gov, Some-college, Married-civ-spouse, Prof-specialty, Wife, Black, Female,7687,0,50, United-States, >50K
65, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male,0,0,40, Ecuador, >50K
46, State-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,45, Poland, >50K
57, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Wife, Asian-Pac-Islander, Male,0,0,60, Taiwan, <=50K
19, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,40, Columbia, <=50K
24, Self-emp-not-inc, 11th, Never-married, Adm-clerical, Unmarried, White, Female,0,0,30, Laos, <=50K
25, Private, 10th, Never-married, Sales, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Taiwan, <=50K
33, Private, Some-college, Divorced, Sales, Unmarried, Other, Male,4411,0,35, United-States, <=50K
19, Private, HS-grad, Never-married, Other-service, Own-child, Other, Male,0,0,40, Ireland, <=50K
43, Private, HS-grad, Divorced, Handlers-cleaners, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Honduras, <=50K
23, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,52, United-States, <=50K
29, Private, Prof-school, Married-civ-spouse, Protective-serv, Wife, Other, Female,0,0,45, United-States, >50K
28, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Black, Male,4650,0,40, Columbia, <=50K
47, Private, Some-college, Divorced, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Puerto-Rico, <=50K
48, Private, Some-college, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,40, Cuba, <=50K
23, Private, HS-grad, Never-married, Other-service, Not-in-family, Black, Male,0,0,40, Guatemala, <=50K
44, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Other, Male,4468,0,99, Trinadad&Tobago, >50K
41, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,0,40, South, >50K
18, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,25, Yugoslavia, >50K
44, Private, Bachelors, Married-civ-spouse, Exec-managerial, Wife, Asian-Pac-Islander, Male,0,0,40, Mexico, >50K
30, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,1887,50, Japan, >50K
24, Private, Bachelors, Never-married, Adm-clerical, Own-child, Other, Male,0,0,40, Philippines, <=50K
45, State-gov, HS-grad, Never-married, Adm-clerical, Not-in-family, Other, Female,0,0,40, Trinadad&Tobago, <=50K
60, Self-emp-inc, 11th, Married-civ-spouse, Tech-support, Husband, Black, Female,15024,0,50, Cuba, >50K
51, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,48, Japan, <=50K
50, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, Other, Male,0,0,40, Portugal, <=50K
28, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,25, Philippines, <=50K
48, Private, Some-college, Married-civ-spouse, Prof-specialty, Unmarried, Asian-Pac-Islander, Male,0,0,61, United-States, >50K
54, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,7687,0,40, Cambodia, <=50K
29, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,65, United-States, >50K
42, Private, Assoc-acdm, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Jamaica, <=50K
42, Private, Some-college, Divorced, Tech-support, Not-in-family, Other, Male,1982,0,40, United-States, <=50K
26, Private, Assoc-voc, Never-married, Handlers-cleaners, Unmarried, Other, Female,0,0,50, Nicaragua, <=50K
37, Self-emp-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Wife, White, Female,0,0,40, France, >50K
57, Federal-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, Hong, >50K
44, Local-gov, HS-grad, Widowed, Transport-moving, Own-child, White, Male,0,0,40, Japan, <=50K
21, Private, Some-college, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, Vietnam, <=50K
34, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, >50K
21, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Male,0,0,35, Taiwan, <=50K
25, Private, Assoc-acdm, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,1466,40, Germany, <=50K
49, Self-emp-inc, Masters, Married-civ-spouse, Transport-moving, Husband, White, Male,7687,0,54, El-Salvador, >50K
24, Private, Some-college, Married-civ-spouse, Sales, Own-child, Asian-Pac-Islander, Male,2323,0,40, Dominican-Republic, <=50K
43, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
21, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Female,0,0,35, United-States, <=50K
43, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, Portugal, >50K
19, Private, Assoc-voc, Never-married, Other-service, Own-child, Black, Female,0,0,12, Dominican-Republic, <=50K
49, Local-gov, Doctorate, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,1902,50, Cambodia, >50K
34, Private, HS-grad, Divorced, Transport-moving, Wife, Black, Male,7687,0,35, Vietnam, >50K
40, Local-gov, Assoc-acdm, Married-civ-spouse, Exec-managerial, Own-child, Asian-Pac-Islander, Female,0,0,40, Vietnam, <=50K
64, Private, Some-college, Widowed, Other-service, Not-in-family, Black, Female,0,0,15, Honduras, <=50K
24, Private, Some-college, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Female,0,0,15, Haiti, <=50K
30, Private, Some-college, Divorced, Sales, Not-in-family, White, Female,0,0,40, Guatemala, <=50K
22, Private, HS-grad, Never-married, Other-service, Own-child, Black, Female,0,0,40, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,60, Iran, <=50K
21, Private, Bachelors, Never-married, Craft-repair, Not-in-family, Other, Female,0,0,40, El-Salvador, <=50K
45, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, Other, Female,25583,0,65, Italy, >50K
39, Private, HS-grad, Divorced, Protective-serv, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Japan, <=50K
25, Self-emp-not-inc, HS-grad, Divorced, Adm-clerical, Own-child, Other, Female,0,0,30, Poland, <=50K
45, Private, Some-college, Married-spouse-absent, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,42, United-States, >50K
42, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1870,40, Peru, >50K
53, Private, HS-grad, Married-civ-spouse, Adm-clerical, Unmarried, Black, Male,0,0,40, United-States, <=50K
34, Private, Some-college, Divorced, Prof-specialty, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Jamaica, <=50K
21, Private, Some-college, Never-married, Sales, Not-in-family, Other, Male,0,0,35, United-States, <=50K
59, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,0,0,99, Thailand, >50K
57, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,70, Nicaragua, >50K
47, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Other, Female,0,0,25, France, <=50K
19, Private, HS-grad, Never-married, Other-service, Own-child, Black, Female,0,0,40, Vietnam, <=50K
58, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,15024,0,54, Vietnam, >50K
46, State-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
27, Private, Some-college, Divorced, Sales, Not-in-family, White, Male,0,0,40, Cuba, <=50K
40, Private, HS-grad, Never-married, Sales, Not-in-family, Other, Female,0,0,50, Hungary, <=50K
49, Local-gov, HS-grad, Separated, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,50, Yugoslavia, >50K
34, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Female,0,0,40, Honduras, <=50K
52, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, Canada, <=50K
32, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,0,1575,40, United-States, >50K
26, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,35, Mexico, <=50K
25, Private, Some-college, Divorced, Adm-clerical, Own-child, Asian-Pac-Islander, Female,0,0,15, Outlying-US(Guam-USVI-etc), <=50K
30, Private, Some-college, Married-civ-spouse, Protective-serv, Unmarried, Asian-Pac-Islander, Female,0,0,40, Guatemala, <=50K
24, Private, HS-grad, Never-married, Other-service, Not-in-family, Other, Female,0,0,40, Puerto-Rico, <=50K
64, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Amer-Indian-Eskimo, Female,0,0,20, Ecuador, <=50K
48, Private, 10th, Divorced, Other-service, Unmarried, White, Female,0,0,30, United-States, <=50K
31, Private, HS-grad, Married-spouse-absent, Craft-repair, Unmarried, White, Female,5062,0,40, Taiwan, <=50K
43, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,1599,40, Vietnam, <=50K
28, Private, Some-college, Divorced, Machine-op-inspct, Not-in-family, Other, Female,0,0,40, United-States, <=50K
71, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Other, Male,0,0,20, Ireland, <=50K
42, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Male,7298,0,40, Ecuador, >50K
31, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,40, Poland, >50K
58, Local-gov, HS-grad, Divorced, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,50, Dominican-Republic, <=50K
25, Private, Masters, Never-married, Transport-moving, Not-in-family, White, Female,0,0,61, Jamaica, <=50K
64, Private, 5th-6th, Divorced, Tech-support, Not-in-family, White, Male,0,0,40, Dominican-Republic, <=50K
28, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Black, Male,7687,0,50, Columbia, >50K
25, Local-gov, Bachelors, Never-married, Exec-managerial, Not-in-family, Black, Male,0,0,45, Iran, <=50K
65, Private, 10th, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Female,0,0,40, Iran, <=50K
61, Private, 9th, Widowed, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Columbia, <=50K
60, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Female,0,0,40, Canada, <=50K
60, Self-emp-inc, HS-grad, Married-civ-spouse, Other-service, Husband, Black, Female,0,0,40, Italy, >50K
