45, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, Amer-Indian-Eskimo, Male,0,0,71, United-States, >50K
63, Private, Some-college, Divorced, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
56, Private, Some-college, Divorced, Craft-repair, Husband, Black, Female,0,0,40, United-States, <=50K
22, Private, HS-grad, Never-married, Transport-moving, Not-in-family, White, Male,0,0,50, Mexico, >50K
43, Self-emp-not-inc, Masters, Divorced, Sales, Husband, Asian-Pac-Islander, Male,0,1902,50, United-States, >50K
30, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,1977,40, United-States, <=50K
60, Self-emp-not-inc, HS-grad, Widowed, Craft-repair, Husband, White, Male,3332,0,35, United-States, <=50K
28, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,43, United-States, <=50K
50, Self-emp-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
25, Local-gov, Masters, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
25, Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Unmarried, White, Female,14083,0,50, United-States, >50K
31, Private, HS-grad, Divorced, Tech-support, Not-in-family, White, Female,0,0,40, United-States, <=50K
33, Private, 10th, Divorced, Craft-repair, Husband, White, Female,0,0,40, United-States, <=50K
41, Private, Assoc-acdm, Never-married, Sales, Husband, White, Female,0,0,50, United-States, <=50K
50, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Female,0,0,40, United-States, <=50K
45, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,70, United-States, <=50K
60, Private, Some-college, Divorced, Adm-clerical, Husband, White, Female,0,0,60, United-States, <=50K
47, Private, HS-grad, Divorced, Exec-managerial, Husband, Black, Male,0,0,40, United-States, <=50K
38, Self-emp-not-inc, 10th, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
45, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,34411,0,65, United-States, >50K
28, Private, Assoc-acdm, Never-married, Handlers-cleaners, Own-child, Black, Male,0,0,40, Italy, <=50K
38, Local-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,15024,0,45, United-States, >50K
50, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,70, United-States, >50K
33, Private, Bachelors, Divorced, Farming-fishing, Husband, White, Male,5013,0,40, United-States, <=50K
31, Private, Masters, Never-married, Exec-managerial, Husband, White, Female,0,0,45, United-States, <=50K
58, Private, 7th-8th, Never-married, Tech-support, Husband, White, Female,0,0,40, Mexico, <=50K
35, Private, HS-grad, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
21, Private, Some-college, Separated, Craft-repair, Husband, White, Female,0,0,40, United-States, <=50K
79, Local-gov, HS-grad, Widowed, Craft-repair, Husband, White, Female,0,0,20, United-States, >50K
37, Private, Assoc-voc, Never-married, Craft-repair, Unmarried, Other, Male,0,0,38, United-States, >50K
24, Private, Some-college, Never-married, Sales, Husband, White, Male,0,0,40, Cuba, <=50K
60, Private, Some-college, Married-civ-spouse, Prof-specialty, Unmarried, White, Female,0,0,30, United-States, >50K
34, Self-emp-inc, Bachelors, Married-civ-spouse, Tech-support, Not-in-family, White, Male,0,0,50, United-States, <=50K
36, Private, Some-college, Widowed, Sales, Wife, White, Male,0,0,40, United-States, <=50K
42, Private, Some-college, Widowed, Machine-op-inspct, Not-in-family, Black, Female,0,0,23, United-States, <=50K
45, Self-emp-not-inc, Prof-school, Married-civ-spouse, Adm-clerical, Unmarried, White, Female,0,1933,40, United-States, <=50K
43, Private, Some-college, Divorced, Exec-managerial, Own-child, White, Male,0,0,16, United-States, <=50K
45, Private, Assoc-voc, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
36, Private, 10th, Never-married, Farming-fishing, Not-in-family, Black, Male,0,0,40, United-States, <=50K
32, Private, Bachelors, Married-civ-spouse, Sales, Own-child, White, Female,0,0,45, United-States, >50K
44, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
39, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,50, United-States, >50K
41, Private, Some-college, Divorced, Tech-support, Husband, White, Male,0,0,40, United-States, >50K
25, Private, Assoc-acdm, Never-married, Adm-clerical, Husband, White, Female,0,0,40, United-States, <=50K
25, Private, Assoc-acdm, Divorced, Sales, Not-in-family, White, Male,0,0,45, United-States, <=50K
26, Private, 1st-4th, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
23, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,50, Greece, <=50K
20, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
41, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,40, Yugoslavia, <=50K
44, Private, Bachelors, Never-married, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
60, Self-emp-not-inc, Bachelors, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,60, United-States, <=50K
49, Private, 7th-8th, Never-married, Craft-repair, Husband, White, Female,0,0,60, United-States, >50K
41, Private, Assoc-voc, Divorced, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
20, Private, Some-college, Never-married, Prof-specialty, Unmarried, White, Female,0,0,25, United-States, <=50K
41, Private, HS-grad, Divorced, Sales, Husband, White, Male,0,0,60, United-States, >50K
39, Federal-gov, Doctorate, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,54, United-States, >50K
51, Private, 11th, Married-civ-spouse, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, <=50K
33, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,7298,0,45, United-States, >50K
45, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,70, Greece, >50K
25, Private, 10th, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,38, United-States, <=50K
48, Private, Bachelors, Married-civ-spouse, Transport-moving, Wife, White, Male,0,0,40, United-States, <=50K
37, Private, Bachelors, Divorced, Transport-moving, Husband, White, Male,0,0,44, United-States, <=50K
30, Self-emp-not-inc, Some-college, Never-married, Exec-managerial, Husband, White, Male,7298,0,75, United-States, >50K
54, Self-emp-not-inc, Masters, Divorced, Transport-moving, Husband, Amer-Indian-Eskimo, Male,0,0,65, United-States, >50K
31, Private, Masters, Married-civ-spouse, Prof-specialty, Unmarried, White, Male,0,0,40, United-States, <=50K
65, Private, 11th, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,24, Dominican-Republic, <=50K
51, Self-emp-not-inc, Bachelors, Married-civ-spouse, Other-service, Husband, White, Female,0,0,40, United-States, >50K
26, Private, HS-grad, Married-civ-spouse, Exec-managerial, Unmarried, White, Male,0,0,40, United-States, <=50K
37, Self-emp-not-inc, 10th, Married-civ-spouse, Machine-op-inspct, Unmarried, Black, Male,0,0,50, United-States, <=50K
22, Private, Some-college, Never-married, Exec-managerial, Own-child, White, Male,0,1902,40, United-States, >50K
41, Self-emp-inc, Some-college, Married-civ-spouse, Farming-fishing, Not-in-family, White, Female,0,0,60, United-States, <=50K
34, Private, Masters, Never-married, Prof-specialty, Not-in-family, White, Female,15024,0,60, United-States, <=50K
34, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
20, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
38, Self-emp-not-inc, HS-grad, Never-married, Sales, Husband, Black, Male,0,0,40, United-States, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Male,0,0,15, United-States, <=50K
31, Local-gov, HS-grad, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
33, Private, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,0,0,35, United-States, <=50K
29, Private, Some-college, Married-civ-spouse, Tech-support, Not-in-family, White, Female,0,0,40, United-States, <=50K
43, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Own-child, White, Male,0,0,40, United-States, <=50K
44, Private, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,54, United-States, <=50K
47, State-gov, Bachelors, Never-married, Prof-specialty, Unmarried, White, Male,0,0,45, United-States, <=50K
17, Private, 11th, Never-married, Prof-specialty, Own-child, White, Male,0,0,20, United-States, <=50K
26, Self-emp-inc, Some-college, Married-civ-spouse, Farming-fishing, Not-in-family, White, Male,0,0,60, Mexico, <=50K
29, Private, 7th-8th, Married-civ-spouse, Sales, Own-child, White, Female,0,0,30, United-States, <=50K
50, Private, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
66, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,99999,0,53, United-States, >50K
31, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,60, United-States, >50K
25, Private, HS-grad, Divorced, Handlers-cleaners, Husband, White, Female,0,0,30, United-States, <=50K
27, Local-gov, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,40, El-Salvador, >50K
45, Self-emp-inc, Assoc-voc, Never-married, Sales, Own-child, White, Female,0,0,25, Jamaica, <=50K
26, Private, Masters, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, Other, Male,0,0,14, United-States, <=50K
44, Local-gov, HS-grad, Divorced, Other-service, Wife, White, Female,0,0,30, United-States, <=50K
37, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,65, United-States, >50K
53, State-gov, Assoc-voc, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
35, Private, Masters, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, >50K
41, Local-gov, 7th-8th, Married-civ-spouse, Adm-clerical, Own-child, White, Male,0,0,40, United-States, >50K
21, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Own-child, Black, Female,0,0,25, United-States, <=50K
73, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,34414,0,40, United-States, >50K
70, Self-emp-not-inc, 12th, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, United-States, <=50K
39, Private, Bachelors, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,7687,0,40, United-States, >50K
37, Private, HS-grad, Divorced, Other-service, Husband, White, Female,0,0,40, United-States, <=50K
46, Private, HS-grad, Widowed, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
43, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Female,5178,0,40, United-States, <=50K
25, Private, Masters, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
40, Private, HS-grad, Married-civ-spouse, Exec-managerial, Unmarried, White, Male,0,0,40, United-States, >50K
26, Private, Some-college, Married-civ-spouse, Transport-moving, Own-child, Black, Female,0,0,40, United-States, <=50K
35, Private, HS-grad, Never-married, Exec-managerial, Unmarried, White, Female,0,0,50, United-States, >50K
59, Local-gov, Assoc-voc, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
42, Local-gov, HS-grad, Married-civ-spouse, Other-service, Not-in-family, Black, Female,7298,0,35, United-States, >50K
31, Private, HS-grad, Never-married, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,54, United-States, <=50K
46, Private, Doctorate, Widowed, Machine-op-inspct, Not-in-family, White, Male,0,0,45, United-States, <=50K
46, Private, Masters, Married-civ-spouse, Adm-clerical, Wife, White, Male,0,0,40, United-States, <=50K
48, Private, HS-grad, Never-married, Exec-managerial, Wife, White, Female,0,0,40, United-States, <=50K
54, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,60, United-States, <=50K
46, Private, Bachelors, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, >50K
48, Self-emp-inc, Assoc-acdm, Married-civ-spouse, Prof-specialty, Not-in-family, Black, Male,0,0,45, United-States, <=50K
25, Private, HS-grad, Divorced, Sales, Not-in-family, White, Male,0,0,40, United-States, >50K
31, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Female,7298,0,40, United-States, >50K
51, Private, HS-grad, Divorced, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
35, Private, Prof-school, Married-civ-spouse, Sales, Unmarried, White, Female,0,0,45, United-States, <=50K
19, Self-emp-not-inc, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,25, United-States, <=50K
48, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, >50K
41, Self-emp-inc, Bachelors, Divorced, Handlers-cleaners, Unmarried, White, Male,0,0,50, United-States, <=50K
48, Private, HS-grad, Divorced, Machine-op-inspct, Own-child, White, Male,4066,0,40, United-States, <=50K
44, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1902,70, United-States, >50K
50, Self-emp-not-inc, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,74, United-States, >50K
35, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, United-States, >50K
38, Private, HS-grad, Never-married, Farming-fishing, Husband, White, Male,0,0,54, United-States, >50K
34, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,99999,0,50, United-States, >50K
24, Private, Bachelors, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
58, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, United-States, <=50K
37, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,3921,0,45, United-States, >50K
59, Private, HS-grad, Divorced, Farming-fishing, Not-in-family, White, Male,0,0,60, United-States, >50K
19, State-gov, HS-grad, Never-married, Sales, Not-in-family, Black, Female,0,0,30, United-States, <=50K
20, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
31, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,0,0,60, United-States, <=50K
41, Self-emp-not-inc, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,83, United-States, <=50K
48, State-gov, Some-college, Married-civ-spouse, Prof-specialty, Unmarried, White, Female,0,0,39, United-States, <=50K
21, Private, HS-grad, Never-married, Other-service, Unmarried, Black, Male,0,0,35, United-States, <=50K
30, Self-emp-not-inc, HS-grad, Never-married, Exec-managerial, Own-child, Other, Male,0,0,45, United-States, <=50K
22, Private, Bachelors, Separated, Craft-repair, Own-child, White, Male,0,0,35, United-States, <=50K
36, Private, 12th, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,70, United-States, >50K
45, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
40, Private, Some-college, Divorced, Sales, Husband, White, Male,0,0,40, United-States, >50K
49, Private, Assoc-voc, Never-married, Other-service, Husband, White, Female,0,1902,25, United-States, >50K
39, Private, Bachelors, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,20, United-States, >50K
26, Private, Bachelors, Married-spouse-absent, Exec-managerial, Husband, White, Male,12243,0,45, United-States, >50K
52, Local-gov, Assoc-acdm, Married-civ-spouse, Transport-moving, Husband, White, Female,0,0,65, United-States, >50K
34, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
60, Private, Some-college, Married-civ-spouse, Other-service, Husband, Black, Female,0,0,1, United-States, >50K
34, Private, 1st-4th, Divorced, Adm-clerical, Not-in-family, White, Female,4704,0,40, United-States, <=50K
69, State-gov, Masters, Never-married, Exec-managerial, Husband, White, Female,0,0,3, United-States, <=50K
23, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,36, United-States, <=50K
22, Private, HS-grad, Never-married, Sales, Husband, Black, Male,0,0,30, United-States, >50K
26, Private, Some-college, Divorced, Protective-serv, Husband, White, Male,3313,0,50, United-States, <=50K
35, Private, Bachelors, Divorced, Transport-moving, Unmarried, White, Male,0,0,40, United-States, <=50K
31, Private, Some-college, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,25, United-States, <=50K
36, Private, Some-college, Widowed, Sales, Unmarried, White, Female,0,0,40, United-States, <=50K
30, Self-emp-inc, Some-college, Never-married, Tech-support, Husband, White, Male,0,0,50, United-States, <=50K
49, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Germany, <=50K
31, Self-emp-not-inc, Bachelors, Married-civ-spouse, Transport-moving, Other-relative, White, Male,0,0,76, United-States, <=50K
45, Local-gov, HS-grad, Married-civ-spouse, Farming-fishing, Not-in-family, White, Female,0,0,40, United-States, >50K
39, Private, Some-college, Married-civ-spouse, Exec-managerial, Unmarried, White, Male,0,0,40, United-States, <=50K
41, Self-emp-inc, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,60, United-States, <=50K
24, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,52, United-States, <=50K
26, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Wife, White, Male,0,0,35, United-States, <=50K
45, Private, Assoc-acdm, Married-civ-spouse, Tech-support, Not-in-family, White, Female,0,0,40, United-States, <=50K
23, Private, Bachelors, Never-married, Prof-specialty, Wife, White, Male,0,0,20, United-States, <=50K
20, Private, HS-grad, Never-married, Protective-serv, Not-in-family, White, Male,0,0,40, United-States, <=50K
25, Private, Some-college, Married-civ-spouse, Exec-managerial, Own-child, White, Male,0,0,40, United-States, >50K
22, Private, 11th, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,30, United-States, >50K
30, Private, Bachelors, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,9679,0,30, United-States, <=50K
25, Local-gov, Some-college, Never-married, Exec-managerial, Husband, White, Male,0,0,70, United-States, >50K
24, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, <=50K
59, State-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,1902,48, United-States, >50K
32, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,3982,0,50, United-States, <=50K
27, Federal-gov, Bachelors, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
39, Self-emp-inc, Prof-school, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,99999,0,40, United-States, <=50K
42, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, United-States, >50K
39, Private, HS-grad, Separated, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
39, Private, Prof-school, Married-civ-spouse, Sales, Husband, White, Male,15024,0,45, United-States, <=50K
56, Self-emp-not-inc, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, Black, Female,0,0,20, United-States, <=50K
45, Private, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, >50K
48, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Unmarried, Black, Female,0,0,37, United-States, <=50K
49, Private, Bachelors, Married-civ-spouse, Farming-fishing, Wife, Asian-Pac-Islander, Female,0,0,40, United-States, >50K
27, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, United-States, <=50K
26, Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Own-child, White, Female,0,0,40, United-States, <=50K
38, Self-emp-not-inc, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, Asian-Pac-Islander, Male,0,0,75, United-States, <=50K
59, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
54, State-gov, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,20, France, <=50K
42, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,40, United-States, <=50K
31, Self-emp-not-inc, 5th-6th, Never-married, Exec-managerial, Unmarried, White, Female,0,0,45, United-States, <=50K
25, Private, 12th, Never-married, Other-service, Husband, Black, Female,0,0,25, United-States, <=50K
33, Private, 11th, Widowed, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
22, Private, Bachelors, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,15, United-States, <=50K
34, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,65, United-States, <=50K
41, Self-emp-not-inc, Masters, Married-civ-spouse, Sales, Own-child, Black, Male,0,0,40, United-States, <=50K
54, Private, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
55, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,15024,0,54, United-States, >50K
40, Local-gov, HS-grad, Married-civ-spouse, Sales, Not-in-family, Black, Male,0,0,40, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,45, United-States, <=50K
33, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,40, Iran, <=50K
46, Local-gov, Bachelors, Divorced, Exec-managerial, Not-in-family, White, Male,0,1977,30, United-States, <=50K
45, Private, HS-grad, Married-civ-spouse, Farming-fishing, Unmarried, White, Female,0,0,30, United-States, <=50K
58, Self-emp-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,1887,50, United-States, <=50K
40, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,50, United-States, >50K
29, Private, HS-grad, Divorced, Farming-fishing, Unmarried, White, Male,0,0,40, United-States, <=50K
40, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
43, Private, HS-grad, Married-civ-spouse, Other-service, Wife, White, Female,0,0,25, United-States, <=50K
48, Private, Some-college, Never-married, Sales, Wife, White, Female,0,0,50, United-States, <=50K
28, Private, Assoc-acdm, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
19, Private, Some-college, Never-married, Adm-clerical, Own-child, Black, Male,0,0,25, United-States, <=50K
33, Self-emp-not-inc, Some-college, Married-civ-spouse, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
30, Private, Bachelors, Divorced, Exec-managerial, Unmarried, White, Female,5013,0,40, United-States, >50K
26, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
35, Private, Assoc-acdm, Never-married, Adm-clerical, Husband, White, Female,0,0,40, United-States, <=50K
17, Private, 10th, Never-married, Other-service, Own-child, White, Female,0,0,25, United-States, <=50K
40, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,7298,0,50, United-States, >50K
53, Federal-gov, Some-college, Divorced, Prof-specialty, Husband, Black, Male,0,0,40, United-States, >50K
30, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,48, United-States, <=50K
45, Private, Bachelors, Divorced, Handlers-cleaners, Wife, White, Female,0,0,40, United-States, >50K
28, Private, HS-grad, Never-married, Prof-specialty, Own-child, White, Male,0,0,50, United-States, <=50K
34, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,65, United-States, <=50K
30, Private, Some-college, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
32, Federal-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, United-States, <=50K
50, Private, Bachelors, Divorced, Craft-repair, Husband, White, Male,15024,0,40, United-States, >50K
27, Self-emp-inc, HS-grad, Never-married, Adm-clerical, Husband, White, Female,0,0,40, United-States, <=50K
28, Private, Some-college, Divorced, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
72, Private, 5th-6th, Married-civ-spouse, Sales, Unmarried, White, Male,0,0,40, United-States, <=50K
50, Local-gov, 9th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
36, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Wife, White, Female,0,0,20, United-States, >50K
66, Local-gov, Some-college, Married-civ-spouse, Transport-moving, Wife, White, Male,0,0,50, United-States, >50K
19, Private, Assoc-voc, Never-married, Other-service, Own-child, Black, Female,0,0,45, United-States, <=50K
36, Private, HS-grad, Never-married, Adm-clerical, Husband, White, Female,0,0,40, United-States, <=50K
19, Private, HS-grad, Never-married, Other-service, Husband, White, Female,0,0,40, United-States, <=50K
22, Private, Some-college, Never-married, Craft-repair, Wife, Asian-Pac-Islander, Female,0,0,30, United-States, <=50K
34, Private, Bachelors, Never-married, Adm-clerical, Husband, White, Female,0,0,38, United-States, <=50K
23, Private, Some-college, Never-married, Other-service, Own-child, Black, Female,0,0,23, United-States, <=50K
28, Local-gov, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,40, United-States, <=50K
52, Federal-gov, Prof-school, Married-civ-spouse, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
27, Private, Masters, Never-married, Exec-managerial, Husband, White, Male,0,0,70, United-States, <=50K
28, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Female,0,0,45, Puerto-Rico, <=50K
21, State-gov, Some-college, Never-married, Adm-clerical, Own-child, Black, Female,0,0,30, United-States, <=50K
39, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1976,40, United-States, >50K
34, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,44, United-States, <=50K
32, Private, Assoc-acdm, Married-civ-spouse, Adm-clerical, Unmarried, White, Female,0,0,35, United-States, <=50K
22, Local-gov, HS-grad, Never-married, Protective-serv, Not-in-family, White, Male,0,1848,60, Puerto-Rico, <=50K
48, Self-emp-not-inc, HS-grad, Separated, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, >50K
17, Private, 11th, Never-married, Prof-specialty, Own-child, White, Female,0,0,20, United-States, <=50K
23, Private, HS-grad, Never-married, Craft-repair, Other-relative, White, Female,0,0,50, United-States, >50K
39, Private, HS-grad, Never-married, Adm-clerical, Husband, White, Female,0,0,40, United-States, >50K
30, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,27, United-States, <=50K
46, Local-gov, Bachelors, Never-married, Prof-specialty, Wife, White, Male,0,1902,40, United-States, <=50K
20, State-gov, Some-college, Married-civ-spouse, Tech-support, Own-child, White, Female,0,0,30, United-States, <=50K
25, Private, Some-college, Never-married, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
21, Private, 9th, Never-married, Adm-clerical, Own-child, White, Male,0,0,35, United-States, <=50K
41, Private, Bachelors, Married-civ-spouse, Farming-fishing, Unmarried, White, Female,0,0,40, United-States, <=50K
46, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,24, United-States, <=50K
20, Private, Bachelors, Never-married, Adm-clerical, Own-child, White, Male,0,0,16, United-States, <=50K
34, Private, Some-college, Separated, Prof-specialty, Husband, Black, Male,0,0,30, United-States, >50K
35, Private, HS-grad, Never-married, Machine-op-inspct, Unmarried, Black, Male,0,0,40, United-States, <=50K
36, Self-emp-not-inc, HS-grad, Married-civ-spouse, Protective-serv, Unmarried, White, Female,0,0,40, United-States, <=50K
25, Self-emp-not-inc, Some-college, Divorced, Protective-serv, Husband, White, Male,0,0,40, Cuba, <=50K
42, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Male,15024,0,50, United-States, >50K
