25, Private, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, Amer-Indian-Eskimo, Male,0,0,35, Cuba, <=50K
43, Self-emp-not-inc, HS-grad, Divorced, Exec-managerial, Not-in-family, Other, Female,0,0,54, Peru, <=50K
20, Private, Some-college, Never-married, Other-service, Own-child, Black, Female,0,0,40, South, <=50K
40, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,15024,0,50, Yugoslavia, >50K
43, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,40, Mexico, <=50K
18, Private, Some-college, Never-married, Adm-clerical, Own-child, Other, Male,0,0,20, China, <=50K
20, Private, Bachelors, Never-married, Other-service, Own-child, Asian-Pac-Islander, Male,0,0,15, Columbia, <=50K
29, Local-gov, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, Asian-Pac-Islander, Female,0,0,40, Honduras, <=50K
18, State-gov, Assoc-voc, Never-married, Farming-fishing, Own-child, White, Female,0,0,20, United-States, <=50K
18, Private, Some-college, Never-married, Adm-clerical, Other-relative, Asian-Pac-Islander, Male,0,0,30, Taiwan, <=50K
45, Private, Some-college, Never-married, Protective-serv, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Trinadad&Tobago, <=50K
31, Private, Some-college, Never-married, Farming-fishing, Own-child, Amer-Indian-Eskimo, Male,0,0,50, Haiti, <=50K
58, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, Other, Male,0,0,20, Trinadad&Tobago, <=50K
23, Private, Bachelors, Never-married, Adm-clerical, Unmarried, Black, Male,0,0,30, Haiti, <=50K
20, Private, Some-college, Never-married, Sales, Own-child, Other, Female,0,0,25, Honduras, <=50K
56, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,40, France, <=50K
43, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Female,53940,0,63, Puerto-Rico, >50K
25, Self-emp-not-inc, Some-college, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,42, Iran, <=50K
33, Private, HS-grad, Divorced, Exec-managerial, Unmarried, Amer-Indian-Eskimo, Female,0,0,45, Dominican-Republic, <=50K
46, Private, Assoc-voc, Never-married, Craft-repair, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Jamaica, <=50K
41, Local-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,35, Hong, <=50K
50, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,32, Yugoslavia, <=50K
38, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Vietnam, <=50K
26, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,7298,0,54, Mexico, >50K
36, Private, 11th, Separated, Other-service, Husband, Black, Female,0,0,35, Canada, <=50K
45, Self-emp-inc, 11th, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,50, South, <=50K
56, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,32, Canada, >50K
69, Local-gov, Some-college, Married-civ-spouse, Farming-fishing, Husband, Other, Female,0,0,40, China, <=50K
24, Private, Some-college, Never-married, Sales, Husband, Black, Female,7687,0,45, Scotland, <=50K
43, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,48, Laos, >50K
41, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,40, South, >50K
37, Private, HS-grad, Divorced, Prof-specialty, Unmarried, Black, Female,0,0,35, Iran, <=50K
25, State-gov, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,1887,40, Nicaragua, <=50K
31, Private, HS-grad, Divorced, Handlers-cleaners, Own-child, Black, Male,0,0,50, Japan, <=50K
64, Federal-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,1, Portugal, <=50K
39, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Honduras, >50K
38, Federal-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,60, India, <=50K
39, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, Iran, <=50K
23, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, Other, Male,0,1780,48, Italy, >50K
26, Private, HS-grad, Never-married, Prof-specialty, Own-child, Amer-Indian-Eskimo, Male,3118,0,40, England, <=50K
17, Private, 11th, Never-married, Sales, Own-child, White, Female,0,0,20, Germany, <=50K
42, Private, Masters, Divorced, Prof-specialty, Not-in-family, White, Female,7298,0,50, Guatemala, >50K
53, Private, Assoc-acdm, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,60, Italy, >50K
39, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, Germany, >50K
24, Private, Assoc-voc, Never-married, Sales, Unmarried, White, Female,0,0,45, Italy, <=50K
44, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Female,7687,0,40, Trinadad&Tobago, >50K
38, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,35, India, >50K
55, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Female,7298,0,40, Cuba, >50K
31, Local-gov, HS-grad, Married-civ-spouse, Handlers-cleaners, Not-in-family, Other, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
23, Private, HS-grad, Never-married, Sales, Own-child, Asian-Pac-Islander, Male,0,0,40, Peru, <=50K
36, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,50, India, >50K
60, Private, Some-college, Married-civ-spouse, Prof-specialty, Wife, Black, Female,0,0,50, Jamaica, <=50K
28, Private, HS-grad, Married-civ-spouse, Sales, Other-relative, Black, Male,0,0,54, Cambodia, <=50K
22, State-gov, HS-grad, Never-married, Handlers-cleaners, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Thailand, <=50K
36, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, Jamaica, <=50K
44, Private, HS-grad, Separated, Other-service, Not-in-family, White, Female,0,0,40, Peru, >50K
34, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Other, Male,7289,0,89, Poland, >50K
34, Private, HS-grad, Divorced, Other-service, Unmarried, Black, Female,0,0,40, China, <=50K
29, Private, HS-grad, Married-civ-spouse, Sales, Own-child, Other, Male,0,0,40, Haiti, <=50K
23, Private, 5th-6th, Married-civ-spouse, Farming-fishing, Own-child, Amer-Indian-Eskimo, Male,0,0,38, Greece, <=50K
67, Local-gov, HS-grad, Widowed, Other-service, Husband, Other, Male,0,0,35, Outlying-US(Guam-USVI-etc), <=50K
44, Private, HS-grad, Divorced, Tech-support, Not-in-family, Other, Male,0,0,40, England, <=50K
27, Private, HS-grad, Never-married, Other-service, Not-in-family, Black, Female,0,0,40, Poland, <=50K
63, Local-gov, Assoc-acdm, Widowed, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Poland, <=50K
25, Private, 12th, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, Cambodia, <=50K
24, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, Mexico, >50K
26, Private, Bachelors, Never-married, Protective-serv, Not-in-family, Other, Male,0,0,70, Mexico, >50K
45, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,35, Ecuador, >50K
27, Private, Some-college, Never-married, Protective-serv, Own-child, Asian-Pac-Islander, Male,0,0,50, Poland, <=50K
51, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, Japan, >50K
47, Private, 9th, Divorced, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Haiti, <=50K
40, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,1902,40, China, >50K
29, Private, Some-college, Never-married, Exec-managerial, Own-child, Black, Female,0,0,54, Poland, <=50K
47, Local-gov, 11th, Never-married, Handlers-cleaners, Unmarried, Black, Female,0,0,16, Honduras, <=50K
30, Private, Some-college, Divorced, Other-service, Not-in-family, Black, Female,0,0,40, Mexico, <=50K
30, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,1881,70, Cambodia, <=50K
25, Private, Some-college, Never-married, Other-service, Other-relative, Black, Male,0,0,40, Nicaragua, <=50K
70, State-gov, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,40, El-Salvador, <=50K
56, Private, 9th, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,45, Germany, <=50K
43, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,15024,0,50, Japan, >50K
46, Private, Prof-school, Widowed, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,35, Mexico, <=50K
29, Private, Bachelors, Never-married, Craft-repair, Wife, White, Male,0,0,50, India, >50K
29, Private, Assoc-acdm, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,16, Haiti, <=50K
35, Private, Assoc-voc, Divorced, Handlers-cleaners, Other-relative, Other, Female,0,0,15, Laos, <=50K
34, Private, HS-grad, Divorced, Other-service, Unmarried, Asian-Pac-Islander, Female,0,0,40, Peru, <=50K
67, Private, Some-college, Widowed, Prof-specialty, Not-in-family, Black, Female,0,0,24, El-Salvador, <=50K
49, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, Honduras, <=50K
23, Local-gov, 5th-6th, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Laos, <=50K
32, Private, Some-college, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Germany, <=50K
59, Private, HS-grad, Divorced, Protective-serv, Not-in-family, White, Female,0,0,50, Italy, <=50K
32, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, Italy, <=50K
27, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Black, Male,0,0,40, Poland, <=50K
28, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,0,0,40, France, >50K
72, Private, 7th-8th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Puerto-Rico, <=50K
47, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,60, Thailand, >50K
25, State-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,0,1891,40, South, <=50K
33, Private, Some-college, Married-civ-spouse, Protective-serv, Wife, Other, Male,0,0,40, Portugal, >50K
41, Private, 10th, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,50, Philippines, <=50K
26, Local-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,50, Yugoslavia, >50K
40, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999,0,71, England, >50K
42, Local-gov, Bachelors, Divorced, Other-service, Not-in-family, Black, Female,0,0,15, Scotland, <=50K
36, Self-emp-not-inc, Bachelors, Never-married, Sales, Wife, Other, Female,0,0,40, Poland, >50K
32, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
46, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Other, Female,0,0,40, India, <=50K
45, Local-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, >50K
37, Federal-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Hungary, <=50K
43, State-gov, Some-college, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,48, El-Salvador, <=50K
24, State-gov, HS-grad, Never-married, Tech-support, Own-child, Black, Male,0,0,40, Hungary, <=50K
49, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,40, Dominican-Republic, <=50K
65, Private, Bachelors, Separated, Sales, Not-in-family, Other, Female,0,0,20, Outlying-US(Guam-USVI-etc), <=50K
51, Local-gov, Bachelors, Widowed, Other-service, Not-in-family, Black, Female,0,0,16, Hong, <=50K
30, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, Asian-Pac-Islander, Male,0,0,40, France, <=50K
25, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, Laos, <=50K
38, Local-gov, Bachelors, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Japan, <=50K
33, Private, Masters, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,10, Cuba, <=50K
27, Private, HS-grad, Never-married, Handlers-cleaners, Husband, Amer-Indian-Eskimo, Male,0,0,50, Japan, <=50K
36, Private, Some-college, Never-married, Sales, Wife, White, Female,0,0,40, Greece, <=50K
29, Private, Assoc-acdm, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,30, Trinadad&Tobago, <=50K
38, Self-emp-inc, Prof-school, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,99999,0,65, Guatemala, >50K
48, Private, HS-grad, Married-civ-spouse, Protective-serv, Own-child, Other, Male,0,0,48, Cambodia, <=50K
45, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, Other, Female,0,0,54, Laos, <=50K
19, Self-emp-not-inc, Bachelors, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Female,0,0,20, England, <=50K
42, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,1902,40, Ireland, >50K
26, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, Other, Female,0,0,40, Laos, <=50K
32, Private, Some-college, Married-civ-spouse, Sales, Wife, Black, Male,0,0,40, India, <=50K
59, State-gov, 10th, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,12, Canada, <=50K
23, Self-emp-not-inc, Some-college, Never-married, Machine-op-inspct, Own-child, Amer-Indian-Eskimo, Male,0,0,32, England, >50K
53, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Other, Female,0,0,37, Outlying-US(Guam-USVI-etc), <=50K
24, Local-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, Jamaica, <=50K
55, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Other, Female,0,0,40, Ecuador, >50K
35, State-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, Other, Female,0,0,54, Vietnam, >50K
26, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Dominican-Republic, <=50K
50, Federal-gov, Assoc-acdm, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,60, Cuba, >50K
47, Self-emp-not-inc, Some-college, Separated, Prof-specialty, Not-in-family, Other, Female,0,0,45, Yugoslavia, <=50K
51, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,40, England, <=50K
26, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, Other, Male,0,0,45, Germany, <=50K
31, Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Own-child, Other, Male,3733,0,54, Italy, <=50K
28, Private, HS-grad, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Male,0,0,40, China, <=50K
65, Local-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, Other, Female,0,0,40, Nicaragua, <=50K
30, State-gov, Masters, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,20, Yugoslavia, <=50K
40, Private, Bachelors, Divorced, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Italy, >50K
37, State-gov, Bachelors, Married-civ-spouse, Protective-serv, Husband, Black, Male,0,0,50, Italy, <=50K
44, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,45, Japan, >50K
55, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, Nicaragua, >50K
74, Local-gov, 11th, Widowed, Machine-op-inspct, Not-in-family, Amer-Indian-Eskimo, Female,0,0,12, Columbia, <=50K
54, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Other, Female,0,0,45, China, <=50K
51, Local-gov, HS-grad, Married-civ-spouse, Other-service, Husband, White, Female,0,0,40, Portugal, <=50K
41, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, Peru, <=50K
47, Local-gov, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Female,0,0,50, Haiti, <=50K
40, Local-gov, HS-grad, Divorced, Handlers-cleaners, Not-in-family, Asian-Pac-Islander, Female,0,0,60, Honduras, <=50K
39, Private, Doctorate, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, France, <=50K
47, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Female,0,1647,54, Cuba, >50K
35, Local-gov, HS-grad, Married-civ-spouse, Sales, Husband, Black, Female,0,0,60, Trinadad&Tobago, <=50K
30, Local-gov, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Other, Male,0,0,40, Guatemala, <=50K
35, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,54, Hungary, <=50K
23, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,5, Honduras, <=50K
49, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,45, Columbia, <=50K
36, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,1902,40, Nicaragua, <=50K
50, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Ireland, <=50K
40, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,50, India, >50K
41, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Jamaica, <=50K
58, Self-emp-inc, Some-college, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Male,0,0,40, El-Salvador, >50K
51, Private, Prof-school, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Female,0,0,40, India, >50K
30, Private, Some-college, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, Dominican-Republic, <=50K
24, Private, HS-grad, Never-married, Other-service, Unmarried, Other, Male,0,0,40, Mexico, <=50K
19, Private, Some-college, Never-married, Adm-clerical, Other-relative, Black, Female,0,0,20, Haiti, <=50K
23, Private, Assoc-acdm, Never-married, Prof-specialty, Own-child, Asian-Pac-Islander, Male,0,0,60, El-Salvador, <=50K
64, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, Other, Female,0,0,35, Mexico, <=50K
43, Self-emp-not-inc, HS-grad, Married-civ-spouse, Other-service, Husband, Other, Female,0,0,40, Yugoslavia, <=50K
51, Self-emp-inc, Some-college, Married-civ-spouse, Farming-fishing, Husband, Black, Female,0,0,70, Italy, <=50K
38, Federal-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, Germany, >50K
47, Local-gov, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Black, Male,0,0,45, Nicaragua, <=50K
24, Private, HS-grad, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, Trinadad&Tobago, <=50K
38, Private, 10th, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,40, Guatemala, >50K
29, Local-gov, Assoc-voc, Never-married, Other-service, Other-relative, Asian-Pac-Islander, Female,0,0,24, Nicaragua, <=50K
44, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Guatemala, <=50K
29, Private, 11th, Divorced, Protective-serv, Not-in-family, Other, Female,0,0,54, El-Salvador, <=50K
42, Private, Assoc-acdm, Divorced, Prof-specialty, Not-in-family, Other, Female,0,0,40, Honduras, <=50K
49, Local-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,50, Ecuador, <=50K
33, Private, Prof-school, Divorced, Machine-op-inspct, Not-in-family, Other, Female,0,0,50, Ireland, <=50K
38, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, Puerto-Rico, <=50K
64, Private, Some-college, Widowed, Other-service, Unmarried, Black, Female,0,0,16, El-Salvador, <=50K
46, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Female,0,0,40, Cambodia, >50K
33, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Guatemala, >50K
67, Private, HS-grad, Widowed, Sales, Not-in-family, Other, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
42, Self-emp-not-inc, 7th-8th, Never-married, Prof-specialty, Not-in-family, Black, Male,0,0,60, China, <=50K
35, Self-emp-inc, Some-college, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Male,0,0,70, Laos, <=50K
26, Local-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,38, Ecuador, <=50K
41, Private, Some-college, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Female,3652,0,40, Thailand, <=50K
47, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,1848,50, Laos, <=50K
19, Private, Some-college, Never-married, Other-service, Own-child, Black, Male,0,0,40, Peru, <=50K
40, Private, HS-grad, Divorced, Prof-specialty, Unmarried, Black, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
56, Self-emp-not-inc, HS-grad, Divorced, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,0,0,35, Canada, <=50K
33, Private, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male,0,1902,60, Italy, >50K
39, Private, 12th, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,50, Taiwan, >50K
33, Private, Some-college, Never-married, Adm-clerical, Other-relative, Amer-Indian-Eskimo, Female,0,0,20, Ecuador, <=50K
22, Private, HS-grad, Never-married, Tech-support, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Peru, <=50K
49, Private, Bachelors, Never-married, Sales, Not-in-family, Black, Female,0,0,40, Haiti, >50K
25, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Male,0,0,50, Laos, <=50K
33, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,35, Portugal, <=50K
34, Private, Assoc-acdm, Separated, Machine-op-inspct, Not-in-family, Amer-Indian-Eskimo, Male,0,0,50, Columbia, <=50K
37, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, Black, Female,7298,0,45, India, <=50K
42, Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, Other, Male,0,0,25, Poland, >50K
32, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, India, <=50K
18, State-gov, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,5, Jamaica, <=50K
37, Private, HS-grad, Never-married, Tech-support, Not-in-family, Black, Female,0,0,30, Mexico, <=50K
58, Local-gov, Bachelors, Separated, Protective-serv, Husband, Other, Female,27430,0,40, China, >50K
56, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1977,45, Vietnam, >50K
59, Private, Assoc-acdm, Married-civ-spouse, Farming-fishing, Husband, Other, Male,0,0,30, Hong, <=50K
47, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,50, Greece, <=50K
28, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, Other, Female,0,2158,40, Ecuador, <=50K
19, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, Asian-Pac-Islander, Male,0,0,40, Nicaragua, <=50K
58, Self-emp-not-inc, Bachelors, Divorced, Prof-specialty, Not-in-family, Black, Male,0,0,40, Haiti, <=50K
31, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, China, >50K
49, Private, Doctorate, Divorced, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,35, Poland, <=50K
39, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Other, Female,0,1977,40, France, <=50K
59, Private, Bachelors, Divorced, Protective-serv, Not-in-family, Asian-Pac-Islander, Female,0,0,37, Canada, <=50K
80, Private, Masters, Widowed, Machine-op-inspct, Not-in-family, Amer-Indian-Eskimo, Female,0,0,10, Philippines, <=50K
39, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,60, France, >50K
38, Federal-gov, Some-college, Divorced, Other-service, Unmarried, Black, Female,0,0,40, Ireland, <=50K
27, Private, Prof-school, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,45, France, >50K
44, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Black, Female,0,0,40, Hong, <=50K
27, Private, Some-college, Never-married, Machine-op-inspct, Own-child, Asian-Pac-Islander, Male,0,0,40, Hungary, <=50K
37, Self-emp-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,0,50, Cuba, <=50K
37, Private, HS-grad, Never-married, Tech-support, Own-child, Other, Female,0,0,40, Italy, <=50K
21, Private, Some-college, Married-civ-spouse, Sales, Wife, White, Female,0,0,47, Portugal, <=50K
34, Private, Bachelors, Never-married, Machine-op-inspct, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Peru, <=50K
39, Private, Doctorate, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,60, Vietnam, >50K
39, Private, Assoc-acdm, Never-married, Other-service, Wife, Black, Male,0,0,20, Italy, <=50K
28, Federal-gov, HS-grad, Never-married, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,0,0,45, Trinadad&Tobago, <=50K
21, Federal-gov, Assoc-acdm, Never-married, Handlers-cleaners, Own-child, Amer-Indian-Eskimo, Male,0,0,25, Yugoslavia, <=50K
47, Federal-gov, HS-grad, Divorced, Transport-moving, Unmarried, Amer-Indian-Eskimo, Male,0,0,60, Taiwan, <=50K
24, Private, HS-grad, Separated, Other-service, Own-child, Amer-Indian-Eskimo, Female,0,0,30, Taiwan, <=50K
36, Local-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,60, Ireland, <=50K
18, Private, HS-grad, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Female,0,0,30, Yugoslavia, <=50K
36, Private, HS-grad, Never-married, Tech-support, Not-in-family, Black, Female,0,0,40, El-Salvador, <=50K
49, Local-gov, HS-grad, Divorced, Other-service, Unmarried, Asian-Pac-Islander, Female,0,0,40, Thailand, <=50K
35, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Poland, >50K
70, Self-emp-not-inc, Assoc-acdm, Never-married, Farming-fishing, Wife, Black, Female,7298,0,40, Scotland, >50K
26, Private, Bachelors, Never-married, Tech-support, Not-in-family, Black, Female,0,0,40, United-States, <=50K
47, Self-emp-inc, Bachelors, Separated, Prof-specialty, Not-in-family, White, Male,0,0,70, Dominican-Republic, <=50K
58, Federal-gov, Bachelors, Widowed, Prof-specialty, Not-in-family, White, Female,0,0,36, Trinadad&Tobago, >50K
